,post_time,title,content
13824,2016/6/6 14:10:00,【台股盤後】小漲 電金回神,（中央社記者鍾榮峰台北2016年6月6日電）台股尾盤電金回神，終場再度翻紅，不過8600點大關近關情怯，量能相對不足。法人表示，台股短線急彈，逢高賣壓加重，建議追高者謹慎。<BR>台股今開高震盪拉回，早盤一度衝破8660點整數關卡，不過電子金融盤中急挫，大盤由紅翻黑，失守8600點大關，在平盤附近量縮橫向整理，力守5日均線約8585點。尾盤電金回神，大盤再度翻紅，不過8600點近關情怯。<BR>終場台股加權股價指數收在8597.11點，上漲5.54點，漲幅0.06%，成交金額相對萎縮到新台幣610.3億元，電子股漲0.27%，金融股漲0.19%。<BR>主要電子權值股漲跌互見，台積電 (2330) 收161元，漲0.63%，鴻海 (2317) 收平盤80.2元，大立光 (3008) 收在2890元，跌0.17%。聯發科 (2454) 收在229.5元，漲2%。<BR>日月光 (2311) 收平盤36.45元。可成 (2474) 收在242.5元，跌2%。友達 (2409) 收在9.29元，漲1%。<BR>浩鼎5日舉行重大訊息說明會，說明在美國臨床腫瘤醫學會（ASCO）的臨床研究數據發表。市場認為沒有新進展，失望性賣壓出籠，股價今開盤跳空鎖跌停價535元直到終場。<BR>金控股國泰金 (2882) 收在37.6元，跌0.2%，富邦金 (2881) 收在39元，漲1.3%，中信金 (2891) 收在17.1元，漲0.2%。兆豐金 (2886) 收平盤24.2元。<BR>傳產股食品漲1.5%，航運跌1%，橡膠跌1.9%。<BR>台新台灣中小基金經理人王仲良表示，台股一路上攻衝破8600點關卡，不過短線急彈超過600點，逢高賣壓加重，建議追高者謹慎。<BR>觀察台股短線重點，王仲良表示，可觀察6月中美國聯準會（Fed）公開市場委員會（FOMC）是否明確點出升息時間以及對後市經濟看法、英國退歐公投結果、蘋果新機供應鏈拉貨狀況、新政府稅改對台股影響等。<BR>觀察類股族群，王仲良表示，可留意具利基型題材的傳產類股、獲利穩定的車用零件股、下半年電子業績題材股、中國大陸開放二胎化政策受惠股、受惠4G LTE建置相關物聯網和網通類股、電動車特斯拉（Tesla）供應鏈及新能源車相關受惠股。
13832,2016/6/6 15:09:00,《集中市場》龍頭股挺身，三大法人買超32.76億元,台股早盤震盪走堅，一度來到8664點，再創波段新高，惟浩鼎 (4174) 公布ASCO的數據結果無新進展引發失望性賣壓重摔跌停，拖累生技股走弱，大盤指數由紅翻黑，一度回測8550點及五日線，所幸台積電 (2330) 、統一 (1216) 與富邦金 (2881) 等龍頭股力撐短多，終場加權指數上漲5.54點為8597.11點，攻堅8600點仍功虧一簣，成交值610.3億元。今日外資買超50.8156億元，投信賣超0.8599億元，自營商賣超17.1869億元，三大法人買超32.76億元。<BR> 電子股方面，權值股大立光 (3008) 、台積電 (2330) 、鴻海 (2317) 、日月光 (2311) 平盤附近整理，聯發科 (2454) 強取半年線，可成 (2474) 回跌2%；前一交易日強勢的宏? (2353) 、光寶科 (2301) 、英業達 (2356) 表現仍持穩；國碩 (2406) 宣布解除財務長暨發言人李朝欽職務，引發國碩、碩禾 (3691) 集團經營權之爭聯想，導致股價雙雙走跌。傳產股方面，生技股指標浩鼎 (4174) 5日說明ASCO的臨床研究數據發表，市場認為沒有新進展，加上對ASCO之外問題三緘其口，引發失望性賣壓出籠，開盤跳空跌停鎖死，拖累中裕 (4147) 、基亞 (3176) 、明基醫 (4116) 、F-康樂 (4154) 等跟進大跌。金融股走勢穩健，富邦金 (2881) 相對強勢。<BR> 焦點股方面，浩鼎 (4174) 公布ASCO中數據發表結果並無新意，令市場感到失望，賣壓如潰堤般湧現，開盤跳空跌停鎖到底，排隊賣單逾3000張。事欣科 (4916) 受到需求增溫及併購挹注，5月營收續寫新高，今日衝高大漲5%，站上波段高峰。王品 (2727) 端「多品牌、小規模、限城市」3策略，今年營運可望重返成長，惟買盤不捧場，股價走跌2%。華映 (2475) 遭媒體報載面臨下市危機，公司出面澄清表示，目前沒有下市規畫，將持續透過營運改善及財務規畫增加淨值，仍爆量鎖跌停。大宇資 (6111) 因去年盈餘彌補帳上虧損，通過不發放股利，Q2力拚單季獲利，H2因兩岸遊戲跟影劇授權入帳，營運將大幅優於H1，今日站回90元。<BR> 外資今日買超50.8156億元，5日RSI為78.85，10日RSI為70.76，9日K值為84.13，9日D值為87.36，20日乖離率為3.09。台股今日開高震盪趨堅，在台積電 (2330) 、統一 (1216) 與富邦金 (2881) 等龍頭股力撐短多下，化解生技、太陽能與水泥等族群拉回壓力，指數收在8597.11點，與8600僅咫尺之遙。分析師表示，本周將面臨端午長假，預期台股仍維持量縮格局，不過，由於外資期、現貨皆偏多操作，技術指標顯示整體盤面仍由多方主導，指數短期大跌機率不高。台股近期人氣雖低迷，但仍有不少個股改寫波段新高，顯示短期個股依題材領先盤勢發展仍審慎樂觀。惟因常態量能萎縮不前，使近期盤勢的高檔空間或相對有限。短線操作可留意快充、蘋概、航太等族群。 (編輯整理：龍彩霖)
13849,2016/6/6 19:37:00,台股上漲5.54點 收8597.11點,"（中央社台北2016年 6月 6日電）加權指數今天開盤為8,605.15點，盤中最高8,664.12點，最低8,557.68點，收盤指數8,597.11點，上漲5.54點，成交值為新台幣610.30億元；不含金融保險股指數7,308.21點，上漲3.34點。<BR>收盤時上漲家數1,745檔，下跌2,576檔，持平者461檔。<BR>成交量前10名個股依次為：T50反1（00632R）、滬深2X（00637L）、友達 (2409) 、上証2X（00633L）、群創 (3481) 、中信金 (2891) 、台積電 (2330) 、宏達電 (2498) 、新光金 (2888) 、開發金 (2883) 。<BR>成交值前10名個股依次為：台積電 (2330) 、聯發科 (2454) 、宏達電 (2498) 、大立光 (3008) 、上証2X（00633L）、鴻海 (2317) 、T50反1（00632R）、正新 (2105) 、可成 (2474) 、儒鴻 (1476) 。<BR>市值前10名個股依次為：台積電 (2330) 、鴻海 (2317) 、中華電 (2412) 、台塑化 (6505) 、台塑 (1301) 、南亞 (1303) 、台化 (1326) 、國泰金 (2882) 、富邦金 (2881) 、台達電 (2308) 。<BR>外資買超50.82億元、投信賣超0.86億元、自營商（自行買賣）買超1.10億元、自營商（避險）賣超18.29億元。<BR>根據台灣證券交易所統計，上周上市公司市值約新台幣25.30兆元，增加4,186.73億元。<BR>證交所表示，上周加權股價指數上漲127.96點，漲幅約為1.51%，台灣50指數上漲121.28點，漲幅約為1.94%，寶島股價指數上漲146.15點，漲幅約為1.49%。<BR>產業別指數方面，漲幅以光電類指數上漲3.61%為最大，跌幅以電器電纜類指數下跌1.21%為最大，未含金融類指數上漲114.26點，漲幅約為1.59%，未含電子類指數上漲108.82點，漲幅約為0.90%，未含金融電子類指數上漲91.78點，漲幅約為0.87%。<BR>證交所指出，上周集中交易市場總成交金額4,478.40億元，全體上市股票成交金額3,953.59億元，股票成交量周轉率1.46%。<BR>各產業上市股票成交金額前3名及占比分別為半導體類852.65億元、占21.57%，通信網路類455.63億元、占11.52%，光電類385.74億元、占9.76%。<BR>成交量周轉率前3名產業依序為生技醫療類3.62%、通信網路類2.82%、光電類2.65%。<BR>證交所表示，累計今年年初開盤至今共101個交易日，集中市場總成交金額8兆2,743.30億元，市場日平均成交金額819.24億元，股票成交量周轉率26.50%，股票日平均成交量周轉率0.26%。"
13862,2016/6/7 07:28:00,工商頭條~聯發科2016年5月營收衝新高,雖然全球智慧型手機成長趨緩，不過手機晶片廠聯發科受惠於新興市場進入4G手機換機潮、加上大陸電信營運商恢復購機補貼刺激新需求，繼4月之後，5月合併營收再締新猷，以246.36億元改寫歷史新高，並交出年增率高達60.87％的佳績。<BR>聯發科估今年第2季財測可望達陣。法人表示，若以財測最高標季增32％推算，相當於6月份有機會以261.42億元再創新高！~工商時報2016年 6月 7日頭版頭條
13864,2016/6/7 07:36:00,《各報要聞》聯發科5月營收衝新高,"雖然全球智慧型手機成長趨緩，不過手機晶片廠聯發科 (2454) 受惠於新興市場進入4G手機換機潮、加上大陸電信營運商恢復購機補貼刺激新需求，繼4月之後，5月合併營收再締新猷，以246.36億元改寫歷史新高，並交出年增率高達60.87％的佳績。 <BR> 聯發科估今年第2季財測可望達陣。法人表示，若以財測最高標季增32％推算，相當於6月份有機會以261.42億元再創新高！<BR> 聯發科在國際市場競爭上，面臨美國高通及大陸展訊在4G晶片的殺價挾攻、在物聯網、嵌入式市場則迎戰英特爾的龐大勢力，旗下電視晶片廠還得面臨日本半導體業者新組成的國家隊索思的技術攻擊。產業高度競爭下，聯發科完全沒有政府任何支援、還得面臨政客言論攻擊，帶著滿腹委屈在國際間打拚，如此不好的全球經濟環境下，聯發科第2季還能交出連續改寫新高亮麗成績，不難看出聯發科經營團隊與員工，勢必得拿出比競爭對手更多的努力，才能有如此業績表現。 <BR> 不過，幸好台股投資人仍給聯發科打氣，聯發科昨（6）日股價帶量上攻，單日成交量爆增至14,883張，單日上漲4.5元、漲幅2％、表現優於大盤，終場以229.5元作收，順利站穩季線。 <BR> 聯發科全球市場布局逐步收成，帶動業績表現，公司預估今年第2季合併營收693?738億元，季成長率約24％?32％。法人則推估，6月有機會再續創新高（新聞來源：工商時報─記者楊曉芳╱台北報導）"
13878,2016/6/7 08:27:00,"【Y早報】股匯雙升！台股連三漲,台幣強升1.04角","（開盤日9:00出刊）林全提「小確幸減稅」,提高薪資特別扣除額、標準扣除額；外資連十買,熱錢湧入,台幣強升1.04角；聯發科(2454)營收連2月攻頂,六月可望再創高<BR>平均得分：6分<BR>綜合評析：連假效應,利多恐大打折扣<BR>國際股市：6分<BR>1. 葉倫未明確指出升息時機,道瓊收高113點<BR>2. 原物料類股指數上漲帶動, 泛歐上漲0.33%<BR>3. 日元由升轉貶, 日經225指數小跌 62.2點<BR>未來的變數：<BR>1. 下週聯準會是否確定不升息<BR>2. 6月23日英脫歐公投結果<BR>3. MSCI是否將A股納入<BR>籌碼變化：6分<BR>外資投信同步加碼：宏?<BR>外資投信同步賣超：正新<BR>(註：以各項排名前十名做篩選)<BR>1. 外資: + 50.8 億<BR>2. 投信: - 1.2 億<BR>3. 官股券商 – 4.4 億<BR>4. 外資期指 淨留倉 + 4.9 萬口 增加<BR>5. 融資餘額: - 2.75 億(店頭市場 - 0.4 億)<BR>6. 融券餘額: + 8443 張<BR>技術面訊號：6分<BR>1. 加權市場成交金額 620億，量增<BR>2. 加權指數 + 5.5 點，收 8597.1點<BR>3. 下檔支撐：8230-8250<BR>4. 上檔反壓：8600-8630<BR>5. KD值 84.1，下滑<BR>6. RSI 值 78.8，上移<BR>消息面多空：6分<BR>財經頭條：<BR>工商時報：聯發科五月營收衝新高<BR>經濟日報：林全：小確幸減稅 可做<BR>利多：<BR>1. 股東會前台積電(2330)股價 外資喊190<BR>2. 外資連三買 聯發科(2454)目標價看到250<BR>3. 元太(8069)、振曜(6143) 攻電子行李標籤<BR>4. 凌巨(8105)車載新開案 估增三成<BR>5. 創意(3443)增36％ 本季看旺<BR>6. 矽品(2325) 5月營收跳高<BR>7. 和大(1536) Q2營收衝新高<BR>8. 碩禾(3691) 營收下月起回升<BR>9. Macbook軸承拉貨 兆利(3548)5月營收創高<BR>10. 外資買超股 奮勇突圍<BR>利空：<BR>1. 英國脫歐派佔上風 英鎊一度重貶1.14%<BR>2. 新機拉不動宏達電(2498)5月營收僅67億<BR>3. 節後3變數 內資大縮手<BR>4. 正隆(1904)關虧損紙廠 大陸拚轉盈<BR>5. 傳國碩(2406)爆內鬥 解任老臣李朝欽<BR>註:綜合分數表示意義:<BR>8分以上，暗示行情有過熱疑慮<BR>5分表示行情中性發展<BR>2分以下，暗示行情恐過度悲觀<BR>以上內容由Yahoo!奇摩股市 與 CMoney理財寶 聯合提供"
13940,2016/6/7 15:54:00,台股漲82.79點 收8679.90點,（中央社2016年6月7日電）加權指數今天開盤為8622.21點，盤中最高 8692.73點，最低8621.46點，收盤指數 8679.90點，上漲 82.79點，成交值為新台幣826.13億元；不含金融保險股指數7380.62點，上漲72.41點。<BR>收盤時上漲家數 2848檔，下跌 2186 檔，持平者444檔。<BR>成交量前10名個股依次為：T50反1（00632R）、宏?? (2353) 、宏達電 (2498) 、中信金 (2891) 、台積電 (2330) 、滬深2X（00637L）、第一金 (2892) 、元大金 (2885) 、友達（2409 ）、上証2X（00633L）。<BR>成交值前10名個股依次為：台積電（2330 ）、宏達電 (2498) 、大立光 (3008) 、T50反1（00632R）、聯發科 (2454) 、鴻海 (2317) 、台灣50 (0050) 、宏?? (2353) 、F-TPK（3673 ）、可成 (2474) 。<BR>市值前10名個股依次為：台積電 (2330) 、鴻海 (2317) 、中華電 (2412) 、台塑化 (6505) 、台塑 (1301) 、南亞 (1303) 、台化 (1326) 、國泰金 (2882) 、大立光 (3008) 、富邦金 (2881) 。<BR>外資買超150.09億元、投信賣超0.94億元、自營商（自行買賣）買超5.58億元、自營商（避險）賣超31.52億元。
14044,2016/6/8 15:03:00,《集中市場》外資端節送大禮，三大法人買超105.82億元,美股周二漲跌互見，台股今日由權值王台積電 (2330) 再登新高扮急先鋒，配合玉山金 (2884) 、兆豐金 (2886) 等金融股走強，帶領台股強攻8700點之上，最高來到8754.82點，創下今年4月來新高，惟端午連假前賣壓出籠，漲幅逐漸收斂，終場加權指數上漲35.58點為8715.48點，成交值略增為845.17億元，周線連4紅、上漲123.91點。今日外資買超129.4648億元，投信買超1.1779億元，自營商賣超24.8211億元，三大法人買超105.82億元。<BR> 電子股方面，台股雙王台積電 (2330) 、大立光 (3008) 股東會雙雙報捷，台積電 (2330) 盤中衝上166元再創還原權值後新高，市值亦再刷新紀錄；大立光 (3008) 因短線漲幅已大，今日開高走低仍守住3000元大關；其餘權值股聯發科 (2454) 、聯電 (2303) 及矽品 (2325) 同步走弱。傳產股漲跌互見，水泥、航運與橡膠股表現較佳；食品股相對疲弱，龍頭股統一 (1216) 漲多回檔成領跌指標。金融股走勢穩健，龍頭股國泰金 (2882) 、富邦金 (2881) 開高走低，玉山金 (2884) 、兆豐金 (2886) 相對強勢，台新金 (2887) 、彰銀 (2801) 今日同步舉行股東會，對於彰銀經營權訴訟，台新金將撤假處分，股價雙雙收紅。<BR> 焦點股方面，台積電 (2330) 昨日股東會利多大放送，今日股價收在165元，再創還原權值後新高，市值亦刷新紀錄。大立光 (3008) 股東會通過配發63.5元股息，配息率約35%，創下台股新紀錄，執行長林恩平看好5-7月營收步步高，惟今日開高走低險守3000元。玉晶光 (3406) 傳再吃i7鏡頭訂單，下半年營運添想像空間，激勵股價噴出大漲半根停板並飛越季線。華碩 (2357) 股東會通過配發15元現金股利，董事長施崇棠7月28日將說明徐世昌接班，並預告今年聖誕節將開賣首款機器人Zenbo，帶動股價持續向上挺進。華固 (2548) 董座鍾榮昌看好下半年度房市表現，今日強登半年線。<BR> 外資今日買超129.4648億元，5日RSI為89.42，10日RSI為77.93，9日K值為87.44，9日D值為87.50，20日乖離率為3.79。台股受惠台積電強勢領軍衝高，配合台塑 (1301) 、兆豐金、中鋼 (2002) 與台泥 (1101) 等集團敲邊鼓，使盤勢開高走高，盤中最高點8754與收盤8715點，齊創4月下旬以來波段新高。分析師表示，台股自520後震盪趨堅，主要原因為外資不偏空、政策面偏多，使加權指數呈現步步高升榮景；惟常態量能始終未跟上，仍是盤勢在高檔呈現虛胖的最大隱憂，在台股諸多不合理的稅負政策未修法之前，市場大戶回籠仍有限，波段逢高仍宜見好就收，持盈保泰。逢低可留意外資著墨的權值股、食品等季節題材及5月營收成長及展望正向之業績股。(編輯整理：龍彩霖)
14128,2016/6/10 11:33:00,《半導體》聯發科旗下Gaintech，加碼投資上海武岳峰,"聯發科 (2454) 全球化的投資除了預計加碼印度約50億元，8日深夜又正式 公告，將透過旗下投資公司Gaintech擬新增投資上海武岳峰集成電路股權投資合夥企業，這次赴陸投資加碼金額達3,175萬美元（約當新台幣10.16億元），累計投資總金額達8,125萬美元（約當新台幣26億元）。<BR> 聯發科指出，該案為純財務投資，亦待經濟部投資審議委員會核准後，依合約進行投資。<BR> 聯發科於去年1月5日公告投資上海武岳峰集成電路股權投資合夥企業、約4,950萬美元，加計新增3,175萬美元後，投資上海武岳峰公告的金額達8,125萬美元，而實際投資金額約1,679萬美元。<BR> 聯發科統計，向投審會核准赴大陸地區投資總額（含本次投資）已達5.26億美元，約新台幣169億元，相當於占聯發科最近期財務報表總資產之比率約5.83％。至於實際赴大陸地區投資總額約3.76億美元，約新台幣121.50億元。<BR> 從聯發科最近3年認列投資大陸的收益成果來說，幾乎是年年增加，以2013年的財報來看，認列大陸投資收益約7.74億元、2014年約14.90億元、至2015年達19.45億元。<BR> 聯發科是台灣IC設計公司中少數真正達到國際經營規模的企業，全球化的投資動作除了在大陸之外，自2004年起赴印度投資，累計投資金額已達50億元，隨著印度消費力提升，預計將再加碼投資50億元。至於新加坡方面，聯發科大約也在2004年開始進行投資布局，據了解累積至今投資亦已近百億元。<BR> 在成熟市場國家地區，聯發科跟著產業鏈，已在美國、芬蘭、瑞典、英國、日本進行投資計畫，除了與美國谷歌、微軟合資研發解決方案，近兩年也跟著亞馬遜同步在全球投資布建雲端服務相關的投資案。另方面，積極參與日本5G布建，在今年也正式宣布將與日本聯手研發5G行動技術。（新聞來源：工商時報─記者楊曉芳╱台北報導）"
14223,2016/6/13 08:34:00,《今日焦點新聞》壽險業做多，Q3加碼台股,時報-今日焦點新聞<BR> 國內頭條：<BR> 1.穩信心，中信金緊急應變。(工商時報)<BR> 2.陸資來台，IC設計業齊喊鬆綁。(工商時報)<BR> 3.大陸、美國大型投資相繼量產，台塑產值年增300億。(工商時報)<BR> 4.屢遭惡意扭曲，聯發科怒了。(工商時報)<BR> 5.富人稅奏效！國庫稅飽，前5月綜所稅年增逾2成。(工商時報)<BR> 6.搜索前放空中信金，金管會下令查。(中國時報)<BR> 7.壽險業做多，Q3加碼台股。(經濟日報)<BR> 8.限電…7月風險升高。(經濟日報)<BR> 9.高階手機銷售頻觸礁，品牌廠自製晶片恐退潮。(電子時報)<BR> 10.大陸太陽能搶搭潮關門，供應鏈議價拔河賽鳴槍。(電子時報)<BR> 大陸頭條：<BR> 1.中國各地PPP招商項目7721個，總投資約8.8萬億人民幣。(人民日報)<BR> 2.中國將推進農產品價補分離改革，攻堅糧價市場化。(經濟參考報)<BR> 3.商業銀行不良貸款率連續數季度上升，企業抱怨抽貸。(人民日報)<BR> 4.迪士尼6月16日迎首批遊客，當天門票不做現場銷售。(東方網)<BR> 國際頭條：<BR> 1.普華永道：明年中國電影票房收入將超過美國，躍居全球第一。﹙路透社﹚<BR> 2.一周焦點：4家主要央行料按兵不動，英國公投成重大風險。﹙路透社﹚<BR> 3.美股展望：投資人權衡數據和美聯儲會議，本月升息機率渺茫。﹙路透社﹚<BR> 4.中國向昂山素季拋橄欖枝，希冀重修中緬關係。(華爾街日報)<BR> 5.蘋果料於WWDC發佈iOS 10、更智能的Siri。(華爾街日報)<BR> 6.亞洲國債收益率驟降，全球避險風潮蔓延至亞洲。(華爾街日報)<BR> （編輯整理：林哲生）
14398,2016/6/14 12:05:00,台股盤中—台指期多方拚高 電、金同步回神 護守8500點,鉅亨網記者蔡宗憲 台北台股今(14)日在電子股回神帶動下，加上台指期明日將進行結算，外資持有4萬多口多單，點火權值股意圖拉高指數，鴻海、富邦金漲幅都逾1%以上，宏達電、宏?等股價也展開攻勢，宏?股價再創波段高點，推升同族群仁寶、緯創股價漲幅同步跟進，指數早盤一度下挫回測8500點支撐，不過多頭隨即點火推升指數黑翻紅，盤中上漲29點，無奈預估量仍不到600億元，多頭追價意願仍保守，大盤反彈力道仍有限。<BR>台股今日權值股帶頭衝，指數下檔有撐，尤其是外資台指期多單未平倉口數高達4萬多口，外資點火意圖拉高指數力拚多方結算，權值股台積電平盤上小漲，鴻海與富邦金漲幅則逾1%強勢表態，國泰金、大立光、台達電等也在平盤以上，支撐大盤向上。<BR>高價股也同步撐盤，大立光漲幅逾1%，漢微科更大漲6%以上，精測、碩禾等也都有2%以上漲幅。<BR>盤面上強勢個股以宏?為首，隨著營運轉型機會愈來愈明朗，股價持續攻高，盤中一度大漲逾7%，在其帶動下筆電族群股價也來電，緯創、仁寶同步攻上3%漲幅，另外華碩、和碩、英業達則也力守平盤以上。<BR>電子股整體表現平均，宏達電在VR題材帶動下也有4%以上漲幅，股價再挑戰百元關卡；半導體族群股價也回神，股后漢微科股價大漲帶動，加上行政院長林全對陸資參股IC設計釋出業界聲音必須被聽到的說法，IC設計股價同步上攻，晶宏一度亮燈漲停，威盛、聯發科、新唐、F-世芯、原相、茂達、凌陽、鈺創等股價也都有1%以上漲幅。<BR>相形之下華亞科雖出面召開重大訊息說明會，強調美光收購的計畫不變只是延後，但市場疑慮仍多，股價再吞一根跌停持續探底，南亞科則相對持穩，力守平盤以上。<BR>傳產股則由營建族群領軍，皇翔大漲逾5%，長虹、宏盛、冠德、遠雄、皇昌、國揚與富宇等，股價也都有1%以上漲幅。<BR>另一個多頭部隊則是金融股，富邦金大漲逾2%，台新金、中壽、元大金、國泰金、高雄銀、中信金、第一金、華南銀等，都在平盤以上小漲。<BR>由於歐美股市走勢仍混沌不明，法人認為，指數今日反彈反應明日台指期結算，由於外資持有4萬多口多單，力拚可向上拉高結算，結算後指數預期會回歸基本盤，短線成交量若仍無法放大，勢必還有修正壓力。
14431,2016/6/14 17:52:00,元大期貨台股期指盤後－多方逢低承接 期指逆勢反彈,"鉅亨台北資料中心◆盤勢分析<BR>台指期週二並未延續週一強勁的空頭行情，雖然受到前一日美股收跌的影響，開盤時即開低約30點，直接跌到8500點之下，幸好整數關卡依然發揮支撐盤勢的作用，讓期指在盤初僅小幅下跌，在現貨開盤後便轉為上行的走勢，並順利收復平盤水位，且在權值股聯發科和金融龍頭富邦金的支持之下，漲幅還得以持續擴大，終場收漲50點，收在8574點，可見投資人的信心未受嚴重打擊，且逆價差也從11點下降至2點，顯示市場壓力趨緩；然而須留意的是，現貨成交金額縮水至624.1億元，量能明顯受削減，不利多方後續追價。<BR>觀察法人籌碼變化，三大法人合計買超現貨23.1億元，其中外資買超28.7億元，自營商則小幅賣超1.7億元；而由台指期留倉淨部位來看，外資加碼淨多單3,763口至52,243口，自營商也加碼淨多單1,141口至1,323口，三大法人合計淨多單增加4,518口至20,561口，外資期現多都偏多布局，且淨多單又回到50,000口以上，對盤勢信心再度轉強，且週三6月合約將結算，可留意外資是否會有拉高結算價的舉動。<BR>台指期連續2日守在8500點上，週二開低走高，有跌深反彈的意味，不過即使期指稍受技術性的買盤拉抬，上方的短期均線仍待突破，且本周美國、英國和日本央行都將發布利率決議，可能會讓市場波動加劇，因此在布局上仍須小心謹慎。"
14433,2016/6/14 19:51:00,台股漲39.9點 收8576.12點,"（中央社2016年6月14日電）加權指數今天開盤為8,513.51點，盤中最高8,577.31點，最低8,503.42點，收盤指數8,576.12點，上漲39.90點，成交值為新台幣622.49億元；不含金融保險股指數7,287.73點，上漲29.19點。<BR>收盤時上漲家數2,530檔，下跌2,205檔，持平者476檔。<BR>成交量前10名個股依次為：宏?? (2353) 、滬深2X（00637L）、T50反1（00632R）、中信金 (2891) 、上証2X（00633L）、日本2X（00640L）、宏達電 (2498) 、富邦金 (2881) 、台積電 (2330) 、聯電 (2303) 。<BR>成交值前10名個股依次為：台積電 (2330) 、宏達電 (2498) 、聯發科 (2454) 、可成 (2474) 、大立光 (3008) 、鴻海 (2317) 、上証2X（00633L）、T50反1（00632R）、宏?? (2353) 、富邦金 (2881) 。<BR>市值前10名個股依次為：台積電 (2330) 、鴻海 (2317) 、中華電 (2412) 、台塑化 (6505) 、台塑 (1301) 、南亞 (1303) 、國泰金 (2882) 、台化 (1326) 、大立光 (3008) 、富邦金 (2881) 。<BR>外資買超28.69億元、投信賣超3.92億元、自營商（自行買賣）買超3.16億元、自營商（避險）賣超4.88億元。"
14467,2016/6/15 08:16:00,【Y早報】英脫歐公投導致避險需求上升，債市迎來資金潮湧入,（開盤日9:00出刊）美股道瓊小跌57點；英脫歐公投致避險需求上升，債市迎來資金潮；陸限售股本周解禁，恐引爆新一波賣壓；蔡明介：聯發科沒有要賣紫光；台塑越南鋼廠延後投產<BR>平均得分：4.6分<BR>綜合評析： 避險資金進入債市，消息面偏空，投資人須謹慎小心<BR>國際股市：4分<BR>1. 6月升息機率渺茫，Fed堅守今年升息2次的底線<BR>2. 外資對安倍經濟學失去信心 日股撤資逾4.5兆日元<BR>3. 英脫歐烏雲籠罩，市場觀望Fed會議<BR>4. 英脫歐公投逼近，東歐公債CDS大漲創新高<BR>未來的變數：<BR>1. 下週聯準會是否確定不升息<BR>2. 6 月 23 日英脫歐公投結果<BR>3. 6月15日MSCI宣布延遲納入A股<BR>籌碼變化：5.5分<BR>1. 外資: +28.69 億<BR>2. 投信: -4.40 億<BR>3. 官股券商: -3.61 億<BR>4. 外資期指淨留倉: + 5.2 萬口<BR>5. 融資餘額: +2.13億(店頭市場 -0.33 億)<BR>6. 融券餘額: +1.2萬張<BR>外資投信同步加碼：大成<BR>外資投信同步賣超：皇田<BR>技術面訊號：5分<BR>技術面訊號：<BR>1. 加權市場成交金額 638.51億，量減<BR>2. 加權指數 +39.90 點，收8576.12點<BR>3. 下檔支撐：8440-8490<BR>4. 上檔反壓：8715-8755<BR>5. KD值 52.45，下滑<BR>6. RSI 值 52.65，上揚<BR>消息面多空：4分<BR>財經頭條：<BR>工商時報：蔡明介表示聯發科沒有要賣給紫光<BR>經濟日報：台塑越南鋼廠延後投入生產<BR>利多：<BR>1. 大廠索尼、微軟瘋VR，商機大爆發<BR>2. 鴻海入主夏普後主動出擊，印尼擴產液晶TV<BR>3. 航太工業展明登場，航太股喜洋洋<BR>4. 由於避險需求，全球債市迎資金大潮<BR>5. 黃金強彈，可望成為今年大黑馬<BR>6. 能源股走出長期熊市，多頭點火<BR>7. 聯亞(3081)獲大單，Q3營運爆發<BR>8. 敬鵬(2355)滿手訂單，生產線大擴產<BR>9. 創見(2451)看Dram價將於夏季回升<BR>10. 先豐(5349)攻車電市場，拚倍數成長<BR>利空：<BR>1. 索羅斯豪賭空單，押A股入MSCI失敗<BR>2. 美光併購華亞科案生變，卡關在交易條件<BR>3. 市場恐慌，投資人瘋搶公債避險<BR>4. 英國脫歐公投是另類的內戰，衝擊歐盟的全球地位<BR>5. 陸限售股本周解禁，恐引爆新一波賣壓<BR>註:綜合分數表示意義:<BR>8分以上，暗示行情有過熱疑慮<BR>5分表示行情中性發展<BR>2分以下，暗示行情恐過度悲觀<BR>以上內容由Yahoo!奇摩股市 與 CMoney理財寶 聯合提供
