,NewDate,# of RFpred==1,# of RFpred==0,# of RFpred==-1,# of SVMpred==1,# of SVMpred==0,# of SVMpred==-1
107,205,3,9,0,7,5,0
108,206,5,2,0,4,3,0
109,207,0,7,0,0,7,0
110,208,2,7,0,4,5,0
111,209,0,12,0,3,9,0
112,210,0,6,0,1,5,0
113,211,1,6,0,1,6,0
114,212,1,5,0,1,5,0
115,213,1,5,0,1,5,0
116,214,1,3,0,0,4,0
117,215,1,4,0,2,3,0
118,216,2,5,0,4,3,0
119,217,6,3,0,7,2,0
120,218,0,7,0,2,5,0
121,219,1,5,0,1,5,0
122,220,4,3,0,4,3,0
123,221,1,7,0,2,6,0
124,222,0,4,0,0,4,0
125,223,1,4,0,1,4,0
126,224,3,7,0,2,8,0
127,225,2,5,0,1,6,0
128,226,6,5,0,9,2,0
129,227,1,3,0,0,4,0
130,228,3,1,0,2,2,0
131,229,4,9,0,8,5,0
132,230,1,6,0,2,5,0
133,231,1,5,0,2,4,0
134,232,0,3,0,0,3,0
135,233,3,6,0,4,5,0
136,234,0,7,0,1,6,0
137,235,2,10,0,5,7,0
138,236,1,3,0,2,2,0
139,237,1,5,0,0,6,0
140,238,0,7,0,0,7,0
141,239,2,12,0,5,9,0
142,240,5,6,0,3,8,0
143,241,0,4,0,1,3,0
144,242,5,2,0,5,2,0
145,243,1,4,0,1,4,0
146,244,4,8,0,4,8,0
147,245,3,6,0,3,6,0
148,246,2,3,0,2,3,0
149,247,4,3,0,4,3,0
150,248,7,2,0,7,2,0
151,249,3,7,0,3,7,0
152,250,3,5,0,6,2,0
153,251,3,5,0,2,6,0
154,252,7,2,0,6,3,0
155,253,4,7,0,4,7,0
156,254,4,8,0,5,7,0
157,255,6,5,0,6,5,0
158,256,0,3,0,0,3,0
159,257,1,5,0,0,6,0
160,258,5,2,0,4,3,0
161,259,8,3,0,8,3,0
162,260,4,9,0,8,5,0
163,261,5,10,0,6,9,0
164,262,6,2,0,5,3,0
165,263,1,0,0,0,1,0
166,264,0,2,0,0,2,0
167,265,0,2,0,0,2,0
168,266,1,4,0,2,3,0
169,267,1,3,0,2,2,0
170,268,1,6,0,3,4,0
171,269,2,4,0,2,4,0
172,270,1,2,0,1,2,0
173,271,1,5,0,2,4,0
174,272,0,2,0,0,2,0
175,273,1,4,0,1,4,0
176,274,1,3,0,1,3,0
177,275,3,3,0,4,2,0
178,276,4,4,0,4,4,0
179,277,1,4,0,1,4,0
180,278,2,4,0,2,4,0
181,279,4,7,0,2,9,0
182,280,2,4,0,2,4,0
183,281,0,4,0,0,4,0
184,282,0,2,0,0,2,0
185,283,2,1,0,1,2,0
186,284,4,2,0,3,3,0
187,285,7,9,0,9,7,0
188,286,3,9,0,5,7,0
189,287,7,6,0,10,3,0
190,288,3,2,0,2,3,0
191,289,0,3,0,0,3,0
192,290,3,8,0,9,2,0
193,291,5,4,0,6,3,0
194,292,2,6,0,3,5,0
195,293,4,5,0,6,3,0
196,294,5,17,0,14,8,0
197,295,2,3,0,1,4,0
198,296,3,3,0,3,3,0
199,297,1,3,0,2,2,0
200,298,0,3,0,0,3,0
201,299,0,4,0,0,4,0
202,300,2,5,0,4,3,0
203,301,0,5,0,0,5,0
204,302,5,2,0,4,3,0
205,303,0,4,0,0,4,0
206,304,4,5,0,4,5,0
207,305,3,3,0,2,4,0
208,306,1,8,0,1,8,0
209,307,0,3,0,0,3,0
210,308,6,8,0,9,5,0
211,309,4,12,0,2,14,0
212,310,1,3,0,0,4,0
213,311,3,1,0,2,2,0
214,312,3,6,0,2,7,0
215,313,0,5,0,0,5,0
216,314,5,4,0,5,4,0
217,315,1,5,0,2,4,0
218,316,12,2,0,9,5,0
219,317,5,2,0,5,2,0
220,318,--,--,--,--,--,--
221,319,--,--,--,--,--,--
222,320,5,6,0,8,3,0
223,321,7,6,0,7,6,0
224,322,2,7,0,2,7,0
225,323,4,9,0,4,9,0
226,324,5,9,0,8,6,0
227,325,4,7,0,3,8,0
228,326,5,5,0,4,6,0
229,327,8,7,0,9,6,0
230,328,8,6,0,6,8,0
231,329,9,6,0,10,5,0
232,330,5,8,0,5,8,0
233,331,6,6,0,3,9,0
234,332,0,8,0,1,7,0
235,333,3,6,0,1,8,0
236,334,4,3,0,3,4,0
237,335,6,4,0,6,4,0
238,336,3,4,0,3,4,0
239,337,8,4,0,7,5,0
240,338,5,2,0,3,4,0
241,339,2,5,0,1,6,0
242,340,1,4,0,2,3,0
243,341,11,7,0,11,7,0
244,342,9,7,0,10,6,0
245,343,4,4,0,4,4,0
246,344,8,9,0,9,8,0
247,345,4,8,0,4,8,0
248,346,5,5,0,6,4,0
249,347,12,10,0,14,8,0
250,348,5,13,0,6,12,0
251,349,5,9,0,4,10,0
252,350,4,10,0,5,9,0
253,351,5,6,0,5,6,0
254,352,6,5,0,5,6,0
255,353,3,4,0,4,3,0
256,354,8,9,0,11,6,0
257,355,8,6,0,9,5,0
258,356,8,8,0,11,5,0
259,357,8,14,0,11,11,0
260,358,9,11,0,12,8,0
261,359,7,8,0,7,8,0
262,360,4,16,0,5,15,0
263,361,5,7,0,4,8,0
264,362,3,11,0,3,11,0
265,363,7,7,0,6,8,0
266,364,2,6,0,2,6,0
267,365,5,8,0,4,9,0
268,366,4,4,0,3,5,0
269,367,1,7,0,2,6,0
270,368,2,2,0,1,3,0
271,369,6,12,0,9,9,0
272,370,5,5,0,5,5,0
273,371,2,3,0,1,4,0
274,372,4,8,0,5,7,0
275,373,7,4,0,7,4,0
276,374,6,5,0,5,6,0
277,375,3,4,0,5,2,0
278,376,4,9,0,5,8,0
279,377,1,4,0,2,3,0
280,378,3,7,0,5,5,0
281,379,3,4,0,4,3,0
282,380,4,8,0,6,6,0
283,381,2,4,0,3,3,0
284,382,2,9,0,3,8,0
285,383,1,6,0,2,5,0
286,384,3,5,0,3,5,0
287,385,5,4,0,6,3,0
288,386,2,6,0,3,5,0
289,387,4,9,0,5,8,0
290,388,5,7,0,7,5,0
291,389,2,8,0,4,6,0
292,390,1,9,0,2,8,0
293,391,1,9,0,0,10,0
294,392,0,3,0,0,3,0
295,393,0,4,0,0,4,0
296,394,2,6,0,2,6,0
297,395,0,5,0,1,4,0
298,396,0,2,0,0,2,0
299,397,0,6,0,0,6,0
300,398,0,4,0,0,4,0
301,399,0,5,0,1,4,0
302,400,1,6,0,2,5,0
303,401,0,3,0,0,3,0
304,402,3,3,0,2,4,0
305,403,0,3,0,0,3,0
306,404,0,3,0,0,3,0
307,405,1,4,0,1,4,0
308,406,4,7,0,4,7,0
309,407,4,4,0,4,4,0
310,408,1,5,0,1,5,0
311,409,0,2,0,0,2,0
312,410,0,2,0,0,2,0
313,411,0,3,0,0,3,0
314,412,1,4,0,1,4,0
315,413,0,3,0,0,3,0
316,414,2,5,0,2,5,0
317,415,1,5,0,1,5,0
318,416,1,6,0,1,6,0
319,417,1,6,0,2,5,0
320,418,0,2,0,0,2,0
321,419,0,5,0,0,5,0
322,420,0,9,0,1,8,0
323,421,0,2,0,0,2,0
324,422,0,10,0,0,10,0
325,423,0,6,0,0,6,0
326,424,0,10,0,0,10,0
327,425,1,5,0,1,5,0
328,426,0,4,0,0,4,0
329,427,0,6,0,0,6,0
330,428,1,7,0,1,7,0
331,429,0,3,0,0,3,0
332,430,4,7,0,2,9,0
333,431,1,5,0,1,5,0
334,432,2,4,0,1,5,0
335,433,3,11,0,4,10,0
336,434,4,10,0,8,6,0
337,435,6,8,0,5,9,0
338,436,1,12,0,5,8,0
339,437,2,12,0,3,11,0
340,438,4,6,0,4,6,0
341,439,4,6,0,5,5,0
342,440,1,8,0,3,6,0
343,441,1,3,0,1,3,0
344,442,2,5,0,3,4,0
345,443,0,3,0,0,3,0
346,444,1,5,0,1,5,0
347,445,1,6,0,1,6,0
348,446,1,7,0,2,6,0
349,447,1,7,0,4,4,0
350,448,1,4,0,2,3,0
351,449,0,4,0,0,4,0
352,450,2,6,0,1,7,0
353,451,0,5,0,0,5,0
354,452,1,5,0,1,5,0
355,453,0,7,0,3,4,0
356,454,0,6,0,0,6,0
357,455,1,9,0,2,8,0
358,456,0,4,0,0,4,0
359,457,0,2,0,0,2,0
360,458,0,9,0,2,7,0
361,459,0,6,0,0,6,0
362,460,2,6,0,5,3,0
363,461,0,5,0,0,5,0
364,462,1,5,0,4,2,0
365,463,0,6,0,0,6,0
366,464,0,6,0,2,4,0
367,465,1,3,0,2,2,0
368,466,0,10,0,1,9,0
369,467,0,8,0,0,8,0
370,468,0,8,0,0,8,0
371,469,0,11,0,0,11,0
372,470,1,11,0,2,10,0
373,471,0,3,0,0,3,0
374,472,0,8,0,1,7,0
375,473,0,11,0,1,10,0
376,474,0,8,0,0,8,0
377,475,1,11,0,3,9,0
378,476,0,3,0,0,3,0
379,477,1,5,0,0,6,0
380,478,2,4,0,3,3,0
381,479,1,6,0,1,6,0
382,480,1,7,0,2,6,0
383,481,0,4,0,0,4,0
384,482,0,5,0,0,5,0
385,483,1,5,0,0,6,0
386,484,0,8,0,2,6,0
387,485,1,7,0,2,6,0
388,486,0,2,0,0,2,0
389,487,0,8,0,2,6,0
390,488,0,5,0,1,4,0
391,489,0,4,0,0,4,0
392,490,1,8,0,3,6,0
393,491,2,10,0,3,9,0
394,492,1,8,0,2,7,0
395,493,2,7,0,4,5,0
396,494,4,7,0,4,7,0
397,495,1,7,0,4,4,0
398,496,2,3,0,1,4,0
399,497,0,9,0,2,7,0
400,498,2,11,0,2,11,0
401,499,2,11,0,5,8,0
402,500,0,9,0,2,7,0
403,501,3,7,0,3,7,0
404,502,2,3,0,1,4,0
405,503,4,11,0,8,7,0
406,504,5,16,0,13,8,0
407,505,3,12,0,7,8,0
408,506,2,8,0,2,8,0
409,507,7,13,0,7,13,0
410,508,2,10,0,4,8,0
411,509,2,12,0,6,8,0
412,510,0,7,0,0,7,0
413,511,--,--,--,--,--,--
414,512,--,--,--,--,--,--
415,513,--,--,--,--,--,--
416,514,--,--,--,--,--,--
417,515,--,--,--,--,--,--
418,516,--,--,--,--,--,--
419,517,--,--,--,--,--,--
420,518,--,--,--,--,--,--
421,519,--,--,--,--,--,--
422,520,7,6,0,11,2,0
423,521,10,6,0,14,2,0
424,522,4,6,0,7,3,0
425,523,5,4,0,8,1,0
426,524,1,3,0,3,1,0
427,525,2,3,0,3,2,0
428,526,2,3,0,1,4,0
429,527,4,4,0,1,7,0
430,528,1,3,0,2,2,0
431,529,7,3,0,7,3,0
432,530,1,2,0,2,1,0
433,531,2,3,0,2,3,0
434,532,4,1,0,5,0,0
435,533,6,0,0,5,1,0
436,534,2,1,0,3,0,0
437,535,3,4,0,3,4,0
438,536,3,2,0,4,1,0
439,537,1,2,0,1,2,0
440,538,3,1,0,4,0,0
441,539,1,5,0,2,4,0
442,540,1,0,0,1,0,0
443,541,1,2,0,2,1,0
444,542,3,8,0,8,3,0
445,543,1,1,0,1,1,0
446,544,5,1,0,5,1,0
447,545,6,7,0,6,7,0
448,546,2,3,0,2,3,0
449,547,5,3,0,7,1,0
450,548,6,2,0,8,0,0
451,549,1,0,0,1,0,0
452,550,2,9,0,4,7,0
453,551,2,3,0,2,3,0
454,552,0,2,0,0,2,0
455,553,5,1,0,6,0,0
456,554,3,2,0,3,2,0
457,555,4,2,0,4,2,0
458,556,1,3,0,3,1,0
459,557,2,9,0,6,5,0
460,558,1,4,0,2,3,0
461,559,--,--,--,--,--,--
462,560,6,16,0,9,13,0
463,561,2,9,0,2,9,0
464,562,3,6,0,4,5,0
465,563,1,3,0,1,3,0
466,564,2,5,0,3,4,0
467,565,3,2,0,3,2,0
468,566,4,4,0,5,3,0
469,567,0,3,0,1,2,0
470,568,2,7,0,2,7,0
471,569,1,3,0,2,2,0
472,570,2,4,0,2,4,0
473,571,7,0,0,4,3,0
474,572,4,1,0,3,2,0
475,573,2,1,0,2,1,0
476,574,2,2,0,2,2,0
477,575,3,1,0,3,1,0
478,576,2,1,0,3,0,0
479,577,2,3,0,1,4,0
480,578,2,4,0,6,0,0
481,579,1,0,0,1,0,0
482,580,5,3,0,6,2,0
483,581,5,2,0,4,3,0
484,582,0,2,0,0,2,0
485,583,1,2,0,1,2,0
486,584,2,1,0,2,1,0
487,585,2,0,0,2,0,0
488,586,4,3,0,5,2,0
489,587,2,11,0,3,10,0
490,588,2,4,0,3,3,0
491,589,6,4,0,8,2,0
492,590,4,1,0,5,0,0
493,591,3,5,0,7,1,0
494,592,6,2,0,7,1,0
495,593,5,3,0,7,1,0
496,594,1,5,0,3,3,0
497,595,2,5,0,7,0,0
498,596,3,5,0,4,4,0
499,597,2,3,0,2,3,0
500,598,4,8,0,7,5,0
501,599,3,4,0,5,2,0
502,600,2,8,0,4,6,0
503,601,4,4,0,3,5,0
504,602,2,4,0,4,2,0
505,603,2,5,0,3,4,0
506,604,2,8,0,6,4,0
507,605,7,18,0,16,9,0
508,606,15,10,0,23,2,0
509,607,9,12,0,18,3,0
510,608,13,8,0,19,2,0
511,609,2,5,0,2,5,0
512,610,5,11,0,5,11,0
513,611,4,8,0,5,7,0
514,612,3,9,0,4,8,0
515,613,5,9,0,4,10,0
516,614,16,9,0,15,10,0
517,615,15,8,0,16,7,0
518,616,3,15,0,18,0,0
519,617,5,9,0,5,9,0
520,618,15,3,0,13,5,0
521,619,4,7,0,6,5,0
522,620,3,13,0,8,8,0
523,621,5,7,0,4,8,0
524,622,10,6,0,13,3,0
525,623,24,19,0,32,11,0
526,624,12,12,0,14,10,0
527,625,8,9,0,8,9,0
528,626,2,8,0,3,7,0
529,627,7,8,0,6,9,0
530,628,16,4,0,16,4,0
531,629,7,13,0,10,10,0
532,630,7,11,0,10,8,0
533,631,13,4,0,13,4,0
534,632,12,7,0,13,6,0
535,633,5,3,0,6,2,0
536,634,22,9,0,23,8,0
537,635,7,10,0,12,5,0
538,636,--,--,--,--,--,--
539,637,--,--,--,--,--,--
540,638,1,0,0,1,0,0
541,639,1,10,0,1,10,0
542,640,7,7,0,6,8,0
543,641,17,11,0,13,15,0
544,642,8,5,0,7,6,0
545,643,3,8,0,5,6,0
546,644,5,0,0,5,0,0
547,645,4,6,0,6,4,0
548,646,7,4,0,6,5,0
549,647,4,2,0,2,4,0
550,648,4,8,0,5,7,0
551,649,8,0,0,6,2,0
552,650,13,3,0,15,1,0
553,651,23,4,0,23,4,0
554,652,17,4,0,18,3,0
555,653,11,16,0,18,9,0
556,654,15,5,0,16,4,0
557,655,4,4,0,7,1,0
558,656,11,7,0,14,4,0
559,657,9,13,0,13,9,0
560,658,5,18,0,11,12,0
561,659,5,14,0,9,10,0
562,660,13,16,0,18,11,0
563,661,8,10,0,10,8,0
564,662,7,11,0,8,10,0
565,663,17,12,0,25,4,0
566,664,14,5,0,15,4,0
567,665,6,17,0,12,11,0
568,666,19,5,0,19,5,0
569,667,9,8,0,13,4,0
570,668,13,6,0,17,2,0
571,669,10,6,0,12,4,0
572,670,16,6,0,15,7,0
573,671,9,6,0,15,0,0
574,672,8,9,0,15,2,0
575,673,9,5,0,9,5,0
576,674,11,16,0,12,15,0
577,675,6,14,0,9,11,0
578,676,2,13,0,4,11,0
579,677,11,31,0,16,26,0
580,678,8,20,0,10,18,0
581,679,8,16,0,9,15,0
582,680,12,23,0,13,22,0
583,681,8,17,0,13,12,0
584,682,13,17,0,14,16,0
585,683,9,15,0,6,18,0
586,684,16,11,0,13,14,0
587,685,11,8,0,10,9,0
588,686,9,22,0,19,12,0
589,687,5,7,0,4,8,0
590,688,12,18,0,8,22,0
591,689,6,29,0,7,28,0
592,690,8,33,0,16,25,0
593,691,12,19,0,15,16,0
594,692,7,6,0,10,3,0
595,693,3,8,0,8,3,0
596,694,9,10,0,11,8,0
597,695,17,2,0,15,4,0
598,696,17,6,0,15,8,0
599,697,4,14,0,3,15,0
600,698,3,4,0,1,6,0
601,699,3,3,0,3,3,0
602,700,6,4,0,4,6,0
603,701,6,9,0,7,8,0
604,702,6,8,0,5,9,0
605,703,9,12,0,10,11,0
606,704,5,9,0,4,10,0
607,705,6,8,0,6,8,0
608,706,14,7,0,13,8,0
609,707,11,8,0,19,0,0
610,708,9,23,0,10,22,0
611,709,13,13,0,12,14,0
612,710,10,7,0,7,10,0
613,711,2,8,0,0,10,0
614,712,16,11,0,16,11,0
615,713,6,7,0,7,6,0
616,714,12,10,0,13,9,0
617,715,12,13,0,12,13,0
618,716,11,4,0,8,7,0
619,717,16,7,0,18,5,0
620,718,9,6,0,9,6,0
621,719,7,23,0,6,24,0
622,720,5,16,0,2,19,0
623,721,1,5,0,2,4,0
624,722,2,9,0,2,9,0
625,723,7,7,0,7,7,0
626,724,0,9,0,3,6,0
627,725,4,4,0,5,3,0
628,726,8,13,0,10,11,0
629,727,7,9,0,7,9,0
630,728,0,6,0,2,4,0
631,729,9,8,0,8,9,0
632,730,7,10,0,11,6,0
633,731,3,10,0,3,10,0
634,732,2,9,0,5,6,0
635,733,2,8,0,3,7,0
636,734,1,21,0,5,17,0
637,735,3,8,0,3,8,0
638,736,9,7,0,12,4,0
639,737,12,3,0,13,2,0
