,NewDate,# of RFpred==1,# of RFpred==0,# of RFpred==-1,# of SVMpred==1,# of SVMpred==0,# of SVMpred==-1
170,228,3,1,0,2,2,0
171,229,7,6,0,10,3,0
172,230,3,4,0,2,5,0
173,231,2,4,0,2,4,0
174,232,1,2,0,0,3,0
175,233,2,7,0,3,6,0
176,234,1,6,0,2,5,0
177,235,2,10,0,3,9,0
178,236,2,2,0,1,3,0
179,237,2,4,0,0,6,0
180,238,0,7,0,1,6,0
181,239,3,11,0,3,11,0
182,240,6,5,0,4,7,0
183,241,2,2,0,0,4,0
184,242,4,3,0,5,2,0
185,243,1,4,0,1,4,0
186,244,6,6,0,5,7,0
187,245,6,3,0,3,6,0
188,246,2,3,0,1,4,0
189,247,5,2,0,4,3,0
190,248,8,1,0,8,1,0
191,249,3,7,0,2,8,0
192,250,4,4,0,5,3,0
193,251,4,4,0,0,8,0
194,252,6,3,0,5,4,0
195,253,5,6,0,3,8,0
196,254,3,9,0,5,7,0
197,255,8,3,0,6,5,0
198,256,0,3,0,0,3,0
199,257,1,5,0,0,6,0
200,258,6,1,0,3,4,0
201,259,8,3,0,6,5,0
202,260,11,2,0,6,7,0
203,261,6,9,0,8,7,0
204,262,6,2,0,6,2,0
205,263,0,1,0,0,1,0
206,264,0,2,0,0,2,0
207,265,0,2,0,0,2,0
208,266,1,4,0,1,4,0
209,267,2,2,0,2,2,0
210,268,2,5,0,4,3,0
211,269,1,5,0,2,4,0
212,270,0,3,0,1,2,0
213,271,2,4,0,2,4,0
214,272,0,2,0,0,2,0
215,273,1,4,0,0,5,0
216,274,2,2,0,2,2,0
217,275,2,4,0,4,2,0
218,276,3,5,0,5,3,0
219,277,1,4,0,1,4,0
220,278,1,5,0,1,5,0
221,279,4,7,0,4,7,0
222,280,2,4,0,1,5,0
223,281,0,4,0,0,4,0
224,282,0,2,0,0,2,0
225,283,1,2,0,1,2,0
226,284,2,4,0,3,3,0
227,285,6,10,0,9,7,0
228,286,2,10,0,6,6,0
229,287,7,6,0,9,4,0
230,288,2,3,0,2,3,0
231,289,0,3,0,0,3,0
232,290,6,5,0,6,5,0
233,291,4,5,0,6,3,0
234,292,1,7,0,3,5,0
235,293,3,6,0,6,3,0
236,294,8,14,0,15,7,0
237,295,3,2,0,1,4,0
238,296,2,4,0,3,3,0
239,297,1,3,0,2,2,0
240,298,0,3,0,0,3,0
241,299,0,4,0,0,4,0
242,300,3,4,0,5,2,0
243,301,0,5,0,0,5,0
244,302,5,2,0,3,4,0
245,303,0,4,0,0,4,0
246,304,5,4,0,2,7,0
247,305,2,4,0,3,3,0
248,306,1,8,0,1,8,0
249,307,0,3,0,0,3,0
250,308,7,7,0,8,6,0
251,309,2,14,0,4,12,0
252,310,0,4,0,0,4,0
253,311,1,3,0,1,3,0
254,312,3,6,0,2,7,0
255,313,1,4,0,1,4,0
256,314,4,5,0,5,4,0
257,315,1,5,0,3,3,0
258,316,9,5,0,8,6,0
259,317,3,4,0,5,2,0
260,318,--,--,--,--,--,--
261,319,--,--,--,--,--,--
262,320,4,7,0,6,5,0
263,321,8,5,0,7,6,0
264,322,2,7,0,2,7,0
265,323,5,8,0,7,6,0
266,324,9,5,0,8,6,0
267,325,3,8,0,2,9,0
268,326,5,5,0,5,5,0
269,327,10,5,0,9,6,0
270,328,8,6,0,9,5,0
271,329,9,6,0,9,6,0
272,330,5,8,0,5,8,0
273,331,8,4,0,4,8,0
274,332,0,8,0,1,7,0
275,333,1,8,0,1,8,0
276,334,3,4,0,2,5,0
277,335,5,5,0,5,5,0
278,336,3,4,0,3,4,0
279,337,6,6,0,6,6,0
280,338,4,3,0,4,3,0
281,339,1,6,0,1,6,0
282,340,2,3,0,2,3,0
283,341,11,7,0,10,8,0
284,342,11,5,0,9,7,0
285,343,4,4,0,4,4,0
286,344,7,10,0,7,10,0
287,345,6,6,0,5,7,0
288,346,6,4,0,6,4,0
289,347,12,10,0,11,11,0
290,348,6,12,0,6,12,0
291,349,5,9,0,3,11,0
292,350,7,7,0,5,9,0
293,351,5,6,0,5,6,0
294,352,7,4,0,5,6,0
295,353,5,2,0,3,4,0
296,354,11,6,0,10,7,0
297,355,9,5,0,8,6,0
298,356,12,4,0,8,8,0
299,357,9,13,0,8,14,0
300,358,13,7,0,9,11,0
301,359,7,8,0,7,8,0
302,360,6,14,0,5,15,0
303,361,5,7,0,3,9,0
304,362,5,9,0,5,9,0
305,363,8,6,0,6,8,0
306,364,1,7,0,2,6,0
307,365,3,10,0,4,9,0
308,366,3,5,0,3,5,0
309,367,1,7,0,1,7,0
310,368,2,2,0,1,3,0
311,369,8,10,0,9,9,0
312,370,6,4,0,5,5,0
313,371,2,3,0,2,3,0
314,372,5,7,0,5,7,0
315,373,8,3,0,6,5,0
316,374,4,7,0,5,6,0
317,375,3,4,0,4,3,0
318,376,4,9,0,6,7,0
319,377,0,5,0,2,3,0
320,378,4,6,0,4,6,0
321,379,4,3,0,4,3,0
322,380,4,8,0,5,7,0
323,381,3,3,0,3,3,0
324,382,1,10,0,3,8,0
325,383,3,4,0,2,5,0
326,384,1,7,0,5,3,0
327,385,5,4,0,6,3,0
328,386,2,6,0,2,6,0
329,387,5,8,0,8,5,0
330,388,6,6,0,8,4,0
331,389,2,8,0,5,5,0
332,390,1,9,0,2,8,0
333,391,1,9,0,1,9,0
334,392,0,3,0,0,3,0
335,393,0,4,0,0,4,0
336,394,2,6,0,3,5,0
337,395,0,5,0,1,4,0
338,396,0,2,0,0,2,0
339,397,0,6,0,1,5,0
340,398,0,4,0,0,4,0
341,399,0,5,0,1,4,0
342,400,0,7,0,3,4,0
343,401,0,3,0,0,3,0
344,402,1,5,0,2,4,0
345,403,0,3,0,0,3,0
346,404,0,3,0,0,3,0
347,405,1,4,0,1,4,0
348,406,4,7,0,4,7,0
349,407,2,6,0,4,4,0
350,408,0,6,0,1,5,0
351,409,0,2,0,0,2,0
352,410,0,2,0,0,2,0
353,411,0,3,0,0,3,0
354,412,1,4,0,1,4,0
355,413,0,3,0,0,3,0
356,414,3,4,0,2,5,0
357,415,1,5,0,1,5,0
358,416,0,7,0,1,6,0
359,417,2,5,0,1,6,0
360,418,0,2,0,0,2,0
361,419,1,4,0,0,5,0
362,420,1,8,0,1,8,0
363,421,0,2,0,0,2,0
364,422,2,8,0,2,8,0
365,423,0,6,0,0,6,0
366,424,0,10,0,0,10,0
367,425,1,5,0,0,6,0
368,426,0,4,0,0,4,0
369,427,0,6,0,0,6,0
370,428,1,7,0,1,7,0
371,429,0,3,0,0,3,0
372,430,4,7,0,2,9,0
373,431,2,4,0,1,5,0
374,432,1,5,0,0,6,0
375,433,5,9,0,4,10,0
376,434,6,8,0,5,9,0
377,435,5,9,0,4,10,0
378,436,4,9,0,4,9,0
379,437,4,10,0,2,12,0
380,438,3,7,0,3,7,0
381,439,5,5,0,4,6,0
382,440,4,5,0,2,7,0
383,441,1,3,0,0,4,0
384,442,3,4,0,2,5,0
385,443,0,3,0,0,3,0
386,444,1,5,0,0,6,0
387,445,2,5,0,2,5,0
388,446,3,5,0,2,6,0
389,447,1,7,0,2,6,0
390,448,1,4,0,2,3,0
391,449,0,4,0,1,3,0
392,450,5,3,0,3,5,0
393,451,0,5,0,1,4,0
394,452,3,3,0,3,3,0
395,453,3,4,0,3,4,0
396,454,0,6,0,1,5,0
397,455,2,8,0,3,7,0
398,456,0,4,0,0,4,0
399,457,0,2,0,0,2,0
400,458,3,6,0,4,5,0
401,459,0,6,0,0,6,0
402,460,4,4,0,6,2,0
403,461,1,4,0,1,4,0
404,462,2,4,0,3,3,0
405,463,3,3,0,3,3,0
406,464,0,6,0,2,4,0
407,465,2,2,0,1,3,0
408,466,0,10,0,2,8,0
409,467,0,8,0,2,6,0
410,468,0,8,0,1,7,0
411,469,2,9,0,2,9,0
412,470,5,7,0,7,5,0
413,471,2,1,0,3,0,0
414,472,3,5,0,5,3,0
415,473,1,10,0,3,8,0
416,474,3,5,0,3,5,0
417,475,5,7,0,6,6,0
418,476,3,0,0,2,1,0
419,477,2,4,0,2,4,0
420,478,4,2,0,6,0,0
421,479,4,3,0,4,3,0
422,480,3,5,0,4,4,0
423,481,2,2,0,2,2,0
424,482,1,4,0,2,3,0
425,483,2,4,0,4,2,0
426,484,4,4,0,4,4,0
427,485,5,3,0,4,4,0
428,486,2,0,0,1,1,0
429,487,2,6,0,5,3,0
430,488,2,3,0,3,2,0
431,489,3,1,0,3,1,0
432,490,7,2,0,9,0,0
433,491,8,4,0,6,6,0
434,492,7,2,0,8,1,0
435,493,6,3,0,7,2,0
436,494,9,2,0,8,3,0
437,495,8,0,0,8,0,0
438,496,3,2,0,2,3,0
439,497,1,8,0,2,7,0
440,498,3,10,0,3,10,0
441,499,6,7,0,9,4,0
442,500,6,3,0,7,2,0
443,501,5,5,0,7,3,0
444,502,4,1,0,4,1,0
445,503,12,3,0,13,2,0
446,504,13,8,0,18,3,0
447,505,10,5,0,11,4,0
448,506,6,4,0,8,2,0
449,507,9,11,0,11,9,0
450,508,4,8,0,6,6,0
451,509,8,6,0,8,6,0
452,510,4,3,0,6,1,0
453,511,--,--,--,--,--,--
454,512,--,--,--,--,--,--
455,513,--,--,--,--,--,--
456,514,--,--,--,--,--,--
457,515,--,--,--,--,--,--
458,516,--,--,--,--,--,--
459,517,--,--,--,--,--,--
460,518,--,--,--,--,--,--
461,519,--,--,--,--,--,--
462,520,9,4,0,11,2,0
463,521,10,6,0,13,3,0
464,522,4,6,0,7,3,0
465,523,5,4,0,7,2,0
466,524,1,3,0,2,2,0
467,525,2,3,0,2,3,0
468,526,1,4,0,1,4,0
469,527,2,6,0,1,7,0
470,528,1,3,0,2,2,0
471,529,5,5,0,7,3,0
472,530,1,2,0,1,2,0
473,531,1,4,0,1,4,0
474,532,4,1,0,4,1,0
475,533,3,3,0,3,3,0
476,534,1,2,0,2,1,0
477,535,3,4,0,3,4,0
478,536,3,2,0,3,2,0
479,537,1,2,0,0,3,0
480,538,2,2,0,2,2,0
481,539,1,5,0,1,5,0
482,540,0,1,0,0,1,0
483,541,0,3,0,0,3,0
484,542,4,7,0,4,7,0
485,543,0,2,0,0,2,0
486,544,3,3,0,4,2,0
487,545,6,7,0,6,7,0
488,546,2,3,0,1,4,0
489,547,4,4,0,4,4,0
490,548,4,4,0,6,2,0
491,549,1,0,0,0,1,0
492,550,1,10,0,3,8,0
493,551,3,2,0,3,2,0
494,552,1,1,0,0,2,0
495,553,6,0,0,6,0,0
496,554,4,1,0,3,2,0
497,555,5,1,0,4,2,0
498,556,2,2,0,2,2,0
499,557,4,7,0,7,4,0
500,558,2,3,0,2,3,0
501,559,--,--,--,--,--,--
502,560,9,13,0,10,12,0
503,561,3,8,0,4,7,0
504,562,2,7,0,4,5,0
505,563,2,2,0,1,3,0
506,564,3,4,0,4,3,0
507,565,3,2,0,1,4,0
508,566,4,4,0,7,1,0
509,567,1,2,0,0,3,0
510,568,3,6,0,1,8,0
511,569,3,1,0,2,2,0
512,570,3,3,0,2,4,0
513,571,7,0,0,5,2,0
514,572,5,0,0,2,3,0
515,573,3,0,0,1,2,0
516,574,3,1,0,2,2,0
517,575,2,2,0,1,3,0
518,576,1,2,0,1,2,0
519,577,3,2,0,2,3,0
520,578,3,3,0,2,4,0
521,579,1,0,0,1,0,0
522,580,6,2,0,3,5,0
523,581,4,3,0,1,6,0
524,582,0,2,0,0,2,0
525,583,3,0,0,3,0,0
526,584,3,0,0,2,1,0
527,585,2,0,0,2,0,0
528,586,4,3,0,2,5,0
529,587,5,8,0,3,10,0
530,588,5,1,0,3,3,0
531,589,8,2,0,7,3,0
532,590,5,0,0,4,1,0
533,591,7,1,0,7,1,0
534,592,6,2,0,5,3,0
535,593,8,0,0,7,1,0
536,594,4,2,0,4,2,0
537,595,7,0,0,5,2,0
538,596,4,4,0,3,5,0
539,597,4,1,0,2,3,0
540,598,6,6,0,6,6,0
541,599,5,2,0,3,4,0
542,600,3,7,0,4,6,0
543,601,4,4,0,3,5,0
544,602,3,3,0,5,1,0
545,603,3,4,0,2,5,0
546,604,5,5,0,5,5,0
547,605,7,18,0,8,17,0
548,606,11,14,0,25,0,0
549,607,7,14,0,12,9,0
550,608,13,8,0,16,5,0
551,609,2,5,0,3,4,0
552,610,4,12,0,6,10,0
553,611,4,8,0,4,8,0
554,612,3,9,0,3,9,0
555,613,8,6,0,4,10,0
556,614,15,10,0,10,15,0
557,615,17,6,0,8,15,0
558,616,3,15,0,1,17,0
559,617,4,10,0,3,11,0
560,618,13,5,0,7,11,0
561,619,3,8,0,3,8,0
562,620,2,14,0,7,9,0
563,621,6,6,0,5,7,0
564,622,9,7,0,7,9,0
565,623,23,20,0,20,23,0
566,624,8,16,0,8,16,0
567,625,7,10,0,6,11,0
568,626,2,8,0,2,8,0
569,627,7,8,0,6,9,0
570,628,15,5,0,12,8,0
571,629,7,13,0,9,11,0
572,630,7,11,0,4,14,0
573,631,13,4,0,13,4,0
574,632,9,10,0,14,5,0
575,633,5,3,0,6,2,0
576,634,16,15,0,25,6,0
577,635,10,7,0,11,6,0
578,636,--,--,--,--,--,--
579,637,--,--,--,--,--,--
580,638,1,0,0,1,0,0
581,639,0,11,0,2,9,0
582,640,6,8,0,8,6,0
583,641,16,12,0,16,12,0
584,642,4,9,0,6,7,0
585,643,4,7,0,5,6,0
586,644,3,2,0,5,0,0
587,645,4,6,0,7,3,0
588,646,7,4,0,8,3,0
589,647,2,4,0,2,4,0
590,648,3,9,0,7,5,0
591,649,5,3,0,6,2,0
592,650,13,3,0,16,0,0
593,651,21,6,0,27,0,0
594,652,14,7,0,20,1,0
595,653,7,20,0,18,9,0
596,654,15,5,0,12,8,0
597,655,3,5,0,7,1,0
598,656,12,6,0,13,5,0
599,657,10,12,0,14,8,0
600,658,5,18,0,9,14,0
601,659,5,14,0,8,11,0
602,660,15,14,0,15,14,0
603,661,9,9,0,11,7,0
604,662,9,9,0,8,10,0
605,663,14,15,0,18,11,0
606,664,15,4,0,15,4,0
607,665,10,13,0,10,13,0
608,666,17,7,0,16,8,0
609,667,11,6,0,11,6,0
610,668,13,6,0,13,6,0
611,669,11,5,0,10,6,0
612,670,16,6,0,17,5,0
613,671,9,6,0,11,4,0
614,672,7,10,0,12,5,0
615,673,8,6,0,9,5,0
616,674,9,18,0,13,14,0
617,675,6,14,0,9,11,0
618,676,2,13,0,4,11,0
619,677,13,29,0,16,26,0
620,678,5,23,0,11,17,0
621,679,11,13,0,10,14,0
622,680,11,24,0,15,20,0
623,681,7,18,0,13,12,0
624,682,9,21,0,17,13,0
625,683,7,17,0,7,17,0
626,684,10,17,0,16,11,0
627,685,8,11,0,12,7,0
628,686,11,20,0,20,11,0
629,687,5,7,0,6,6,0
630,688,11,19,0,9,21,0
631,689,5,30,0,13,22,0
632,690,8,33,0,16,25,0
633,691,12,19,0,18,13,0
634,692,6,7,0,10,3,0
635,693,3,8,0,5,6,0
636,694,9,10,0,11,8,0
637,695,17,2,0,13,6,0
638,696,17,6,0,17,6,0
639,697,6,12,0,6,12,0
640,698,4,3,0,2,5,0
641,699,5,1,0,4,2,0
642,700,7,3,0,6,4,0
643,701,7,8,0,7,8,0
644,702,7,7,0,7,7,0
645,703,14,7,0,9,12,0
646,704,8,6,0,4,10,0
647,705,8,6,0,6,8,0
648,706,14,7,0,16,5,0
649,707,9,10,0,19,0,0
650,708,9,23,0,10,22,0
651,709,15,11,0,13,13,0
652,710,8,9,0,7,10,0
653,711,5,5,0,2,8,0
654,712,18,9,0,19,8,0
655,713,8,5,0,8,5,0
656,714,12,10,0,16,6,0
657,715,18,7,0,13,12,0
658,716,10,5,0,7,8,0
659,717,18,5,0,18,5,0
660,718,8,7,0,10,5,0
661,719,11,19,0,8,22,0
662,720,8,13,0,3,18,0
663,721,5,1,0,3,3,0
664,722,5,6,0,2,9,0
665,723,8,6,0,8,6,0
666,724,7,2,0,5,4,0
667,725,8,0,0,7,1,0
668,726,9,12,0,10,11,0
669,727,9,7,0,7,9,0
670,728,5,1,0,1,5,0
671,729,10,7,0,10,7,0
672,730,8,9,0,9,8,0
673,731,4,9,0,5,8,0
674,732,8,3,0,3,8,0
675,733,2,8,0,2,8,0
676,734,12,10,0,1,21,0
677,735,5,6,0,5,6,0
678,736,14,2,0,14,2,0
679,737,12,3,0,11,4,0
