gram,TF,DF,TF_IDF,all_TF,all_DF,all_TF_IDF,expected_TF,expected_DF,DF_chisquare,MI,Lift,TF*DF_chisquare
收在元,62,23,4.708880857,3096,1992,9.973781658,10.43827554,6.716099764,39.48205301,1.03368E-05,3.424606663,2447.887287
太陽,105,31,4.703059639,14664,4966,9.42437409,49.44020428,16.7430479,12.14000487,5.58858E-06,1.851514741,1274.700511
行業,27,13,4.702524534,15277,8408,8.271302094,51.50695587,28.34787491,-8.309521081,1.3842E-06,0.458588167,-224.3570692
前名個股依次,81,27,4.702116926,691,231,12.11974781,2.329731394,0.778824822,882.8044617,0.00010464,34.66761618,71507.1614
名個股依次為,81,27,4.702116926,691,231,12.11974781,2.329731394,0.778824822,882.8044617,0.00010464,34.66761618,71507.1614
安基,22,11,4.70044704,3241,1105,11.1723344,10.92714826,3.725547309,14.20399678,8.91204E-06,2.952586315,312.4879291
能電,22,11,4.70044704,2509,1335,10.53567826,8.459183889,4.501000595,9.383911951,7.37663E-06,2.443901032,206.4460629
我國,22,11,4.70044704,7011,3501,9.575422375,23.63783908,11.80374763,-0.054729249,2.81286E-06,0.93190742,-1.204043487
印度,22,11,4.70044704,19542,6508,9.030508573,65.88655702,21.94195646,-5.456505729,1.51318E-06,0.501322661,-120.043126
股比例,22,11,4.70044704,11940,10156,7.684059636,40.25614015,34.24131988,-15.77506217,9.69654E-07,0.321249299,-347.0513676
週四收美元下,22,11,4.70044704,160,104,11.22464758,0.539445764,0.350639747,323.4341653,9.46904E-05,31.3712296,7115.551637
四收美元下跌,22,11,4.70044704,161,105,11.22079941,0.5428173,0.354011283,320.1510271,9.37886E-05,31.07245598,7043.322596
大為,98,30,4.699012517,7166,2627,10.19979701,24.16042716,8.85702514,50.47127888,1.02237E-05,3.387141791,4946.185331
三星,61,23,4.696972273,20924,6599,9.049071809,70.54601981,22.24876624,0.025365549,3.1203E-06,1.033765188,1.547298487
股分,35,16,4.691091506,1655,1549,9.830533199,5.579892123,5.222509304,22.24109119,9.24731E-06,3.063661368,778.4381918
股第,85,28,4.689692526,1851,1412,10.11542037,6.240713184,4.760608869,113.4454258,1.77529E-05,5.881600605,9642.861193
封關,32,15,4.689545348,2552,1306,10.59538472,8.604159938,4.40322605,25.50212432,1.02824E-05,3.406593218,816.0679784
幅以,24,12,4.686331094,1155,676,10.92947767,3.89412411,2.279158354,41.46037601,1.58921E-05,5.265101471,995.0490242
多個,24,12,4.686331094,3462,3040,9.248206095,11.67225772,10.24946952,0.298977129,3.5339E-06,1.170792301,7.175451084
民眾,24,12,4.686331094,18607,9520,8.123672051,62.73417083,32.09702297,-12.58342035,1.12847E-06,0.373866449,-302.0020885
平均成,24,12,4.686331094,6753,1789,10.95143941,22.76798278,6.03167795,5.90563163,6.00507E-06,1.98949614,141.7351591
個股包,29,14,4.683296651,396,353,10.69397144,1.335128266,1.190152217,137.8749691,3.55059E-05,11.76320121,3998.374105
零售,44,19,4.67705969,13767,6725,8.697655528,46.41593647,22.67357977,-0.595194429,2.52935E-06,0.837979719,-26.18855486
數萬,68,25,4.673960245,1899,1245,10.37566271,6.402546913,4.197562352,103.0935042,1.7977E-05,5.955837675,7010.358287
數下跌點或收,68,25,4.673960245,1435,1121,10.27000043,4.838154197,3.779491885,119.1456361,1.99655E-05,6.614645767,8101.903253
電池,59,23,4.672557953,11665,4411,9.503896484,39.32896774,14.87184541,4.442414187,4.66807E-06,1.546546469,262.102437
再生,26,13,4.670823669,4250,2074,10.19826908,14.32902811,6.992565718,5.161090809,5.61153E-06,1.859117315,134.188361
外匯,26,13,4.670823669,13471,6624,8.715389138,45.41796181,22.33305464,-3.900313247,1.75699E-06,0.582096816,-101.4081444
四收美元,26,13,4.670823669,304,198,11.22725259,1.024946952,0.667564133,227.8267613,5.87794E-05,19.4737844,5923.495794
遊戲,63,24,4.668857549,16794,5622,9.2502708,56.62157602,18.95477554,1.342895875,3.82179E-06,1.266171681,84.6024401
減產,37,17,4.667974373,5941,2961,9.780621205,20.03029553,9.983118173,4.931989157,5.13993E-06,1.702874764,182.4835988
官股,37,17,4.667974373,2057,1159,10.59391561,6.935249605,3.907610254,43.86585614,1.31314E-05,4.350485052,1623.036677
前名個股依,82,28,4.66471044,695,234,12.10613066,2.343217538,0.78893943,938.5280912,0.000107125,35.49068399,76959.30347
電競,31,15,4.663734205,8524,2674,10.32015211,28.73897309,9.015487333,3.972540866,5.022E-06,1.663803569,123.1487668
報元,21,11,4.659905703,1963,1479,10.08946682,6.618325219,4.986501782,7.252010005,6.65842E-06,2.205955293,152.2922101
買超萬,21,11,4.659905703,524,410,10.81373818,1.766684878,1.382329771,66.91571187,2.4019E-05,7.957580191,1405.229949
價證券,21,11,4.659905703,15043,6539,8.82587469,50.71801644,22.04647407,-5.534880047,1.50601E-06,0.498945998,-116.232481
有價證券,21,11,4.659905703,15030,6527,8.829364401,50.67418647,22.00601564,-5.504512142,1.50878E-06,0.499863318,-115.594755
超張第名中,21,11,4.659905703,145,71,11.59895494,0.488872724,0.239379058,483.7138391,0.000138702,45.95222364,10157.99062
日盤勢分析,21,11,4.659905703,677,532,10.70386653,2.28252989,1.793657166,47.2535945,1.85109E-05,6.132721576,992.3254845
國安,28,14,4.654311375,5700,2537,10.06297892,19.21775535,8.553586898,3.467950467,4.94031E-06,1.636740255,97.10261309
張賣超,28,14,4.654311375,132,94,11.06898004,0.445042755,0.316924386,590.7609709,0.000133336,44.17457475,16541.30719
或收在點,28,14,4.654311375,2854,1762,10.13268014,9.622363818,5.940646478,10.93368869,7.11326E-06,2.356645872,306.1432833
點或收在點,28,14,4.654311375,2844,1755,10.13691325,9.588648458,5.917045726,11.04168412,7.14164E-06,2.366045599,309.1671553
個交易日行情,28,14,4.654311375,4392,2622,9.756985177,14.80778623,8.84016746,3.011693156,4.78016E-06,1.583680407,84.32740838
迄今,23,12,4.649939636,7295,5610,8.613694379,24.59535531,18.91431711,-2.527597521,1.91498E-06,0.634440035,-58.13474299
地產,23,12,4.649939636,10636,4976,9.165551116,35.85965717,16.77676327,-1.360063734,2.15898E-06,0.715275039,-31.28146588
指數下跌點或,70,26,4.64627221,2503,1824,9.937005102,8.438954673,6.149681711,64.07406995,1.27613E-05,4.227861086,4485.184897
獲外資,33,16,4.643971444,1242,946,10.41681373,4.187447744,3.189473081,51.45351467,1.51417E-05,5.0165026,1697.965984
的點,49,21,4.642831534,3250,2167,9.855606672,10.95749208,7.306118568,25.66648583,8.67575E-06,2.874303203,1257.657805
漲美,65,25,4.64162536,15482,5583,9.203419995,52.19812075,18.82328563,2.026840644,4.00884E-06,1.3281422,131.7446419
分以,25,13,4.63787932,1868,1239,10.36728973,6.298029296,4.177333136,18.63376658,9.39331E-06,3.112033342,465.8441645
均成,25,13,4.63787932,7259,2187,10.59854195,24.47398001,7.373549289,4.293311995,5.32159E-06,1.76305867,107.3327999
月以來最,25,13,4.63787932,4778,2959,9.588151579,16.10919913,9.976375101,0.916395729,3.93319E-06,1.30307851,22.90989322
到名依序為,25,13,4.63787932,156,79,11.56740767,0.52595962,0.266351346,608.7666177,0.00014732,48.80771279,15219.16544
超張到名依序,25,13,4.63787932,155,78,11.57494059,0.522588084,0.26297981,616.8978649,0.000149209,49.4334527,15422.44662
張到名依序為,25,13,4.63787932,155,78,11.57494059,0.522588084,0.26297981,616.8978649,0.000149209,49.4334527,15422.44662
續漲,30,15,4.637076645,4443,2937,9.53852566,14.97973456,9.902201308,2.624421651,4.57229E-06,1.51481469,78.73264952
行政院,30,15,4.637076645,11799,6450,8.676231387,39.78075357,21.74640737,-2.092943979,2.08199E-06,0.689769107,-62.78831937
個股依,84,29,4.636898584,757,291,11.85580634,2.552252772,0.981116984,800.1673793,8.92179E-05,29.55814698,67214.05986
下跌點或收,69,26,4.636067177,1714,1222,10.30200105,5.778812748,4.120017024,116.197009,1.9048E-05,6.310653536,8017.593619
漲點漲幅,56,23,4.634339101,4612,2408,9.974048541,15.54952415,8.11865875,27.27720479,8.55103E-06,2.832980263,1527.523468
未平倉口,38,18,4.62498616,788,642,10.57006903,2.656770388,2.164526129,115.8508689,2.51006E-05,8.315907931,4402.333018
羅斯,27,14,4.624271861,9764,5221,8.993662727,32.91967776,17.60278959,-0.737388399,2.40061E-06,0.795328486,-19.90948678
金額億元,27,14,4.624271861,5309,2588,9.956835497,17.89948476,8.725535235,3.188340635,4.84296E-06,1.6044861,86.08519716
名分別,35,17,4.624108894,375,323,10.7614898,1.26432601,1.089006136,232.4685943,4.71187E-05,15.61056401,8136.400801
空單口淨部位,35,17,4.624108894,413,220,11.49077579,1.392444379,0.741737926,356.3672242,6.91788E-05,22.91914625,12472.85285
張富邦,55,23,4.621143036,187,117,11.29452649,0.630477237,0.394469715,1295.435315,0.00017599,58.3061237,71248.94231
連續賣超,125,36,4.619817594,618,343,11.31583996,2.083609264,1.156436857,1049.840193,9.39626E-05,31.13010432,131230.0241
跌點或收,72,27,4.619419185,2507,1704,10.0685899,8.452440817,5.745097388,78.63589675,1.41854E-05,4.699659236,5661.784566
比例,44,20,4.618173094,28853,17608,6.959097152,97.27892896,59.36600634,-26.10386905,1.01687E-06,0.336893135,-1148.570238
營益,20,11,4.617385974,6229,4073,9.158829877,21.00129791,13.73226623,-0.543630501,2.41783E-06,0.801033115,-10.87261002
環保,20,11,4.617385974,9744,4800,9.174208684,32.85224704,16.18337292,-1.660182645,2.05163E-06,0.679709975,-33.20365291
股公,20,11,4.617385974,7982,3985,9.41105959,26.91160056,13.43557106,-0.441515018,2.47122E-06,0.818722178,-8.830300367
項目,20,11,4.617385974,30121,15344,7.310382984,101.5540366,51.73284878,-32.07178821,6.41802E-07,0.212630858,-641.4357643
週五收,20,11,4.617385974,703,584,10.59379374,2.370189826,1.968977039,41.42220762,1.68627E-05,5.586657326,828.4441525
超前大,20,11,4.617385974,104,72,11.05106991,0.350639747,0.242750594,476.696732,0.000136775,45.31399831,9533.93464
用交易,20,11,4.617385974,12490,6855,8.583721735,42.11048496,23.11187946,-6.347282326,1.43659E-06,0.475945715,-126.9456465
的股票,164,41,4.614166732,8368,5603,8.721924441,28.21301347,18.89071635,25.87622482,6.55104E-06,2.170378255,4243.70087
契約,22,12,4.611930258,11051,5802,8.859479502,37.25884462,19.56165202,-2.922993479,1.85161E-06,0.613445121,-64.30585655
元件股,22,12,4.611930258,916,715,10.56209371,3.088327,2.410648259,38.14561768,1.50253E-05,4.977914118,839.2035889
應用,47,21,4.61159701,27092,14011,7.463399292,91.34165401,47.23859126,-14.57417872,1.34183E-06,0.444551784,-684.9863996
