gram,TF,DF,TF_IDF
上檔,45,38,3.635150831
套牢,23,17,4.060822818
賣壓,281,186,2.346378247
下使,17,15,3.956340063
不宜,19,17,3.91815453
新聞,155,131,2.656290617
來源,101,97,2.89347985
工商,85,67,3.292089488
即時,24,24,3.736137759
中和,12,12,3.889516992
股盤,254,181,2.356822934
盤中,687,347,1.571418837
股重,109,80,3.179540749
挫逾,88,67,3.30901817
點中,99,99,2.858562445
中央,191,183,2.255469659
記者,195,190,2.208021528
峰台,41,41,3.493537219
年月,376,267,1.871133344
月日,414,292,1.752418047
日電,205,203,2.127409963
機制,27,14,4.385571583
中大,24,23,3.780132169
超過,250,147,2.659093188
過點,31,29,3.70584996
點創,19,13,4.183642015
波段,101,74,3.246607828
段低,15,12,4.070806211
點法,20,19,3.845306688
表示,584,382,1.38534066
示台,133,121,2.70866781
股有,33,30,3.709157648
機會,157,123,2.74838611
止跌,107,80,3.171121729
仍需,17,16,3.893823427
觀察,276,174,2.440734726
全球,268,177,2.406223025
和國,17,11,4.256778352
變化,89,73,3.204673998
美股,588,327,1.640922848
道瓊,171,128,2.724341508
工業,104,81,3.14191645
數持,23,22,3.796371273
續下,26,25,3.747888172
下挫,225,158,2.51822862
中國,346,171,2.537098514
國大,97,55,3.612545258
市今,29,28,3.700293913
今開,13,13,3.881061218
在上,25,25,3.721453491
時分,26,25,3.747888172
恢復,27,24,3.816430158
繼續,45,36,3.697451168
第二,108,72,3.314152587
分鐘,20,13,4.224540013
股受,85,79,3.08248286
拖累,232,161,2.500731999
走跌,170,122,2.789550383
跌台,91,76,3.163404958
股失,14,12,4.014754115
失守,258,176,2.403025638
守點,98,81,3.115040955
中一,85,71,3.218316332
度重,32,32,3.619259631
點最,114,107,2.813862349
最低,237,193,2.241914154
附近,143,110,2.86657552
去年,292,132,2.873855073
月下,20,20,3.794048035
下旬,19,19,3.808080068
點到,26,19,4.03572017
股加,87,85,2.999658225
數來,36,33,3.65899877
值約,23,23,3.750777751
約新,32,31,3.653801351
新台,295,225,2.073895915
台幣,314,232,2.043569735
元電,115,107,2.817353772
電子,912,428,1.260996739
中跌,93,66,3.355376518
跌金,72,50,3.57425922
股跌,200,154,2.516563269
跌蘋,14,14,3.871077733
銷售,100,66,3.391001305
狀況,51,41,3.620275424
價盤,15,11,4.153037568
度失,28,27,3.716043584
元大,527,288,1.825493085
是近,15,12,4.070806211
近個,34,31,3.69220253
個月,164,119,2.810836809
月來,27,25,3.773325077
來首,27,24,3.816430158
首見,12,11,3.96808626
最終,15,13,3.995160695
挫近,31,30,3.669169002
報美,23,15,4.189200822
強守,13,13,3.881061218
守住,96,80,3.121804896
百元,18,16,3.93715939
蘋概,268,167,2.492806723
到中,12,12,3.889516992
及蘋,14,14,3.871077733
價表,30,27,3.761543156
衝擊,197,147,2.578118707
擊台,29,27,3.739185685
光和,19,19,3.808080068
和碩,118,102,2.891493515
可成,207,188,2.240667
瑞儀,29,28,3.700293913
無法,53,48,3.456115713
到元,165,63,3.701834822
元跌,290,80,3.624395696
跌股,47,45,3.464816277
股王,269,189,2.309649718
光來,19,16,3.978151694
跌可,13,13,3.881061218
成跌,14,12,4.014754115
跌停,151,94,3.105065258
金控,77,73,3.136330479
控股,63,59,3.30049443
股國,45,43,3.492713491
跌傳,24,24,3.736137759
傳產,260,199,2.223231752
水泥,110,97,2.929183451
股一,55,54,3.336347576
獨秀,18,16,3.93715939
逆勢,154,113,2.858566225
勢走,48,44,3.502840657
走揚,113,87,3.084703608
證期,29,26,3.779545413
顧問,38,34,3.659161924
協理,28,27,3.716043584
出台,50,46,3.473897927
股再,21,21,3.779779763
再度,156,123,2.745999639
啟動,37,33,3.676030887
影響,393,247,2.00272634
走勢,320,218,2.143123042
最近,24,17,4.092603718
日台,58,42,3.666042095
量價,25,24,3.76396601
價下,38,36,3.59512245
下跌,1136,450,1.203089584
跌指,18,18,3.821796512
數走,48,46,3.451078879
走弱,185,125,2.786791925
趨勢,86,66,3.316962693
來看,179,135,2.665855975
呈現,230,156,2.54399798
第三,105,67,3.3952213
過台,26,25,3.747888172
與月,16,13,4.046619591
均線,218,132,2.768594566
線之,79,64,3.314009527
之間,38,33,3.69260876
間的,19,17,3.91815453
乖離,104,100,2.865812701
跌回,38,32,3.727084888
回穩,56,42,3.645824323
跡象,50,47,3.448689477
但仍,27,27,3.692059769
市的,23,21,3.844086173
局勢,25,21,3.90302722
未能,44,38,3.621778935
有效,27,23,3.861370041
線仍,18,16,3.93715939
仍呈,11,11,3.895967357
現弱,36,33,3.65899877
弱勢,253,190,2.283916207
崩跌,21,13,4.263442175
休市,34,27,3.844086024
上蘋,22,22,3.765339105
點守,17,15,3.956340063
近期,255,184,2.333684011
幣走,15,14,3.925123887
焦點,102,90,2.995468217
股不,42,38,3.594098395
過度,28,26,3.756153522
悲觀,44,39,3.591958118
股下,107,99,2.890766778
宣告,14,14,3.871077733
跌亞,14,14,3.871077733
股連,26,23,3.835339604
挫台,50,40,3.637719578
點點,69,55,3.433630599
尾盤,201,131,2.750262206
盤跌,75,65,3.268842153
收斂,153,101,3.011305142
終場,570,320,1.670341683
場仍,24,23,3.780132169
線約,36,24,4.012542303
約點,56,42,3.645824323
點終,48,46,3.451078879
場台,46,46,3.42728852
數收,134,90,3.113455594
收在,404,161,2.679728266
在點,279,180,2.393334593
金額,188,93,3.213241342
到新,31,29,3.70584996
傳出,94,77,3.161585446
第季,270,123,2.950878792
產量,13,12,3.954546342
量將,21,16,4.054032265
紛紛,25,23,3.808288108
電收,16,16,3.847859479
在元,218,63,3.841018235
跌鴻,32,31,3.653801351
收元,92,24,4.652158354
不能,21,17,3.992890695
機市,35,23,4.040361329
需求,147,91,3.138293026
趨緩,34,30,3.728251901
概念,162,119,2.806177646
股之,15,14,3.925123887
科收,29,23,3.910657055
無力,56,49,3.461841957
股后,40,31,3.795146157
微科,25,17,4.12308707
金管,27,21,3.957429677
天盤,24,20,3.924605851
跌主,27,26,3.731910833
到國,15,15,3.859921178
將持,33,32,3.638566917
密切,15,15,3.859921178
國安,32,22,4.026915917
基金,124,73,3.361172316
執行,31,27,3.783167461
進場,65,58,3.337380238
穩定,51,44,3.537237442
心台,13,13,3.881061218
台新,105,87,3.052484142
新中,21,19,3.880716636
金經,51,43,3.564270421
經理,76,58,3.417940452
理人,51,38,3.709625944
出近,16,12,4.123239445
近日,59,51,3.442250313
經濟,306,154,2.657364071
放緩,22,18,3.969481653
貶值,28,20,4.034990912
全面,137,112,2.825117747
跌近,69,53,3.479298653
仍為,24,20,3.924605851
為市,23,22,3.796371273
盤整,51,43,3.564270421
格局,189,139,2.643655485
預估,227,142,2.676730514
期間,38,34,3.659161924
區間,115,86,3.107769086
整理,438,256,1.972359803
總統,142,88,3.169295041
統大,36,24,4.012542303
大選,59,36,3.861390655
干擾,40,33,3.724494384
內資,52,40,3.660677414
意願,48,39,3.64330571
期指,110,70,3.360068789
明顯,142,117,2.779346918
突破,82,67,3.274552461
難度,12,11,3.96808626
股本,33,30,3.709157648
益比,19,12,4.26285629
與股,15,12,4.070806211
淨值,15,11,4.153037568
回到,23,22,3.796371273
歷史,81,58,3.450771209
低水,11,11,3.895967357
水準,63,52,3.45403453
現金,50,38,3.697842899
金股,20,19,3.845306688
股息,38,34,3.659161924
利率,319,160,2.612978956
率不,16,14,3.975680688
不錯,31,27,3.783167461
與新,12,12,3.889516992
新興,82,59,3.435461395
亞洲,89,74,3.187246467
各國,11,11,3.895967357
相比,13,13,3.881061218
比較,27,23,3.861370041
較佳,17,16,3.893823427
股後,62,57,3.334123631
後市,118,99,2.931320395
族群,573,279,1.895137788
群來,20,20,3.794048035
示短,11,11,3.895967357
數表,31,31,3.633690918
現空,21,19,3.880716636
空間,64,53,3.439259324
不大,26,22,3.881961039
個股,591,291,1.832933867
留意,209,157,2.503317428
導體,267,192,2.284031799
汽車,151,110,2.888052932
車電,31,28,3.743818229
組件,114,98,2.930506813
件及,13,12,3.954546342
評價,15,15,3.859921178
大期,43,37,3.638600109
期貨,210,110,3.018186459
股期,43,43,3.46672223
指盤,28,28,3.677392516
利空,154,109,2.908457126
鉅亨,54,54,3.326645532
資料,75,71,3.158597952
料中,32,32,3.619259631
中心,70,58,3.375565746
勢分,74,66,3.243189502
分析,391,314,1.627069479
週四,64,37,3.877231466
籠罩,16,15,3.909638148
公司,356,173,2.528034338
週三,63,41,3.742981025
價重,31,29,3.70584996
重跌,29,26,3.779545413
台灣,470,268,1.915891022
股壓,13,12,3.954546342
壓力,231,158,2.526814667
成和,13,13,3.881061218
和聯,16,16,3.847859479
跌以,16,15,3.909638148
龍頭,111,88,3.061752593
金和,31,28,3.743818229
連日,45,40,3.576046822
日走,26,24,3.790702672
上述,15,14,3.925123887
因素,125,105,2.87606442
使台,52,48,3.445620885
台指,297,131,2.891439274
延續,65,58,3.337380238
前日,11,11,3.895967357
日的,149,78,3.356542812
的空,14,14,3.871077733
空頭,45,36,3.697451168
迅速,17,17,3.835098074
接連,19,19,3.808080068
連跌,15,14,3.925123887
點和,18,15,4.000371799
和點,13,12,3.954546342
點整,27,24,3.816430158
整數,48,44,3.502840657
數關,45,41,3.547594128
而在,25,24,3.76396601
左右,88,64,3.367598148
引發,51,46,3.484967379
停止,16,15,3.909638148
收盤,328,209,2.214056221
盤台,36,33,3.65899877
期跌,14,13,3.940150184
跌勢,108,81,3.15898531
勢也,17,15,3.956340063
轉弱,40,34,3.690758735
維持,174,131,2.698102071
低檔,63,49,3.526277849
盤終,15,14,3.925123887
現貨,149,88,3.19030571
貨逆,15,15,3.859921178
價差,101,45,3.895598946
再次,34,30,3.728251901
制選,15,15,3.859921178
選擇,88,54,3.584860377
波動,57,51,3.423644079
動率,28,26,3.756153522
數上,162,92,3.164870265
上升,49,35,3.781903636
升至,66,54,3.432749472
反應,61,48,3.533571
人的,16,14,3.975680688
避險,118,111,2.778685385
險意,13,12,3.954546342
意識,13,12,3.954546342
增溫,29,26,3.779545413
籌碼,132,106,2.885194778
連續,289,150,2.677995838
續日,24,17,4.092603718
同步,278,171,2.468972322
賣超,1465,401,1.444434758
超現,21,20,3.828985962
合計,110,87,3.072896804
計賣,45,38,3.635150831
超億,1029,249,2.221587552
累計,72,62,3.307322404
元再,11,11,3.895967357
由台,26,25,3.747888172
留倉,28,27,3.716043584
倉淨,15,15,3.859921178
部位,113,66,3.450997663
資減,23,23,3.750777751
減碼,110,69,3.379074297
多單,229,107,3.092708155
單口,61,28,4.185569938
口至,77,42,3.829300612
至口,87,45,3.811572291
營商,432,256,1.969115196
空單,68,41,3.78733024
計淨,12,12,3.889516992
單減,45,26,4.072427445
減少,114,78,3.233542294
透露,26,21,3.930751678
露出,16,12,4.123239445
逐漸,76,63,3.314483073
轉為,58,46,3.556863086
謹慎,46,37,3.679068537
股成,46,41,3.560357114
額為,63,37,3.867781597
為億,178,119,2.841942135
量能,140,100,2.988436875
千億,39,29,3.85415602
各類,40,38,3.565067061
中電,17,16,3.893823427
子期,40,39,3.535713195
雙雙,73,54,3.486049609
雙重,13,12,3.954546342
期上,19,16,3.978151694
上方,15,14,3.925123887
排列,17,15,3.956340063
盤價,50,44,3.526001962
低於,57,48,3.496203339
於年,44,33,3.783742373
日股,82,72,3.18347336
股災,15,15,3.859921178
時的,11,11,3.895967357
的水,16,13,4.046619591
水位,26,21,3.930751678
勢相,14,13,3.940150184
相當,72,58,3.390081313
疲弱,100,81,3.124178055
弱台,43,41,3.521194469
期開,17,15,3.956340063
日收,36,34,3.625856366
收跌,105,70,3.337748499
點週,13,11,4.034429219
回測,110,84,3.119247526
測點,23,19,3.946740312
下檔,29,29,3.66276705
風險,96,72,3.258266143
依然,35,27,3.863202789
跌元,79,48,3.676035395
提供,74,65,3.26221417
低元,19,11,4.348967109
四美,22,21,3.812663975
平均,111,70,3.364410897
台期,17,16,3.893823427
期也,17,17,3.835098074
也下,28,26,3.756153522
導致,80,69,3.225416043
週五,100,58,3.559349131
五台,25,17,4.12308707
點之,106,85,3.087199927
之下,95,83,3.069436336
實施,30,22,3.981861004
對大,24,18,4.033518345
大股,17,15,3.956340063
股東,49,31,3.923694053
一定,19,17,3.91815453
限制,15,12,4.070806211
場的,46,42,3.532490198
的壓,23,22,3.796371273
大幅,109,87,3.068889533
幅減,13,13,3.881061218
出現,313,199,2.275685451
技術,220,165,2.447969514
反彈,388,200,2.328605241
日線,233,135,2.759696124
翻紅,104,79,3.17467518
盤為,73,71,3.145701915
平盤,207,133,2.73907793
盤上,74,64,3.281533805
場以,35,33,3.641486812
上漲,645,316,1.715028055
漲點,265,155,2.600112731
作收,301,166,2.538552136
止連,22,17,4.027628979
的下,20,19,3.845306688
點收,286,143,2.746226828
數也,37,35,3.610402792
下降,29,24,3.865143554
降至,67,55,3.418179906
出市,17,17,3.835098074
略有,16,13,4.046619591
淡化,15,13,3.995160695
元連,17,16,3.893823427
日賣,41,35,3.673076784
資賣,255,198,2.225194675
買超,510,243,2.092075927
單增,33,25,3.90857672
增加,160,112,2.885821683
整體,173,141,2.592569432
加碼,70,54,3.463861183
貨淨,28,28,3.677392516
預期,369,240,2.032015291
期逆,24,12,4.452652739
股的,128,92,3.063988296
的買,11,11,3.895967357
回溫,33,29,3.746238375
較重,17,17,3.835098074
重的,16,16,3.847859479
的大,37,34,3.64273421
收漲,82,50,3.644912183
帶動,282,189,2.323452608
股也,134,106,2.891233033
也因,19,19,3.808080068
上金,14,13,3.940150184
運用,44,44,3.453472736
調升,20,15,4.081535816
融券,49,36,3.748990549
保證,11,11,3.895967357
的方,14,12,4.014754115
方式,18,14,4.067947033
日下,41,39,3.550284924
的國,18,16,3.93715939
連帶,30,28,3.722418841
激勵,154,110,2.895814822
回升,49,38,3.685821797
上台,54,53,3.348826804
買盤,153,108,2.918623037
盤雖,13,13,3.881061218
有回,12,11,3.96808626
前仍,18,17,3.877780458
位於,21,17,3.992890695
相對,318,204,2.242420336
檔的,12,12,3.889516992
線的,23,21,3.844086173
線上,82,64,3.332522289
上不,23,22,3.796371273
樂觀,67,54,3.440700697
生醫,97,59,3.521480612
元美,60,60,3.255233312
股昨,66,49,3.551727684
小幅,79,70,3.201239484
彈升,14,13,3.940150184
股在,126,103,2.905172702
力挺,61,49,3.50862881
跳空,96,79,3.138096732
空開,20,19,3.845306688
開高,180,114,2.906869975
面板,102,72,3.287031699
玻陶,39,37,3.58001173
股強,32,28,3.764538155
強勢,264,178,2.393267219
領軍,69,60,3.326354578
推升,75,64,3.288201041
升指,29,26,3.779545413
度上,17,13,4.094957795
上攻,53,43,3.58626195
點惟,16,15,3.909638148
股走,148,109,2.892709126
場觀,39,34,3.675162896
氣氛,88,76,3.147840752
濃厚,40,36,3.626166281
股股,41,38,3.579759766
光股,29,26,3.779545413
帶頭,34,31,3.69220253
頭下,14,12,4.014754115
翻黑,155,99,3.044350126
點所,22,19,3.914479002
股穩,13,13,3.881061218
穩住,14,13,3.940150184
場加,122,120,2.687282573
點為,116,111,2.771969954
為點,175,171,2.324874285
值億,62,47,3.568061823
而復,37,26,3.941944014
今日,934,298,1.888540912
元投,202,200,2.144669661
投信,365,288,1.747251986
元三,114,113,2.74143001
友達,268,218,2.096034325
群創,227,191,2.244658889
上季,40,28,3.910166739
季營,90,56,3.550082727
營收,545,201,2.416259043
衰退,60,44,3.629446324
財報,184,117,2.878563241
浮現,17,17,3.835098074
期股,20,19,3.845306688
價持,20,20,3.794048035
獲買,29,23,3.910657055
盤力,38,36,3.59512245
強攻,38,35,3.6266847
科今,25,20,3.953837888
聯袂,43,42,3.49363408
近半,12,12,3.889516992
半根,50,34,3.82821578
根停,39,28,3.893643758
停板,77,58,3.424676085
股台,112,95,2.964309799
達電,292,213,2.15372886
步走,63,54,3.408152173
上月,22,17,4.027628979
收創,28,25,3.797836795
創新,86,69,3.260311745
新高,328,182,2.425271984
高今,13,12,3.954546342
業績,188,125,2.792750861
續看,12,11,3.96808626
看俏,16,16,3.847859479
價強,28,26,3.756153522
勢大,23,21,3.844086173
大漲,275,176,2.422545697
動台,22,21,3.812663975
台玻,16,16,3.847859479
走軟,19,17,3.91815453
逼近,50,47,3.448689477
每桶,26,18,4.092426391
有利,74,64,3.281533805
航運,69,58,3.368151682
運股,20,17,3.956457204
營運,149,103,2.973403982
航空,21,16,4.054032265
雙雄,34,30,3.728251901
華航,86,70,3.241974213
長榮,104,75,3.242757035
攜手,35,31,3.710563974
新藥,39,25,4.021170835
浩鼎,54,34,3.875623995
市值,102,84,3.085615576
元中,28,26,3.756153522
中裕,33,32,3.638566917
觸及,15,14,3.925123887
而出,11,11,3.895967357
上櫃,30,19,4.139577035
重摔,22,21,3.812663975
上最,13,11,4.034429219
最弱,31,28,3.743818229
股開,95,82,3.085111788
買單,20,16,4.017040882
拉抬,48,43,3.529610762
險股,66,66,3.187025722
股中,106,83,3.118484111
中壽,67,57,3.374341364
新光,146,121,2.743786102
光金,116,97,2.951397784
金同,12,12,3.889516992
股收,56,49,3.461841957
收紅,89,63,3.393382786
點股,39,39,3.520772523
期台,26,25,3.747888172
上市,222,155,2.541709036
至上,25,25,3.721453491
來新,88,78,3.114624013
新低,124,93,3.035867818
股為,56,51,3.414094674
為今,42,38,3.594098395
日多,13,13,3.881061218
多頭,167,120,2.806007817
頭指,18,17,3.877780458
指標,235,167,2.451309863
年營,70,55,3.441188797
出貨,170,91,3.200846094
貨量,53,31,3.973399972
日一,16,15,3.909638148
天上,14,13,3.940150184
亮眼,65,59,3.316497118
大買,17,16,3.893823427
爆量,33,30,3.709157648
攻頂,22,20,3.862298269
收年,31,26,3.824001916
年增,147,87,3.200125837
勁揚,53,46,3.50646961
微星,73,62,3.314256166
可望,202,137,2.687770056
創歷,33,26,3.865678017
高股,42,40,3.535661858
價大,43,39,3.578391428
年每,28,22,3.93369647
每股,139,72,3.433885757
元今,79,70,3.201239484
收高,59,43,3.647575214
亞科,204,155,2.513816375
記憶,42,30,3.863407311
模組,35,25,3.948235098
入股,18,15,4.000371799
股未,19,15,4.042022249
未來,185,131,2.720268118
美光,33,17,4.330405358
形成,53,40,3.671827271
壓回,32,29,3.726359754
系外,31,16,4.349313914
調降,68,51,3.518847145
目標,114,85,3.11944539
至元,53,34,3.864109589
盈餘,45,27,4.028940188
元股,67,53,3.463642462
茂迪,36,35,3.593674749
在大,45,44,3.466223231
處分,20,11,4.391481275
部分,153,118,2.796145372
聯電,230,172,2.401447782
電也,21,17,3.992890695
宣布,98,81,3.115040955
董事,111,63,3.503757235
挫跌,14,13,3.940150184
元日,60,60,3.255233312
日為,202,107,3.04255586
為日,390,105,3.334980062
日值,206,111,2.997574253
值為,290,167,2.517721597
率為,134,126,2.656497913
為台,234,156,2.549664564
日受,36,34,3.625856366
光與,19,18,3.861587699
使盤,23,20,3.89412953
勢開,17,17,3.835098074
中華,193,152,2.523420104
電與,27,23,3.861370041
海等,26,25,3.747888172
僅小,12,11,3.96808626
點分,37,36,3.57898224
偏弱,43,37,3.638600109
弱的,22,20,3.862298269
的可,21,20,3.828985962
能性,11,11,3.895967357
較大,54,52,3.371430603
期均,56,50,3.437729563
結構,23,22,3.796371273
不利,56,55,3.323974681
利多,119,102,2.894943254
多方,154,107,2.934093464
線指,16,15,3.909638148
數將,27,24,3.816430158
將於,47,42,3.544880942
於點,26,18,4.092426391
間震,39,36,3.610843386
幅度,91,72,3.232886492
優於,78,66,3.269032191
期的,51,48,3.434922261
的個,51,47,3.459678603
配合,21,18,3.93524489
人買,22,22,3.765339105
標的,48,41,3.585071162
階段,44,40,3.56289234
選股,48,44,3.502840657
的主,30,27,3.761543156
參考,72,67,3.21107855
編輯,115,115,2.721510888
中美,150,116,2.812173817
股帶,17,16,3.893823427
點再,25,23,3.808288108
再創,63,47,3.576940936
創個,24,19,3.977628376
月新,44,30,3.893161978
低台,28,28,3.677392516
到美,55,50,3.427940788
盤跳,17,17,3.835098074
低跌,30,28,3.722418841
跌到,14,13,3.940150184
點下,208,141,2.656635916
下午,23,21,3.844086173
召開,41,30,3.847994276
開法,16,14,3.975680688
法說,170,100,3.068531404
會的,19,15,4.042022249
的台,72,62,3.307322404
與大,24,16,4.155272154
看待,38,35,3.6266847
午盤,54,45,3.542999874
盤前,50,42,3.580530295
斂跌,13,11,4.034429219
回神,23,18,4.002196269
撐大,17,16,3.893823427
重回,31,27,3.783167461
回點,23,17,4.060822818
點但,44,41,3.534544309
點仍,14,14,3.871077733
點上,41,33,3.739844136
沉重,46,39,3.618190216
重台,12,12,3.889516992
日開,65,58,3.337380238
盤受,15,15,3.859921178
受美,22,21,3.812663975
低一,26,26,3.706753112
一次,24,20,3.924605851
即將,60,53,3.404907269
面臨,93,80,3.107371489
電跌,26,25,3.747888172
幅逾,51,41,3.620275424
累大,22,19,3.914479002
疲軟,74,62,3.321095588
軟台,13,13,3.881061218
金南,24,23,3.780132169
金台,151,123,2.733833047
台達,140,118,2.762286877
與聯,25,25,3.721453491
科等,96,87,3.013162945
都在,23,21,3.844086173
在盤,45,35,3.729911781
盤下,104,84,3.09426462
下震,46,36,3.710753287
高價,83,64,3.338542988
價股,44,35,3.716191308
股大,141,110,2.861018385
光也,18,17,3.877780458
科也,24,24,3.736137759
也大,18,17,3.877780458
聯亞,29,29,3.66276705
儒鴻,48,47,3.426036016
與金,22,21,3.812663975
金可,14,14,3.871077733
幅也,68,48,3.593424099
也都,37,36,3.57898224
點火,32,24,3.932249904
譜瑞,30,28,3.722418841
建準,12,11,3.96808626
雙鴻,25,25,3.721453491
等漲,20,16,4.017040882
漲幅,331,152,2.703347982
光電,163,126,2.728776366
電股,35,33,3.641486812
等都,30,24,3.888254157
力守,99,77,3.185519459
太陽,123,41,4.131493113
相關,259,182,2.354515736
