gram,TF,DF,TF_IDF,all_TF,all_DF,all_TF_IDF,expected_TF,expected_DF,DF_chisquare,MI,Lift,TF*DF_chisquare
新高,515,204,2.037437083,69549,35537,5.66436162,151.5663245,77.44485863,206.8078384,7.95083E-06,2.634132254,106506.0368
億元投信,206,202,1.833184383,4405,4354,8.736827011,9.599701784,9.488558812,3905.825502,6.42578E-05,21.28879675,804600.0535
元投信,206,202,1.833184383,4811,4758,8.628427674,10.48448701,10.36898549,3541.565928,5.88017E-05,19.48117298,729562.5812
前名,366,202,1.971267235,7392,5019,8.859239051,16.1091931,10.93777599,3337.495069,5.57439E-05,18.46810541,1221523.195
權值,331,202,1.947118964,14045,9357,7.973967967,30.60790274,20.39146642,1617.424602,2.99004E-05,9.906104633,535367.5434
上漲點,347,202,1.958460092,17742,10294,7.913612565,38.66467856,22.43344612,1437.324747,2.71788E-05,9.004412381,498751.6873
族群,435,202,2.012760693,28357,15348,7.27479528,61.79767162,33.4474967,849.3893167,1.8229E-05,6.03931594,369484.3527
類股,438,202,2.014411871,42848,17802,7.151180835,93.37753054,38.79543499,686.5686657,1.57161E-05,5.206798172,300717.0756
第一,280,202,1.90691897,56747,37063,5.473638421,123.6672593,80.77043069,181.9553065,7.54872E-06,2.500915227,50947.48582
國泰,270,200,1.913010011,21548,11971,7.691279188,46.95899524,26.08808855,1159.354887,2.31399E-05,7.666333991,313025.8194
預期,350,200,1.975843459,76356,45158,5.091545872,166.4006423,98.41165338,104.8675824,6.1342E-06,2.032279645,36703.65384
震盪,331,199,1.969991837,30561,17606,6.991200788,66.60079142,38.3682973,672.4964549,1.56551E-05,5.186573656,222596.3266
半導體,343,196,2.001970336,34283,18379,6.95152481,74.71204909,40.05287607,607.1849977,1.47706E-05,4.893531233,208264.4542
導體,343,196,2.001970336,34322,18403,6.949007659,74.79704078,40.10517864,605.9864623,1.47513E-05,4.887149406,207853.3566
萬張,519,195,2.112082251,10388,5595,8.891428018,22.63829787,12.19303779,2740.776007,4.82722E-05,15.99273317,1422462.747
分析,280,194,1.967415351,67048,46446,4.971521315,146.1159603,101.2185582,85.04760476,5.78517E-06,1.91664457,23813.32933
三大法人,385,193,2.054396889,19056,12239,7.563536883,41.52824454,26.67213397,1037.223308,2.18411E-05,7.236016444,399330.9735
大法人,385,193,2.054396889,19409,12522,7.522457721,42.29752824,27.2888685,1006.277673,2.13475E-05,7.072480855,387416.9043
豐金,283,187,2.025147883,11237,6032,8.786939889,24.48850146,13.14538051,2299.319422,4.29381E-05,14.22552963,650707.3963
加權指數,224,183,1.997036302,10844,8624,7.978341465,23.6320468,18.79405861,1434.68698,2.93904E-05,9.737119788,321369.8835
權指數,224,183,1.997036302,10868,8639,7.976061879,23.68434937,18.82674772,1431.625747,2.93393E-05,9.720213109,320684.1673
公司,410,183,2.153530268,410244,100455,3.427234339,894.0340655,218.9189654,-5.89337737,2.52315E-06,0.835925748,-2416.284722
高點,269,181,2.060796231,25263,17408,6.912352448,55.05499799,37.93680106,539.5046056,1.4401E-05,4.771092843,145126.7389
今年,341,181,2.122685931,163364,77425,3.922639948,356.0149108,168.7302862,0.89222795,3.23788E-06,1.07271791,304.2497311
年月,214,181,2.001107833,182586,99254,3.277736403,397.9049148,216.3016574,-5.761430725,2.52577E-06,0.836794328,-1232.946175
南亞,225,180,2.022253356,16491,9681,8.00484892,35.93840684,21.09755118,1196.820807,2.57522E-05,8.531795867,269284.6816
加上,276,179,2.08410415,46981,35607,5.49433428,102.3844698,77.59740781,132.5106855,6.96274E-06,2.306778088,36572.9492
包括,279,179,2.08694791,53575,39465,5.293637028,116.7546023,86.00504674,100.5529519,6.28208E-06,2.081273213,28054.27359
元自營商,215,178,2.02651313,4952,4668,8.690482713,10.79176464,10.17285083,2768.737344,5.28144E-05,17.49755333,595278.5289
方面,263,178,2.079733898,43783,30705,5.827560364,95.41515169,66.91460687,184.4136153,8.02923E-06,2.660106789,48500.78081
權值股,274,177,2.098966498,11654,8079,8.171554208,25.3972587,17.6063543,1443.020733,3.03444E-05,10.05318858,395387.6808
超億元投信,179,176,1.9940787,3677,3635,8.947093529,8.013190342,7.921660836,3566.212778,6.70612E-05,22.21756317,638352.0872
作收,321,176,2.149573599,21638,14146,7.307069159,47.1551299,30.82800941,683.6285333,1.72322E-05,5.709093886,219444.7592
證券,224,176,2.053784216,78696,32644,5.933816462,171.5001434,71.14021907,154.5619876,7.46745E-06,2.473987321,34621.88521
中國,320,175,2.157416828,204720,61555,4.613218543,446.1409646,134.1452085,12.44259121,3.93765E-06,1.304556473,3981.629186
億元自營商,209,174,2.051810395,4614,4333,8.784494809,10.05517004,9.442794059,2867.697194,5.5619E-05,18.42674943,599348.7136
開盤,204,171,2.070309653,22035,15166,7.156321535,48.02030166,33.05086884,575.7779887,1.56166E-05,5.173842806,117458.7097
股上,224,170,2.104251503,14358,10721,7.684018787,31.29001548,23.3639961,920.309931,2.19622E-05,7.276152558,206149.4246
投信買超,200,168,2.090304344,3343,2777,9.395045494,7.285312841,6.05184378,4333.754514,8.37908E-05,27.76013494,866750.9028
信買超,200,168,2.090304344,3344,2778,9.394607812,7.287492114,6.054023054,4332.077895,8.37606E-05,27.75014209,866415.579
強勢,303,168,2.20454666,18288,12799,7.435700439,39.85456214,27.89252738,703.7764492,1.81801E-05,6.023118582,213244.2641
最高,207,168,2.099764991,31450,23016,6.367319605,68.53816597,50.15816941,276.858131,1.01098E-05,3.349404533,57309.63312
部分,220,167,2.125181617,48804,34473,5.590308453,106.3572862,75.12611114,112.3552294,6.70966E-06,2.222928852,24718.15047
張數,417,166,2.311200238,13427,6817,8.64901384,29.26111143,14.85611057,1537.715757,3.3727E-05,11.17385329,641227.4707
賣出,344,166,2.257841857,23052,11779,7.771191928,50.23662327,25.66966795,767.1545317,1.95192E-05,6.466776288,263901.1589
合計,213,166,2.124934426,35808,16437,7.244627222,78.03544188,35.82072604,473.0960324,1.39878E-05,4.634188592,100769.4549
金額,290,166,2.210495671,106026,42372,5.381575403,231.0597006,92.34019613,58.758449,5.42615E-06,1.797700318,17039.95021
超億元自營商,200,165,2.116136018,3414,3152,9.164623047,7.440041292,6.869071515,3640.286826,7.25038E-05,24.02071367,728057.3653
中鋼,225,165,2.148927509,12964,5809,8.978603662,28.25210759,12.65940242,1833.234848,3.9341E-05,13.03379058,412477.8408
整理,231,165,2.156254403,29703,18490,6.858997464,64.73097436,40.29477548,385.9406794,1.23598E-05,4.09482366,89152.29694
開發,218,165,2.140128396,41740,24412,6.365961392,90.96289499,53.20043585,234.9443636,9.36146E-06,3.10147835,51217.87126
帶動,300,165,2.229019893,40650,28536,5.97270869,88.58748638,62.18776166,169.9748644,8.00855E-06,2.653255168,50992.45931
目前,270,165,2.199686904,117021,72858,3.991389128,255.0208178,158.777542,0.243856801,3.13667E-06,1.039189787,65.84133626
股票,297,164,2.235390231,89687,39063,5.526869889,195.4525434,85.12897861,73.07309587,5.81488E-06,1.92648852,21702.70947
國際,231,164,2.165134662,84505,50925,4.82029986,184.1595458,110.9795263,25.33053371,4.46042E-06,1.477750045,5851.353287
台塑,271,162,2.228073223,16289,7105,8.696886452,35.4981935,15.48374147,1386.422917,3.15801E-05,10.4625875,375720.6105
營收,481,161,2.399695634,174339,54025,4.915913291,379.9324425,117.7352756,15.89868773,4.12756E-06,1.36747461,7647.268796
今天,336,158,2.326961152,64567,40875,5.279949413,140.7091816,89.07782302,53.32715056,5.3538E-06,1.773729921,17917.92259
台北,230,158,2.218337336,85111,64592,4.210566396,185.4801858,140.7636635,2.110568093,3.38798E-06,1.122448763,485.4306615
賣超億元,284,157,2.288298388,10409,5130,9.082052203,22.68406263,11.1796754,1901.984297,4.23882E-05,14.04334154,540163.5404
美元,388,157,2.378094645,248536,59624,4.7633132,541.6280323,129.9370305,5.636609658,3.64705E-06,1.208277575,2187.004547
超張,1072,156,2.681742387,9467,4257,9.410623301,20.63118656,9.277169238,2320.491145,5.07556E-05,16.8154742,2487566.507
買賣,197,155,2.20138045,39860,16542,7.289868534,86.86585995,36.04954981,392.4933786,1.2978E-05,4.299637605,77321.19558
一度,241,155,2.259882387,24185,17717,6.846983331,52.70574067,38.61019671,350.8551488,1.21173E-05,4.014483562,84556.09086
新光,183,154,2.189158436,11558,6234,8.735794329,25.1880484,13.58559385,1451.258272,3.4215E-05,11.33553687,265580.2637
股今,256,154,2.286985173,15327,11176,7.632676495,33.40173195,24.35556575,690.096034,1.90852E-05,6.322990054,176664.5847
行情,304,152,2.356838297,33573,20956,6.625203416,73.16476458,45.66886506,247.5715182,1.00461E-05,3.328306929,75261.74154
晶圓,380,151,2.432678637,17550,8112,8.449041373,38.24625796,17.67827034,1005.453772,2.57817E-05,8.541559613,382072.4333
走勢,212,151,2.26044563,29411,20469,6.612132367,64.09462637,44.60755864,253.7541153,1.02175E-05,3.385076534,53795.87245
華邦,178,149,2.227678369,6095,3879,9.242203464,13.28267477,8.453403682,2336.73281,5.32022E-05,17.62603628,415938.4401
金融股,222,148,2.303212707,10861,7418,8.308875686,23.66909445,16.16585422,1075.120545,2.76336E-05,9.155099261,238676.7609
元外資,161,147,2.216621742,4668,4135,8.888857172,10.17285083,9.011297815,2113.001071,4.92385E-05,16.3128556,340193.1724
國泰金,183,147,2.255070995,9436,6459,8.507186269,20.56362906,14.07593049,1255.249752,3.15221E-05,10.44335933,229710.7045
華邦電,174,146,2.249538547,5886,3798,9.256649026,12.82720651,8.276882491,2291.642671,5.32428E-05,17.6394917,398745.8247
兆豐金,176,146,2.252984075,5997,4091,9.118189697,13.06910592,8.915409761,2107.831876,4.94295E-05,16.37614018,370978.4102
點成,149,146,2.202776221,11206,9164,7.86775244,24.42094397,19.97086655,795.325653,2.20664E-05,7.310649222,118503.5223
開發金,186,145,2.279403708,4616,3251,9.366817755,10.05952859,7.084819636,2684.697417,6.17752E-05,20.46629377,499353.7195
指出,192,145,2.289016476,96739,65217,4.225023983,210.8207834,142.1257097,0.058128433,3.07943E-06,1.020223577,11.16065907
塑化,177,144,2.274148725,8555,5502,8.777895547,18.64368871,11.99036532,1453.378875,3.62497E-05,12.00964243,257248.0608
點收,231,144,2.355116027,11807,7662,8.297428005,25.73068762,16.69759706,970.5529323,2.60305E-05,8.623995384,224197.7274
資金,242,144,2.369261927,81121,35798,5.71038908,176.7848827,78.01364914,55.81329099,5.57143E-06,1.845830846,13506.81642
點成交,146,143,2.225176599,10740,8748,7.940517542,23.40540231,19.06428858,805.6980725,2.26407E-05,7.500935552,117631.9186
億元外資,155,141,2.26295997,3236,3099,9.150824376,7.052130527,6.753569995,2668.529975,6.30174E-05,20.87784684,413622.1461
漲停,236,141,2.392467483,18899,10444,7.921826308,41.18609853,22.76033721,614.2535466,1.86989E-05,6.194987301,144963.837
技術,210,141,2.356510228,64381,34518,5.705244169,140.3038367,75.22417847,57.51420336,5.65765E-06,1.87439734,12077.9827
成長,305,141,2.471476889,135372,54154,4.823028877,295.0126742,118.0164019,4.476036999,3.60621E-06,1.194749185,1365.191285
多單,377,140,2.547818344,41081,8406,8.957327585,89.52675346,18.31897689,808.2477245,2.30675E-05,7.642348197,304709.3921
年月日,157,140,2.276788193,88228,58148,4.493038815,192.2729827,126.7204221,1.391624069,3.33469E-06,1.1047943,218.4849789
激勵,212,139,2.380067809,15915,11790,7.535917434,34.68314504,25.69363996,499.6696165,1.63292E-05,5.409899112,105929.9587
傳產,227,138,2.411835204,9550,6924,8.365749844,20.8120663,15.08929288,1001.176267,2.76048E-05,9.145557785,227267.0127
收在,190,138,2.35630287,23403,13723,7.424501451,51.00154843,29.90617652,390.6977098,1.39281E-05,4.6144314,74232.56485
集中,335,138,2.533302043,25478,14948,7.274764641,55.52354189,32.57578712,341.1817686,1.27867E-05,4.236275228,114295.8925
賣超張,568,137,2.709951065,4589,2775,9.682213037,10.00068819,6.047485233,2835.651591,6.83786E-05,22.65404457,1610650.104
新光金,163,137,2.318610433,6820,4170,9.184622034,14.86264839,9.087572404,1800.435629,4.55038E-05,15.07553326,293471.0075
滬深,164,137,2.320527754,7354,4516,9.078360812,16.02638068,9.841601193,1642.94997,4.20174E-05,13.92049904,269443.7951
富邦金,173,137,2.337275527,8519,5771,8.67242684,18.56523485,12.57659001,1230.952503,3.288E-05,10.89325484,212954.783
蘋果,265,137,2.470955802,54013,19740,7.021612314,117.7091243,43.01886792,205.3157977,9.6125E-06,3.184649123,54408.6864
買超億元投信,138,136,2.276406966,1919,1905,9.595503022,4.182026725,4.151516889,4187.390528,9.88796E-05,32.75911037,577859.8928
資買超億元,143,134,2.307915008,2078,1869,9.708727141,4.528531284,4.073063027,4144.548916,9.93021E-05,32.89907353,592670.4949
在點,168,134,2.359095706,19389,11581,7.70121504,42.25394277,25.2381717,468.7001671,1.60259E-05,5.309417876,78741.62807
為億,328,134,2.571624041,45688,21085,6.770548298,99.56666858,45.9499914,168.7226434,8.80226E-06,2.916213821,55341.02705
第二,195,134,2.406437909,41083,25784,6.224850043,89.531112,56.19039972,107.7467668,7.19809E-06,2.384749008,21010.61952
華新,180,133,2.391601692,12600,7062,8.524237333,27.45885187,15.39003269,898.7703074,2.60848E-05,8.641956953,161778.6553
影響,210,133,2.440786532,81047,49503,4.878216879,176.6236164,107.8805987,5.848913778,3.7212E-06,1.232844474,1228.271893
昨日,320,132,2.586671927,35616,22703,6.462903942,77.61702128,49.47605666,137.6464028,8.05292E-06,2.667957168,44046.8489
半年,247,132,2.503685725,71399,33312,5.839787624,155.5979813,72.59597408,48.60928365,5.48828E-06,1.818282648,12006.49306
張外,137,131,2.325144,1637,1604,9.755611207,3.567471469,3.495555428,4650.872721,0.000113117,37.47616157,637169.5628
成交值,203,131,2.451734034,10890,7521,8.280620874,23.7322934,16.39031944,801.4107919,2.41245E-05,7.992522691,162686.3908
電台,144,131,2.341186421,11045,9205,7.84818244,24.07008086,20.06021678,613.5345214,1.97111E-05,6.530338203,88348.97108
連續,238,131,2.502941363,36707,24281,6.315760722,79.99460916,52.91495097,115.2278283,7.47253E-06,2.475670819,27424.22313
維持,195,131,2.438790474,42150,28946,5.95461777,91.85639732,63.08126398,73.12717615,6.26824E-06,2.076686352,14259.79935
聯發科,148,130,2.360557361,13600,6229,8.859497576,29.63812582,13.57469748,998.5379847,2.8906E-05,9.576640671,147783.6217
發科,148,130,2.360557361,13729,6324,8.832800954,29.91925216,13.78172851,980.0430055,2.84718E-05,9.432779054,145046.3648
台股今,199,130,2.456305697,10438,7841,8.159538571,22.74726157,17.0876871,746.1039243,2.29633E-05,7.607817209,148474.6809
增加,176,130,2.416588757,83666,43861,5.200867691,182.3311349,95.58513506,12.39086944,4.10514E-06,1.360044111,2180.793022
元大金,157,129,2.390365115,5838,3270,9.559589198,12.72260136,7.126225842,2084.303411,5.46393E-05,18.10214872,327235.6355
旺宏,147,129,2.368987042,7503,4262,9.217177318,16.3510925,9.288065608,1542.942077,4.19217E-05,13.88879078,226812.4853
買進,331,129,2.632646504,25388,13626,7.490042138,55.32740724,29.69478695,332.096181,1.31125E-05,4.344196853,109923.8359
相對,175,129,2.42562216,36212,21573,6.594549145,78.91586856,47.01347709,142.9758094,8.28213E-06,2.743894049,25020.76664
貿易,290,129,2.589691882,84379,31371,6.066668384,183.8849573,68.36600333,53.77645867,5.6954E-06,1.886902755,15595.17302
投資,246,129,2.536241393,219775,86695,3.692498375,478.949934,188.9321558,-19.0113921,2.06091E-06,0.682784778,-4676.802457
達電,169,128,2.42519917,18597,7761,8.590813241,40.52795779,16.91334519,729.6158591,2.28431E-05,7.56798839,123305.0802
股指,158,128,2.403238162,15755,11093,7.667108744,34.3344612,24.17468601,445.9084109,1.59817E-05,5.294794726,70453.52893
走高,185,128,2.454715078,14754,11313,7.580969026,32.15300797,24.65412628,433.2081978,1.56709E-05,5.191828683,80143.51658
反彈,263,128,2.569505872,33378,18734,6.891040652,72.73980616,40.82651832,186.1343122,9.46329E-06,3.13521714,48953.32411
營商買超,145,126,2.396843795,2270,1956,9.708956625,4.946951884,4.262659861,3476.697758,8.92205E-05,29.55900872,504121.175
自營商買超,144,126,2.394565118,2269,1956,9.708530108,4.94477261,4.262659861,3476.697758,8.92205E-05,29.55900872,500644.4772
超張數,183,126,2.473481621,3614,2386,9.765739974,7.875896083,5.199747663,2806.424833,7.31413E-05,24.23194512,513575.7444
為億元,308,126,2.644902819,31111,12891,7.744672313,67.7993921,28.09302059,341.2155908,1.35378E-05,4.485099764,105094.402
觀察,264,126,2.594145995,28726,20322,6.616842754,62.60182371,44.28720537,150.7654581,8.5875E-06,2.845065498,39802.08095
可望,209,126,2.517224195,47045,28176,6.071552275,102.5239433,61.40322303,67.95642621,6.19375E-06,2.052009549,14202.89308
經濟,231,126,2.550178435,133538,53066,4.872361339,291.0158858,115.6453518,0.927134008,3.28864E-06,1.089537954,214.1679559
大盤,200,125,2.514154182,26597,16962,7.002093577,57.96214945,36.96484487,209.6637647,1.02069E-05,3.381591359,41932.75295
亞科,155,124,2.440972272,8477,4628,9.141061395,18.47370534,10.08567988,1286.623459,3.711E-05,12.29465951,199426.6362
股指數,153,124,2.436656816,13745,10261,7.753643753,29.95412055,22.36153008,461.9710069,1.67377E-05,5.545237717,70681.56406
同步,208,124,2.538701729,16806,13165,7.319854015,36.62487813,28.69014165,316.6233617,1.30456E-05,4.322042097,65857.65924
受惠,173,124,2.477479303,25968,18894,6.735027945,56.59138613,41.17520216,166.6038484,9.08993E-06,3.011521341,28822.46577
超過,209,124,2.540295427,48330,33793,5.635324688,105.3243104,73.64420485,34.43184851,5.08227E-06,1.68377132,7196.256338
近期,175,123,2.492703101,44939,29881,5.906031873,97.93439238,65.11888513,51.44780123,5.70129E-06,1.888852976,9003.365216
盤面,197,122,2.543912256,9578,7000,8.344269603,20.87308597,15.2549177,746.9402861,2.41393E-05,7.997421053,147147.2364
第三,219,122,2.579415341,41661,25374,6.270699132,90.79073235,55.2968974,80.46208929,6.65938E-06,2.206272065,17621.19755
出現,194,122,2.538766083,44818,30980,5.816158149,97.67070024,67.51390721,43.97218929,5.45433E-06,1.807035099,8530.604723
獲利,211,122,2.566935673,79239,40342,5.394390603,172.6834891,87.91627,13.21371631,4.18856E-06,1.387683986,2788.094141
漲跌,143,121,2.447757697,28866,16097,7.172110919,62.90692206,35.0797729,210.4427941,1.04113E-05,3.449281167,30093.31956
日電,122,121,2.394249278,28638,28130,5.84468922,62.4100476,61.30297643,58.13314183,5.9577E-06,1.97380302,7092.243303
股漲,287,120,2.694920836,8369,6371,8.447395286,18.23834375,13.88415438,811.0377038,2.60877E-05,8.642946245,232767.821
早盤,156,120,2.48858066,24266,11677,7.82383204,52.88226186,25.447382,351.3209166,1.42335E-05,4.715612788,54806.06299
跌點,200,120,2.572677373,33983,18547,6.924872489,74.0582669,40.41899409,156.6871379,8.96129E-06,2.968901198,31337.42758
外資買超億元,125,119,2.424850303,1901,1695,9.803386223,4.142799794,3.693869358,3599.343256,9.72389E-05,32.21554107,449917.907
遠東,155,119,2.49799857,5357,3364,9.426487617,11.67437059,7.331077594,1700.970706,4.89952E-05,16.23226579,263650.4595
為台,162,119,2.513018919,10610,8937,7.885516354,23.12209669,19.47617136,508.5697946,1.84424E-05,6.110030447,82388.30672
中華,140,119,2.463387534,28892,13559,7.5795468,62.96358319,29.54877559,270.7902912,1.21558E-05,4.027239627,37910.64077
呈現,171,119,2.531404388,29004,19292,6.745305838,63.20766187,42.04255319,140.867958,8.54343E-06,2.830465587,24088.42083
集中市場,297,118,2.731861885,13245,7497,8.427506003,28.86448357,16.33801686,632.5834343,2.18E-05,7.222418792,187877.28
中市場,297,118,2.731861885,13726,7960,8.319288186,29.91271434,17.3470207,584.0208768,2.0532E-05,6.802320815,173454.2004
買盤,165,118,2.531050444,13161,8965,8.025381591,28.68142456,19.53719103,496.2292038,1.82303E-05,6.03976282,81877.81863
玉山金,142,117,2.491415304,5468,3517,9.352724576,11.91627,7.664506509,1559.689475,4.60762E-05,15.26517067,221475.9055
