,post_time,title,content
52808,2017/6/30 14:58:00,台股盤後－PCB、鋼鐵、紡纖點火抗跌 周線連6紅 月線連7紅,台股今 (30) 日受到歐美股市周四重挫拖累，電子三寶再度成為賣壓重心，早盤一度下跌近 100 點，所幸鋼鐵、紡纖等傳產族群逆勢抗跌，蘋概股也由 PCB 點火，大幅收斂跌幅，終場下跌 26.58 點，以 10395.07 點作收，成交值 926 億元。周線上漲 17.37 點，連 6 紅；月線上漲 354.35 點，連 7 紅。<BR> 櫃買指數則是演出尾盤大逆轉，早盤跟隨集中市場同步開低，盤中一度下跌逾 1 點，不過午盤過後指數急拉，尾盤最後一檔更上漲 0.23 點，推升指數由黑翻紅，終場小漲 0.01 點，以 135.7 點作收，成交值 215.19 億元。周線下跌 0.48 點，收黑；月線上漲 0.88 點，連 2 紅。<BR> 台股今天類股漲跌互見，以觀光類股跌幅最重、達 1.9%，其他電子跌幅也超過 1%，建材營造、半導體、電腦設備、鋼鐵、水泥、電子通路、化學、化學生醫、資訊服務、生醫、造紙、金融、油電然氣等均收黑。<BR> 上漲類股則有玻陶、其他類、電子零組件、塑膠、食品、汽車、貿易百貨、橡膠、電器電纜、紡纖、電機機械、通信網路等。<BR> 美國科技股周四走跌，電子三寶也難擋壓力，台積電持續陷入貼息窘境，盤中一度跌到 206.5 元，恐回測頸線 201 元；鴻海也是開低震盪，一度跌到 116 元，5 日線也宣告失守；大立光則是跌破 10 日線後，一度摜破月線及季線。<BR> 面板股持續吸金，也支撐股價維持平盤之上，包括友達、群創、彩晶等，漲幅均超過 1%。聯電也相對抗跌，儘管成交量萎縮到 22 萬張，但終場仍以平盤作收。<BR> 遊戲類股持續走弱，大宇資繼續跳空跌停，拖累辣椒、鈊象、昱泉、華義、弘煜科、歐買尬等也跟著收黑。<BR> 至於跟台積電一樣陷入貼息的台塑化，今天則是相對抗跌，終場以平盤作收。<BR> 蘋概股則是由 PCB 股領軍，台郡、嘉聯益、健鼎、台光電等均逆勢抗跌，不過新日興、同欣電、和碩、新至陞、新普則續下跌。<BR> 傳產則由鋼鐵及紡纖抗跌，鋼鐵由中鴻領軍，千興、官田鋼、燁輝、彰源、中鋼特、盛餘、新鋼、新光鋼、春雨等漲幅均超過 1%；紡纖則由加工絲廠帶頭，集盛大漲逾 8%，力鵬、三洋紡、宏益、力麗、聚隆、宏洲等漲幅也在 1% 以上。<BR> 運達投顧分析師顏逸民表示，台股今天盤勢呈現明顯的類股輪動，尤其更是電子與傳產的輪動，以終場僅小跌 26 點來看，多方抵抗力道依然強勁。<BR> 從周線及月線都出現少見的連續紅 K 棒來看，基本上指數仍將維持高檔震盪為主，就等資金經過類股輪動整理後，蘋概股能否重新接掌主攻地位。<BR> ? ?
52814,2017/6/30 15:13:00,《集中市場》三大法人賣超4.78億元，後市仍偏多,科技股重挫拖垮美股全面下跌，台股今日在蘋概股三劍客台積電 (2330) 、大立光 (3008) 、鴻海 (2317) 領跌下，指數開低走低，一度下探10329.84點，所幸面板股友達 (2409) 、群創 (3481) 、彩晶 (6116) 突圍救火，使指數跌幅略見收斂，終場加權指數下跌26.58點為10395.07點，成交值縮為926億元；周線連2紅上揚17.37點，月線連7紅上漲354.35點，季線連4紅上揚583.55點，上半年台股上揚1141.57點，漲幅達12.3%，呈現4線齊揚榮景。今日外資賣超5.893億元，投信賣超6.5953億元，自營商買超7.7031億元，三大法人賣超4.78億元。<BR> 盤面上，電子權值股相對弱勢，台積電 (2330) 、大立光 (3008) 、鴻海 (2317) 攜手走疲，強勢指標股聯電 (2303) 量縮收平，面板股友達 (2409) 、群創 (3481) 、彩晶 (6116) 扮救火隊突圍上攻。傳產股方面，鋼鐵股本周受到鋼價反彈激勵呈現補漲行情，惟中鋼 (2002) 尾盤熄火拖累類指收黑，中鴻 (2014) 、官田鋼 (2017) 、燁輝 (2023) 、千興 (2025) 、彰源 (2030) 則逆勢強彈；遠雄 (5522) 集團弊案風波再起，上午傳出趙藤雄、周勝考涉貪遭聲押，股價爆量殺破40元，探近4個月來最低；NIKE財報優於預期，相關供應鏈東隆興 (4401) 、豐泰 (9910) 、百和 (9938) 強勢大漲。金融類指守在五日線之上，永豐金 (2890) 董座由翁文祺接掌，今日上演慶祝行情，逆勢收高1.5%，表現最為亮眼。<BR> 今日外資賣超5.893億元，5日RSI為52.86，10日RSI為60.41，9日K值為66.80，9日D值為76.70，20日乖離率為1.14。台股今日在鴻海、台積電、大立光等蘋概股領跌下，開盤即跌破10400大關，所幸尾盤在面板雙虎友達 (2409) 、群創 (3481) 及台塑四寶等權值股由黑翻紅，使盤勢跌幅明顯縮小。分析師指出，受制於周四美科技股重挫，使投資人追價意願愈趨薄弱，短線逢高宜減量經營；台股短期雖面臨拉回修正壓力，但對整體盤勢呈高檔整理偏多的格局仍審慎樂觀。選股看好高現金殖利率股、電子業績題材股、大陸開放二胎化政策受惠股、受惠4G LTE建置、物聯網相關網安、網通類股、Apple供應鏈及3D感測受惠股。(編輯整理：龍彩霖)
52953,2017/7/3 08:45:00,統一證券：台股震盪整理後，仍有望盤堅,：上周五台股受到美股三大指數再度重挫影響，以下跌54點的10421點開出後，權值類股雖普遍開低，但調節賣壓逐漸減緩，尾盤並在台塑、台化、富邦金等權值股拉抬翻紅帶動下，大盤跌幅收斂，終場加權指數以小跌作收。觀察盤面變化，三大類股當中電子類下跌0.51%，傳產類上漲0.11%，金融類下跌0.05%。次族群部分，玻璃陶瓷、其他、電子零組件類分別上揚0.54%、0.49%、0.45%較強，而觀光、其他電子、營建類分別下跌1.95%、1.31%、0.7%表現較為弱勢。終場指數下跌26點，收在10395點，周線仍以紅K作收；成交量能為928億元。<BR> ：三大法人合計賣超5.84億元。其中外資買超4.01億元，投信賣超17.55億元，自營商買超7.7億元。外資買超前五大為群創、友達、旺宏、聯電、中信金；賣超前五大為鴻海、台積電、中華電、永豐餘、華南金。投信買超前五大為中鴻、台燿、南亞、中信金、友達；賣超前五大為旺宏、群創、億豐、華通、智邦。資券變化方面，融資增4.69億元，融資餘額為1454.01億元，融?減1.3萬張，融券餘額為34.72萬張。外資台指期部位，外資淨多單減少1426口，淨多單部位 47950 口。借券賣出金額為 23.19 億元。<BR> ：上周五台股開盤呈現拉回修正後緩步收復跌幅，終場以小跌作收。針對後市觀察，分析如下：第一、國際股市部份。美股於第二季末呈現較大幅度震盪，在多家機構示警科技股潛在風險後，Nasdaq指數再呈重挫走勢；但受益於34家大型金融機構全數通過聯準會的壓力測試，且聯準會自2008年金融海嘯以來首度未對金融機構的資本計畫提出反對意見，使道瓊指數有相對較強表現。且美國再度上修第一季度的GDP終值至1.4%，顯現經濟數據仍然相對穩健，若在稅制改革能順利進行之下，仍有助於支撐美股後勢。第二、中國公布6月份官方製造業PMI指數為51.7，大幅優於先前市場平均預期的51；生產指數和新訂單指數分別上升1.0%和0.8%，供需增速加快且價格指數回升顯現企業採購意願增強；在後續具備MSCI擴大其納入範疇題材下，陸股後勢有望盤堅續揚。第三、上周五盤面觀察，在Nike等國外品牌大廠營收表現回溫下，紡織鞋類企業客戶訂單有回流現象，也帶動運動鞋概念的豐泰大漲6.3%作收；台光電因積極調整產品比重，獲利能力有望續增，法人追捧使上周五再度強勢上揚4.2%，股價創歷史新高；大宇資遭預收款券及20分鐘分盤交易後連兩日跌停，近一個月跌幅已超過50%。第四、技術面觀察。加權指數於上周五受國際股市影響呈現拉回整理，但賣壓已有逐步消化跡象，雖高檔震盪難免，在國際股市止穩後市場仍將聚焦於個股業績表現，大盤指數預期整理後有望盤堅續揚。<BR> ：台股早盤表現弱勢，但盤中緩步收復跌幅，尾盤僅以小跌作收。目前就技術指標考量，短期均線尚未明顯下彎，雖高檔震盪難免，但在Q3美系新手機題材逐步發酵、經濟數據正面之下，指數震盪整理後仍有望盤堅續揚；建議擇優布局業績題材股，選股上可留意蘋果概念股、紡織、自行車、餐飲及生技等族群。
53162,2017/7/4 08:58:00,聯電ADR3日下跌0.03美元跌幅1.23%折台股14.67元,(中央社台北2017年 7月 4日電)聯電在NYSE掛牌 ADR以2.41美元作收，下跌0.03美元，跌幅 1.23%。<BR>由於每單位聯電 ADR相當於台股 5股聯電普通股，以 7月 3日新台幣匯市收盤價30.428元計算，相當台股聯電每股為 14.67元。<BR>最近10個交易日行情如下：<BR> 聯電 ADR 近十個交易日行情 交易日收盤價漲跌漲跌幅%匯率折台股07/032.41-0.03-1.2330.42814.6706/302.440.041.6730.43614.8506/292.400.073.0030.37014.5806/282.330.2210.4330.43814.1806/272.110.000.0030.34112.8006/262.110.073.4330.33512.8006/232.040.063.0330.40012.4006/221.98-0.01-0.5030.44212.0606/211.990.021.0230.47112.1306/201.97-0.01-0.5130.40111.98
53357,2017/7/5 08:40:00,統一證券：台股下跌空間有限,：受到美國費城半導體指數下跌1.39%影響，昨日台股以下跌15點10397點開出後，指數狹幅震盪並一度由黑翻紅至最高10421點；但因北韓試射飛彈，且宣稱將在下午公布重大訊息，使市場觀望氣氛逐漸濃厚，在買盤縮手及外資賣壓下，大型權值股台積電、鴻海、台達電、聯發科股價疲軟，指數再度翻黑，且一路滑落並以最低點作收。觀察盤面變化，金融上漲0.42%，電子與傳產分別下跌1.07%與0.26%。在次族群部份，漲幅前三大為造紙1.86%、運輸0.68%、營建0.32%；跌幅較重者為其他電子、汽車、電器電纜，分別下跌2.48%、1.36%、1.35%表現疲弱。終場指數下跌65點，收在10347點，成交量能為922億元。<BR> ：三大法人合計賣超50.86億元。其中外資賣超43.96億元，投信賣超5.45億元，自營商賣超1.45億元。外資買超前五大為聯電、元大金、長榮、國泰金、中信金；賣超前五大為友達、台積電、永豐金、英業達、中華電。投信買超前五大為長榮、友達、中壽、陽明、東陽；賣超前五大為旺宏、神達、元太、群創、和碩。資券變化方面，融資增2.3億元，融資餘額為1465.3億元，融?減0.32萬張，融券餘額為31.3萬張。外資台指期部位，淨多單減少1209口，淨多單部位45437口。借券賣出金額為22.9億元。<BR> ：歐美經濟持續回溫、國內景氣展望樂觀、台股技術面仍然維持多頭格局，待安然度過近期股市亂流後，台股表現依然值得期待。對台股後市行情觀察，分析如下：第一、國際股市部分。歐美經濟穩健回溫。美國6月ISM製造業指數從5月54.9跳升至57.8，優於市場預估值55.6，並創近3年以來新高。歐元區6月製造業PMI終值，從初值57.3上修到57.4，不僅高於5月57.0，更創74個月新高，而第2季平均值為57，也創2011年第1季以來最佳表現。歐元區國家製造業幾近全面性擴張，預期下半年仍可望維持正成長。在歐美景氣持續回升下，將有利歐美股市後續表現。第二、國內經濟展望樂觀。雖然國發會最新發布之5月景氣燈號為連續第二個月黃藍燈，但國發會表示目前景氣仍持續復甦，在下半年全球經濟前景樂觀、電子業步入旺季及電子新產品上市帶動下，第三季景氣燈號可望轉佳；此外，五月外銷訂單金額連續第十個月正成長，且累積今年一至五月外銷訂單金額亦創下同期新高，顯示國內經濟基本面樂觀看待，可望支撐台股續強。第三、盤面觀察。昨日台股指標股台積電、友達走勢疲弱，除權息行情失靈，使投資人擔憂鴻海亦難逃貼息命運，股價大跌3%導致市值降至1.95兆元；資金由電子轉進金融與傳產，元大金大漲逾3%、國泰金與富邦金緩步填息，正隆與永豐餘分別漲逾6%與2%，長榮海、中航皆漲逾4%。第四、技術面觀察。儘管昨日台股走勢疲軟、跌破十日線，但應以良性拉回整理解讀為宜，因為指數仍持續穩居波段高點連線之上，且6/19向上跳空缺口10250點為短線上強力支撐，下跌空間有限，加上中長期均線皆向上走揚、扣抵值持續往上墊高，技術面仍然呈現多頭格局不變。<BR> ：昨日台股受到北韓試射飛彈影響而下跌，目前台股指數位於波段高點連線之上，且6/19向上跳空缺口為短線強力支撐，下跌空間有限，技術面多頭格局不變；加上國內外經濟景氣回溫，在度過近期股市亂流後，台股仍然值得期待。由於美國科技股表現疲弱，資金轉進傳產金融、類股輪動速度加快，操作難度提高，選股上可留意基本面佳的蘋果概念股、紡織、鞋材、自行車、餐飲及生技等族群。
53513,2017/7/6 07:19:00,聯電ADR5日下跌0.01美元跌幅0.41%折台股14.64元,(中央社台北2017年 7月 6日電)聯電在NYSE掛牌 ADR以2.40美元作收，下跌0.01美元，跌幅 0.41%。<BR>由於每單位聯電 ADR相當於台股 5股聯電普通股，以 7月 5日新台幣匯市收盤價30.509元計算，相當台股聯電每股為 14.64元。<BR>最近10個交易日行情如下：<BR> 聯電 ADR 近十個交易日行情 交易日 收盤價 漲跌 漲跌幅% 匯率 折台股 07/05 2.40 -0.01 -0.41 30.509 14.64 07/03 2.41 -0.03 -1.23 30.428 14.67 06/30 2.44 0.04 1.67 30.436 14.85 06/29 2.40 0.07 3.00 30.370 14.58 06/28 2.33 0.22 10.43 30.438 14.18 06/27 2.11 0.00 0.00 30.341 12.80 06/26 2.11 0.07 3.43 30.335 12.80 06/23 2.04 0.06 3.03 30.400 12.40 06/22 1.98 -0.01 -0.50 30.442 12.06 06/21 1.99 0.02 1.02 30.471 12.13
53722,2017/7/7 07:52:00,聯電ADR6日下跌0.02美元跌幅0.83%折台股14.57元,(中央社台北2017年 7月 7日電)聯電在NYSE掛牌 ADR以2.38美元作收，下跌0.02美元，跌幅 0.83%。<BR>由於每單位聯電 ADR相當於台股 5股聯電普通股，以 7月 6日新台幣匯市收盤價30.601元計算，相當台股聯電每股為 14.57元。<BR>最近10個交易日行情如下：<BR> 聯電 ADR 近十個交易日行情 交易日 收盤價 漲跌 漲跌幅% 匯率 折台股 07/06 2.38 -0.02 -0.83 30.601 14.57 07/05 2.40 -0.01 -0.41 30.509 14.64 07/03 2.41 -0.03 -1.23 30.428 14.67 06/30 2.44 0.04 1.67 30.436 14.85 06/29 2.40 0.07 3.00 30.370 14.58 06/28 2.33 0.22 10.43 30.438 14.18 06/27 2.11 0.00 0.00 30.341 12.80 06/26 2.11 0.07 3.43 30.335 12.80 06/23 2.04 0.06 3.03 30.400 12.40 06/22 1.98 -0.01 -0.50 30.442 12.06
53852,2017/7/7 15:02:00,【Y晚報】美股重挫外資縮手 台股量縮失守月線,"（開盤日15:30出刊）昨(6)晚歐洲央行(ECB)公布最新貨幣政策，官員決議不再擴大購債計畫，預備做量化寬鬆(QE)退場準備，同時聯準會(Fed)最新會議記錄顯示多位「鷹派」官員主張7月26日宣布縮表，消息一出立刻衝擊債市拋售潮，即使科技股反彈，仍不敵就業數據開始降溫，Fed態度轉強，美股四大指數重挫跌幅介於-0.45%~-1%。<BR> 今(7)日受到歐、美股市重挫影響，台幣明顯轉貶、外資買盤力道縮手，導致許多大型權值股面臨貼息，開始有除息後賣壓浮現，包括：台塑化(6505)、台積電(2330)、聯發科(2454)等等，不禁讓人擔心下周四(13日)鴻海(2317)即將除息，台股開低緩步走低，終場以10297點作收，下跌70.9點，受到除權息上百檔個股停資、券期間成交量能降溫至821億。<BR> 盤中焦點股，文創族群的昇華(4806)公告6月合併營收2.56億，與去年同期比較成長19.87%，於30日除權息後2天強勢填息，投信同步站在買方，今(7)日量價齊揚創波段新高73.9元，大漲4.57%。<BR> 蘋果概念股的康控-KY(4943)專門製造iPhone 8電聲元件占全年營收7 至8成，為驅動營收及成長因子，公告6月合併營收12.86億元，與去年同期比較大幅成長58.47%，激勵外資、投信大幅買超，股價再度寫下歷史新高173.5元，小漲1.85%。<BR> 江興鍛(4528)為國內鋼材鍛壓加工廠，主要產品為汽車、機車、 自行車鍛件等，其中以汽車鍛壓件為主，站全年營收達 9 成，公告6月合併營收12.18億，與去年同期比較成長14.62%，外資、投信同步站在買方，今日股價小漲0.45%。<BR> 目前台股受到科技股重挫拖累，包括龍頭股FAANG都進入短線整理，以及中國原物料需求復甦，資金一致轉向到原物料、航運、鋼鐵、塑化等傳產股，對於市場法人傳目標11,000點，第三季大概不可能看見，原因很簡單，許多大型權值股在除息完都出現貼息狀態，原則上7月台指期結算維持在高檔結算，比較可能轉弱大幅回檔時間在7月結算後下半旬，指數方面切勿過度追高，第三季恐面臨大震盪，聯準會轉為鷹派恐在7月宣布縮表，9月正式執行，勢必影響今年全球股、匯、債市，下周台積電(2330)、大立光(3008)將舉行法說會，鴻海也將於13日除息，加上美國科技股財報周，台股短線上將有行情表態！個股短線操作建議：傳產股清一色有基期低特色，進入傳統旺季，輔以漲價題材，應留意紡織、鋼鐵族群，長線操作可以多注意：蘋果概念股、車用電子、獲利穩定的高殖利率個股。<BR> 1.熱門股：友達(2409)、群創(3481)、聯電(2303)、彩晶(6116)、中信金(2891)<BR> 2.強勢股：昇華(4806)、康控-KY(4943)、榮成(1909)、瑞耘(6532)、江興鍛(4528)<BR> 3.弱勢股：同開(3081)、貿聯-KY(3665)、百和(9938)、和大(1536)、儒鴻(1476)<BR> 三大法人合計：-82.6億<BR> 外資：-63.2億<BR> 投信：-7.5億<BR> 1.i8概念股、光學族群 發光<BR> 2.U11神救援 宏達電6月營收 月增逾5成<BR> 3.卜蜂、上銀 長線動能強勁<BR> 4.大立光飆 撐住科技多頭人氣<BR> 5.中磊6月業績 創近19個月新紀錄<BR> 6.台灣權王－康控、穩懋業績報喜 權證當紅<BR> 7.利差改善 營運添動能 台化迎旺季 緩步填息<BR> 8.訂單增溫 聯亞、台燿認購熱<BR> 9.熱門股－百和 法人買超站上均線<BR> 10.熱門股－濱川 轉型有成帶量大漲<BR> 11.操盤心法－景氣增長、需求殷 消費類股營運夯<BR> 以上內容由Yahoo!奇摩股市與CMoney理財寶 聯合提供"
53887,2017/7/8 10:46:00,聯電ADR7日下跌0.02美元跌幅0.84%折台股14.45元,(中央社台北2017年 7月 8日電)聯電在NYSE掛牌 ADR以2.36美元作收，下跌0.02美元，跌幅 0.84%。<BR>由於每單位聯電 ADR相當於台股 5股聯電普通股，以 7月 7日新台幣匯市收盤價30.610元計算，相當台股聯電每股為 14.45元。<BR>最近10個交易日行情如下：<BR> 聯電 ADR 近十個交易日行情 交易日收盤價漲跌漲跌幅%匯率折台股07/072.36-0.02-0.8430.61014.4507/062.38-0.02-0.8330.60114.5707/052.40-0.01-0.4130.50914.6407/032.41-0.03-1.2330.42814.6706/302.440.041.6730.43614.8506/292.400.073.0030.37014.5806/282.330.2210.4330.43814.1806/272.110.000.0030.34112.8006/262.110.073.4330.33512.8006/232.040.063.0330.40012.40
54090,2017/7/10 15:01:00,台股盤後－權值股不挺大立光悶漲 下跌7點續破月線 櫃買季線失守,台股今 (10) 日價跌量縮，儘管股王大立光提前上演法說行情，盤中一度衝高到 5095 元新天價，但是未能激起其他電子股跟進，加上中小型股也因為量能縮小而缺乏動能，指數在平盤上下陷入震盪，終場小跌 7.34 點，以 10289.91 點作收，月線持續失守，成交值 816.89 億元。<BR> 櫃買指數則是開高走低殺尾盤，終場下跌 0.31 點，以 133.86 點作收，摜破季線 134.08 點，成交值 215.17 億元。<BR> 台股今天類股跌略多於漲，以造紙類股跌幅最重、達 2.4%；生醫跌幅也超過 1%；油電燃氣、資訊服務、化學生醫、鋼鐵、通信網路、塑膠、其他類、建材營造、電子通路、貿易百貨、電機機械、化學、電器電纜、水泥、食品、紡纖、橡膠、電子零組件、半導體等也均收黑。<BR> 上漲類股則有光電、其他電子、觀光、玻陶、電腦設備、航運、金融、汽車等。<BR> 光學族群今天再由股王大立光表現，在大立光盤中再創歷史新高推升下，新鉅科、先進光、聯一光、光燿科等也均收紅。<BR> 電子權值股台積電則是相對平淡，全場雖然均在平盤之上，但也頂多上漲 1 元，明天將要除息 0.5 元的聯電則是虎頭蛇尾，終場小跌 0.05 元，也讓明天填息的行情稍微蒙上一層影響。另外，面板指標群創也是開平走低。<BR> 鴻海則是擺脫上周震盪走勢，今天股價開平走高，京鼎、鴻準、臻鼎 - KY 等鴻海家族成員也收紅。<BR> 蘋概股則有順德、穩懋、仁寶、台郡、晶技、可成、同欣電、精材、南電、廣達、和碩等逆勢抗跌。<BR> 分析師顏逸民表示，股王大立光股價獨自衝高，從周線、月線角度來看，持續攻高的機率還在，不過大盤持續在月線之下，目前大立光獨強，鴻海、鴻準也相對抗跌，蘋概股及太陽能族群也有撐，不過中小型股卻走軟，且整體成交量也還在 800 億元附近的相對低點，如果無法回升到 900 億元左右，恐難讓指數有大幅度衝高表現。<BR> ? ?
54107,2017/7/10 17:09:00,日盛投顧：台股後市並不看淡,1.週一亞洲盤呈現上揚，台股則在量縮下持續整理，大型股除息表現差強人意，亦影響市場買氣，終場指數下跌7.34點，以10289.91點作收，成交量為819.43億元。<BR>2.截至7月10日，指數因除息影響點數達130點左右，換算回去指數位置為10419點，表現不差，但不加計除息扣點影響，指數已經跌破月線，且五日均線與十日均線死亡交叉，走勢進入整理，在技術面上則呈現下降楔型，此為多方回檔型態，若能出現低檔長紅，走勢將有轉強及突破前高10545點的機會，只要國際盤走勢維持強勢，台股後市並不看淡，逢回站在買方。<BR>3.三大法人合計賣超約17.67億元，外資-21.42億元、投信-1.79億元、自營商+5.54億元。<BR>電子仍為主流 傳產以航運、鋼鐵較強 聚焦業績股<BR>1.電子類股雖然跌破月線，但連續三日未再破低，走勢轉穩，半導體族群2330台積電未能順利填息，目前沿五日均線回檔整理，周二2303聯電將除息，觀察除息後表現；記憶體與IC設計表現較佳，記憶體受惠於報價上揚以及第二季季報亮眼，2408南科、2344華邦電、3260威剛等表現較佳：IC設計2454聯發科呈現貼息，但包括6411晶焱、3041揚智、3661世芯-KY、3443創意等股價仍強。連接器3533嘉澤受惠TYPE-C商機股價轉強，另外像是4943康控-KY防水聲學元件打入蘋果股價走強，3605宏致則受惠於電動車充電槍股價盤堅，光學族群大立光6月營收創今年新高，外資調高目標價，股價再創歷史新高，7月13日法說為股價續強與否的觀察點。太陽能族群3691碩禾一審勝訴股價轉強，5483中美晶第二季營運創新高，市場買盤進駐，6488環球晶6月營收創新高，股價止穩走高。<BR>2.傳產則受到6505台塑化、1326台化、9904寶成等除息股價表現走弱影響類股走勢，但分類股中鋼鐵股在報價轉穩下，2002中鋼外資回補庫存，不?袗?2031新光鋼為多方指標，航運股旺季加上中國吞吐量以及新造船訂單驟減等利多，2609陽明、2603長榮股價轉強。<BR>3.金融股2883開發金宣布以每股35元公開收購2823中壽，激勵股價雙雙走強，壽險股2882國泰金與2881富邦金進入股利入帳高峰，除息後雖進入整理，中線仍有表現機會，官股2892第一金、2880華南金表現較強，銀行股則以2891中信金、2809京城銀較佳。
54166,2017/7/11 08:37:00,統一證券：台股中期多方格局未變,：受到美股道瓊上周五上揚激勵，台股昨日早盤以小跌26點至10368點開出後，即在蘋概股大立光、穩懋，貨櫃長榮、陽明及營收成長股江興鍛、百和等拉抬下，指數早盤最高攻抵10331點，上揚34點，越過月線。但在量縮追價買盤不足下，指數拉回平盤上下整理，直至尾盤收小黑。觀察盤面變化，三大類股波幅不大，其中金融與電子小漲0.2%及0.11%，傳產則小跌0.5%。在次族群部份，以光電、觀光及航運等最強分別上揚1%、0.67%及0.25%。終場指數小跌7點，收在10289點，成交量能為816億元。<BR> ：三大法人合計賣超17.72億元。其中外資賣超21.42億元，投信賣超1.84億元，自營商買超5.54億元。外資買超前五大為聯電、群創、仁寶、中壽、開發金；賣超前五大為富邦金、台新金、玉山金、台積電、英業達。投信買超前五大為開發金、新光鋼、嘉澤、華通、英業達；賣超前五大為旺宏、群創、中鴻、智邦、新日興。資券變化方面，融資減6.09億元，融資餘額為1456億元，融券增0.47萬張，融券餘額為29.34萬張。外資台指期部位，淨多單增858口，淨多單部位42072口。借券賣出金額為17.62億元。<BR> ：台股上周在國際股市偏弱及外資減碼，指數滑落月線之下。昨日台股仍呈開高走低平盤附近量縮震盪局面，且守穩在6/20的10250點跳空缺口之上。在台股中、長期均線仍呈多頭排列，價穩量縮、中期多方格局未變，後市行情觀察分析如下：第一、國際股市部份—近二周美國數據正向，多方重拾信心。上周五美國公佈的六月非農新增就業人口達22.2萬人，較修正後的五月15.2萬人來得強，顯見美國經濟仍呈正向。本周美國周五將公佈六月份零售銷售環比，預期此數據為0.1%，較前期-0.3%為佳；同日，美國亦將公佈六月份工業產出環比，預期此數據為0.3%，較前期0%亦佳。第二、台灣六月出口連九紅。上周五(7)財政部公佈六月份海關出口統計數據，由於iPhone8拉貨效應開始啟動，使得六月份海關統計的出口值達到258.3億美元，年增率高達13%，不但重回二位數成長亦是連續九個月翻紅；累計上半年出口值高達1477億美元，係六年來同期最大增幅，達12.5%，預估此趨勢將延續至第三季。第三、技術面觀察。台股在6/27攻上27年來新高10545點後，由於短線過熱，遂量縮拉回月線10325點附近整理。雖然短線台股五日與十日均線些許下彎，但中期月線與季線及長期的半年線、年線等中、長期均線仍呈多頭排列，中多格局未變。待KD指標過熱修正結束後，多方將再蓄積上攻動能。第四、王牌法說登場，APPLE概念股出線。本周台股大事，周四(13)台積電與大立光法說，鴻海除息。台積電此次法說會研究部預估將釋出第三季成長訊息，目前研判台積電第三季營收季成長將有20%，且六月份營收為841億元，月成長15.64%，連二月成長。展望後市，台積電除了APPLE新機積極出貨外，AI人工智慧領域也將持續推升台積電營運動能。六月份營收昨日已公佈完畢，營收創歷史新高的重點公司有環球晶、啟基、穩懋、華邦電、力成、超豐、奇力新、亞德客、上銀、雄獅及江興鍛等都是盤面以留意之績優族群。<BR> ：昨日台股連續二日在月線之下整理，雖然外資操作上轉趨保守，但在美國非農就業、零售銷售及工業產出等數據陸續轉佳；及周四台積電、大立光法說行情登場，將有機會使指數重回月線之上。故在台股中期均線仍呈多頭格局下，多頭行情可期，選股上可留意基本面佳的蘋果概念股、紡織、鞋材、自行車、餐飲及生技等族群。
