,post_time,title,content
73350,2017/11/16 16:34:00,《陸股》滬指震盪收跌0.1%、失守20日線,"MoneyDJ新聞 2017-11-16 16:34:54 記者 新聞中心 報導<BR>大陸股市今(16)日走勢分歧，滬指表現偏弱、上海銀行因限售股今日解禁、股價跌停，拖累銀行及次新股集體走低，並拖累滬指表現；深成指及創業板則震盪攀升，雙雙收復10日線；滬指全日多在平盤下震盪，終場收3399.25點、跌0.1%，連三日下跌，並失守3400點及20日線；深證成指收11537.96點、漲0.66%；創業板指數收1878.26點、漲0.54%。<BR>成交量方面，滬市今日成交2,209億元(人民幣,下同)，深市成交2,699億元，兩市共成交4,908億元，相較前一交易日量縮約6%。<BR>今日金融股走勢分歧，保險股大漲，銀行及券商股則表現疲弱；科技股經過昨日短暫回檔後，今日再度上揚，晶片、人工智慧、5G等概念股輪流拉抬。受上海銀行跌停影響，次新股表現疲弱，奧聯電子、新勁剛和阿石創等多檔跌停。另外，隨時序步入春節前傳統消費旺季，生豬概念股今日強勢拉抬，牧原股份漲停，雛鷹農牧、正邦科技漲逾7%。<BR>路透社引述聯訊證券策略分析師陳勇看法並指出，大陸10月經濟數據偏弱，加上前期強勢股累積漲幅較大，短期有獲利回吐壓力，對人氣形成壓抑；但近期融資融券餘額持續維持在1兆元以上，說明在市場波動期，投資者並未選擇退場，預料後市大盤仍以波動為主，但振幅可能增大。 <BR>港股恆生指數今日早盤跳空開高，盤中收復10日均線後進一步上攻，順利站回29000點上方，隨後展開全日橫盤震盪走勢，終場收於29018.76點，上漲167.07點或0.58%。<BR>在香港上市台資股中，達芙妮國際漲逾3%，康師傅控股漲逾2%，凱普松國際，九興控股、大洋集團、同方友友漲逾1%；順誠則跌逾8%，裕元集團跌逾3%，陽光能源、天福(開曼)、統一企業中國跌逾2%，冠捷科技、大成食品、富智康集團跌逾1%。"
75295,2017/11/30 08:46:00,台股盤前—美科技股大跌＋費半重挫 指數開盤恐受電子權重股拖累先跌50點,台股昨 (29) 日逢周選擇權與摩台期結算，但在美股周二創新高帶動下，台積電與鴻海等電子權值股領軍回穩，加上國泰金等金融類股走揚，早盤一度站回月線之上，惟先前漲多的中小型股賣壓於中場後湧現，摩台結算遇壓力，指數在平盤上下震盪，收盤雖小漲，但仍未能站回月線，終場小漲 6.48 點、以 10713.55 點作收，成交值 1334.93 億元。<BR> 從昨日三大法人操作動向來看，三大法人持續同步賣超，外資賣超 67.37 億元，投信賣超 1.7 億元，自營商賣超 2.35 億元，合計賣超 71.42 億元；其中，外資賣壓持續，近 4 日已賣超 266 億元，前波漲多的華邦電與晶電等強勢股，頻頻遭外資大賣逾 1 萬張，顯示外資獲利了結動作明顯。<BR> 美國經濟成長數據亮眼，資金轉到金融族群，激勵美股金融類股勁揚，道瓊工業指數連續第 2 個交易日創新高，漲 103.97 點或 0.44%、收在 23940.68 點；科技股則是大跌，使那斯達克指數受挫，跌 87.97 點或 1.27%、以 6824.39 點作收；費半大跌 4.39%、以 1264.98 點作收；標準普爾指數小跌 0.04%、以 2626.07 點作收。<BR> 富邦金昨日舉行線上法說會，由於今年全球資本市場表現強勁，前三季資本利得貢獻維持穩定，股、債投資利得合計達 310 億元，較去年同期提升。其中前三季國內外股票現金股利收入約 176 億元，較去年同期成長 27.7%。截至 9 月底，富邦金總資產已達新台幣 6 兆 7280 億元，續創歷史新高。<BR> 新台幣昨日一度見到 2 字頭，突破 30 元衝上 29.99 元兌 1 美元，創 39 個月新高，短期升值幅度明顯，下游組裝代工廠第 4 季業外恐又面臨匯損壓力。代工廠包含廣達、緯創、仁寶、英業達與和碩等，計價幣別多採美元為主，因此新台幣在短時間內顯著升值，各家恐免不了得吞下業外匯損金額。<BR> 根據 TrendForce 旗下拓墣產業研究院最新統計，2017 年全球晶圓代工總產值達 573 億美元，較去年成長 7.1%，產值連 5 年年成長高於 5%，台積電 (2330-TW) 持續雄踞冠軍寶座、市占率 55.9%，第二與第三分別為格羅方德 (GLOBALFOUNDRIES) 與聯電；若以成長率排名來看，力晶今年營收估達 10.35 億美元，年增 18.9%，成長率居前 10 名之冠。<BR> 網通廠友旺鬧出股東臨時會雙胞案，包括公司派及市場派均以解任對方董監席次為議案，昨日公司派所召開的股臨會先登場，卻因為出席股數不足而流會，也讓今 (30) 日由市場派召開的股臨會，成為影響友旺營運的關鍵。<BR> 連鎖超商全家即將跨入 30 周年，董事長葉榮廷表示，未來 3 年預計將再投入共 100 億元的資本支出，其中超過 50 億元將用來發展新零售、物流平台的建置，而其他資金則用以既有店和新開店店型改造，及投入大數據消費分析。<BR> 華信投顧分析師邱鼎泰指出，周三美股科技股重挫，費半指數也大跌超過 4%，台積電 ADR 也下挫近 4%，台股今天恐受影響而開低，電子權重股表現預期將受壓抑，台積電開盤可能影響台股超過 40 點以上，預估開盤指數可能先跌 50 至 60 點。<BR> 邱鼎泰分析，在今天預期電子股走弱下，資金有機會輪動至散裝族群，而在美股金融股續強下，今天金融股可望扮演盤面撐盤角色；指數目前重要支撐看 10660 點，若今天未能守住 10600 點，則可能下探季線。<BR> ?
75466,2017/12/1 07:55:00,《台北股市》台股爆量摜破季線，庫藏股升溫,"台股11月創高後拉回震盪加劇，全月共有12家公司新增庫藏股，也是下半年以來僅次於8月（15家）的第二高，高興昌 （2008） 、上詮 （3363） 及陽程 （3498） 等周四（11月30日）都呈現逆勢收紅，在近期台股震盪偏弱，市場看庫藏股題材將會大幅升溫。投資專家看台股今日測試半年線（10,530點），中小型題材股及集團股將成資金避風港。<BR> 台股近期受外資賣超影響，加以前一日美科技股（費半及那斯達克）指數大跌，外資擴大賣超，尤以前兩大賣超股台積電及鴻海各達3.97萬張、2.72萬張，指數摜破季線大跌153.11點（1.43％），為10月7日以來新低。<BR> 11月台股高低檔震盪達332點，統計全月上市櫃公司新增實施庫藏股，共有12家，下半年來僅次於8月的15家，而高於7月的4家、9月的8家、10月的4家。11月先後有上市的台郡、高興昌、炎洲、台數科，以及上櫃的台聯電、宏佳騰、康聯訊、保瑞、上詮、陽程、聿新科、萬泰科等，陸續實施庫藏股；隨台股後市震盪偏弱，上市櫃公司庫藏股意願可望隨之提高。<BR> 周四台股大跌，高興昌、上詮及陽程等都逆勢收紅，上詮股價漲0.94％，高興昌及陽程各小漲0.42％、0.19％，炎洲股價收平盤，其餘的台聯電、宏佳騰、台數科等股價跌幅都在1％以內，較大盤有相對抗跌走勢。<BR> 大慶投顧總經理賴建承指出，美科技股大跌，衝擊周四台股跳空直接摜破季線，即使扣掉尾盤MSCI調整大單，收盤前5分鐘累計成交量仍有1,572億元，顯示是帶量下殺。指數最好三日內能站回季線上，下檔暫看半年線（10,530點），即使不能守住，往下前波9月底低檔10,257點，也不能跌破，以免技術線型轉差。<BR> 華南投顧董事長儲祥生表示，觀察11月盤勢受到外資影響大，之前外資小幅調節，由於內資買盤承接，支撐盤勢維持高檔震盪，而外資上周連兩日大買超161億元，指數創高10,882點後隨即拉回，近五日外資連續賣超，衝擊指數跌破月線及季線，短線仍要美科技股走穩以及台股電子權值股止跌，才有利於盤勢回穩，預期中小型股仍將輪動走勢。（新聞來源：工商時報─林燦澤╱台北報導）"
75970,2017/12/5 10:27:00,台股盤中─台積、鴻海領跌一度回測半年線 資金急轉中小型股、非電族群,在權值股台積電、鴻海領跌下，電子股今 (5) 日多數走勢疲軟，台股加權指數下跌逾 40 點開出後，最低一度來到 10568 點，回測半年線 10542 點附近支撐，不過，多頭隨即回神並拉回 10600 點，指數呈現多空拉鋸，資金逐漸轉往非電族群，包括塑化、生技、散裝和紡織上游等族群。<BR> 分析師指出，大盤指數雖相對弱勢，但可留意中小型非電個股獲多方逢低買進力道仍強，盤中櫃買指數甚至由黑翻紅，顯示短線資金正轉往非電族群中的低本益比個股移動。<BR> 從權值股來看，傳產與金控族群作為穩盤重心，正新、寶成漲幅 2% 上下，中壽、國泰金和台化漲逾 1%，台塑化、台塑、和泰車、富邦金、玉山金、中信金、兆豐金和台新金穩在紅盤上，而和碩和台達電則在電子權值股中表現相對強勢，漲幅 2% 上下。<BR> 反觀電子權值股表現弱勢，南亞科大跌逾 3%，鴻海跌逾 2%，台積電跌逾 1.5%，可成、聯電、聯發科、仁寶、研華、台灣大、矽品和鴻準等也都在盤下震盪，傳產股統一超、台泥也下跌 1% 左右。<BR> 次族群方面，電池材料族群在昨日壓回後，今日買盤轉強，立凱 - KY 漲逾 4%，美琪瑪漲逾 3%，康普漲幅也有超過 2%。<BR> 生技族群中盛弘漲幅超過半根停板，友華、久裕漲逾 2%，美吾華和健喬漲逾 1.5%。<BR> 紡織上游聚脂纖維族群也有不錯表現，東聯漲近 4%，中纖和新纖漲 1-2%；而加工絲業者力麗、聯發漲半根停板左右，宏益漲逾 3%，集盛和宜進維持在紅盤上。<BR> 光學鏡頭廠在大立光的帶動下，在電子股中相對有表現，大立光盤中漲幅逼近 2%。其中，華晶科在公司宣布已和美系半導體大廠合作開發新一代 3D 感測晶片，樂觀看好明年營運展望之下，漲幅超過半根停板，人氣最旺；其他還有如聯一光漲近 4%，佳凌、應華和今國光漲逾 1.5%。<BR> 華晶科相關權證。? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?資料來源：鉅亨網整理 元大投顧指出，本周起上市櫃公司 11 月營收陸續公告，由於部分電子產業轉為淡季，市場尤關注在蘋概股的營收表現，而台積電本周四將舉行供應鏈管理論壇，可做為後市留意方向。<BR> 統一投顧則認為，台股在創下 10882 點新高後，再度呈過高拉回走勢，雖指數跌破短期均線，但中、長期均線仍呈多頭排列，適時回檔整理有利多頭延續，整體中多格局不變。<BR> 在台股基本面良好之下，法人看好 12 月集團作帳行情仍可期，包括基本面佳的蘋果概念股、5G 概念股，半導體矽晶圓，以及塑化和生技等族群皆可留意。
76799,2017/12/11 11:56:00,焦點股：又當提款機！大股東申報將轉讓5000張，聯亞(3081)盤中大跌7.2%,光通訊磊晶廠聯亞(3081)今年業績逐季回升，股價也在4月觸底後一路強彈，漲幅一度逼近一倍，不過，近日成為大股東提款機，除台聯電(4905)一路逢高賣，8日大股東Plenticom Asia Limited也公告，將轉讓5000張，受此利空衝擊，聯亞盤中一度逆勢大跌7.2%。<BR> 聯亞在去年第四季營運觸底後，今年業績逐季回升，股價也從4月的低點237一路強彈，漲幅一度逼近一倍，不過，股價飆漲也成為大股東變現的最佳工具，台聯電一路逢高出脫，推升其前三季每股大賺14.82元。<BR> 另一大股東Plenticom Asia Limited也在12月8日公告，申報轉讓5000張，將採鉅額逐筆交易方式。在此利空衝擊下，聯亞今日盤中一度逆勢大跌7.2%。<BR> 聯亞前三季營收14.1億元，較去年同期衰退19.82%，毛利率52.75%，EPS為4.77元。市場看好第四季矽光產品出貨量續成長，2.5G PON需求亦改善，單季營收有機會挑戰6億元，明年在矽光、10G以上產品及自動駕駛領域發酵下，營運更將重返高成長。
77941,2017/12/19 15:08:00,《集中市場》蘋果三雄氣色差，三大法人賣超37.54億元,稅改案過關在即，美股再創新高！亞股今日表現相對淡定，台股在蘋果三天王大立光 (3008) 、台積電 (2330) 、鴻海 (2317) 走疲下，盤中指數由紅翻黑，一度下探10452.08點，由於外資即將進入聖誕假期，權值股表現受壓抑，以內資主導的中小型題材及年底作帳集團股較有表現，終場加權指數下跌39.18點為10467.34點，再度跌破10500點與五日線，成交值放大為1115.3億元，今日外資賣超53.9575億元，投信買超8.106億元，自營商買超8.3052億元，三大法人賣超37.54億元。<BR> 外資即將進入聖誕假期，壓抑權值股表現，蘋果三雄大立光 (3008) 下殺逾百元，拖累亞光 (3019) 、先進光 (3362) 等光學股重挫，台積電 (2330) 、鴻海 (2317) 亦同步疲軟，其餘權值股面板雙虎友達 (2409) 、群創 (3481) 雙雙壓低震盪，宏達電 (2498) 漲多回檔，聯發科 (2454) 逆勢反彈。年底作帳集團股相對有撐，台塑集團台塑 (1301) 、南亞 (1303) 、台化 (1326) 、台塑化 (6505) 全面收紅；泛華碩集團華碩 (2357) 、和碩 (4938) 、鎧勝-KY (5264) 、祥碩 (5269) 逆勢走高；聯電家族聯電 (2303) 、原相 (3227) 、聯傑 (3094) 、智原 (3035) 、聯陽 (3014) 等紅光滿面。金融股強勢撐高，國泰金 (2882) 、開發金 (2883) 帶量上攻逾1%成領頭羊。<BR> 今日外資賣超53.9575億元，5日RSI為42.45，10日RSI為41.57，9日K值為55.45，9日D值為46.89，20日乖離率為-1.07。台股今日因蘋果供應鏈三雄台積電、鴻海與大立光領跌電子股，使台塑四寶、國泰金與聯發科等權值股力挺短多無功而返，加權股價指數開高殺低，再度跌破10500點與五日線。分析師表示，目前台股技術面上轉弱，月、季線趨勢反轉向下，未來不宜再破底；加上美稅改法案過關後牽引全球資金重分配，未來國際熱錢是否回流北美仍待觀察，但亞洲新興市場多少受負面影響，不利台股波段資金行情。因此，在熱錢移動版圖與蘋果新機銷售績效等消息面未釐清之前，短期操作暫宜低調保守。選股方面，建議留意產品漲價、缺貨以及年底作帳題材股。(編輯整理：龍彩霖)
80971,2018/1/10 16:41:00,華南投顧：台股後勢盼能以盤代跌,歐元週二持續回貶，德國經濟數據強勁激勵，歐股連五個交易日走揚，西歐三大指數同步上漲。北韓緊張局勢降溫，市場對企業財報樂觀預期，週二生技、金融類股領漲，美股四大指數漲跌互見，道瓊工業指數再創歷史新高，費城半導體拉回下跌。<BR>週三(1/10)亞股主要指數漲跌互見；台股加權指數下跌83.8點(-0.77%)，漲/跌家數達315/497家，形成價跌量增、紡錘中長黑，跌破五日均線，為空方轉折，短線面臨修正壓力。櫃買指數下跌0.81%，漲/跌家數達232/424家，形成價跌量縮、紡錘長黑K，持續收在五日均線之下，延續空方趨勢。<BR>強勢股：<BR>●鋼鐵續強，豐興(2015)、東和鋼鐵(2006)、世紀鋼(9958)、第一銅(2009)等上漲。<BR>●紡織個股表現，力麗(1444)、聯發(1459)、南緯(1467)、東和(1414)等上漲。<BR>●其他個股表現或跌深反彈者，諸如元太(8069)、大同(2371)、頎邦(6147)、百和(9938)、浩鼎(4174)、昂寶-KY(4947)、牧德(3563)、信昌化(4725)等。<BR>弱勢股：<BR>●半導體拉回修正，台積電(2330)、南亞科(2408)、環球晶(6488)、聯電(2303)等下跌。<BR>●被動元件拉回修正，國巨(2327)、華新科(2492)、凱美(5317)、智寶(2375)等下跌。<BR>●其他個別修正或漲多拉回者，諸如可成(2474)、穩懋(3105)、旺宏(2337)、微星(2377)、GIS-KY(6456)、晶電(2448)、中美晶(5483)、華通(2313)等。<BR>加權指數週三(1/10)受台積電(2330)、鴻海(2317)、塑化等權值下跌拖累，日K帶量拉回、收小黑，三日K線形成夜星空方型態、失守五日均線，短線面臨修正壓力，下檔支撐仍待測試，由於整體格局仍處在月線、季線等長天期均線之上，後勢盼能以盤代跌。<BR>櫃買指數週三受半導體、電子零組件等族群下跌拖累，日K連四黑、再創波段拉回新低149.82點，回測十日均線，幸好量價未見背離，且整體格局仍處在多頭排列的長天期均線之上，後勢暫不悲觀，中小型題材股宜留意營收表現、汰弱留強。<BR>●週四(1/11)台股重點法說會：大立光(3008)。<BR>●週四美國重要經濟數據：初次領取失業救濟人數、天然氣儲存報告、生產者物價指數(PPI)、政府收支等。
81576,2018/1/15 12:22:00,《證交所》上周外資轉賣超台股11.28億元，鴻海最傷,"台股上周回檔，外資結束連續兩周買超後首次轉為賣超，根據台灣證券交易所統計，上周外資在集中市場累計賣超11.28億元。今年以來至1月12日止，外資總買進金額為2,736.21億元，總賣出金額為2,534.20億元，累計買超為202.01億元。<BR> 外資總持有股票市值為13兆4,100.26億元新台幣，占全體上市股票市值的41.28％，較1月5日的13兆4,511.25億元新台幣減少410.99億元。<BR> 在個股部分，上周外資買超集中在金融股，前三大分別為新光金 (2888) 、元大金 (2885) 及中信金 (2891) ，分別買超60,951張、45,788張及45,669張。賣超以鴻海 (2317) 最多，上周累計賣超85,196張，華邦電 (2344) 賣超56,319張居次，聯電 (2303) 賣超51,381張排第三大。"
81641,2018/1/16 08:13:00,上週外資在集中市場賣超11.28億元，賣超鴻海最多,"上週外資在集中市場賣超11.28億元，賣超鴻海8.52萬張最多，另買超新光金6.10萬張最多。<BR>根據台灣證券交易所統計，上週（2018/1/8~2018/1/12）外資在集中市場總買進金額為1,547.48億元，總賣出金額為1,558.76億元，累計賣超為11.28億元，另統計自2018年年初至1月12日止，外資總買進金額為2,736.21億元，總賣出金額為2,534.20億元，累計買超為202.01億元。<BR>外資總持有股票（包括原始股東持股及自集中市場買進之持股）市值為13兆4,100.26億元新台幣，占全體上市股票市值的41.28%，較1月5日的13兆4,511.25億元新台幣減少410.99億元。<BR>就個股部分比較：<BR>上週外資自集中市場買超最多的前三名上市公司為：<BR>第一名：新光金：買進104,403千股，賣出43,452千股，買超60,951千股。<BR>第二名：元大金：買進71,744千股，賣出25,956千股，買超45,788千股。<BR>第三名：中信金：買進94,332千股，賣出48,663千股，買超45,669千股。<BR>上週外資自集中市場賣超最多的前三名上市公司為：<BR>第一名：鴻海：買進72,637千股，賣出157,833千股，賣超85,196千股。<BR>第二名：華邦電：買進36,139千股，賣出92,458千股，賣超56,319千股。<BR>第三名：聯電：買進115,585千股，賣出166,966千股，賣超51,381千股。"
82913,2018/1/24 15:05:00,台股盤後－外資砍台積電摜殺周選期多單 大跌100點失守5日線,台股今 (24) 日遇到周期貨及選擇權結算，賣壓摜殺台積電，加上外資又調降鴻海及大立光評等，大立光下跌逾 4%，鴻海下跌 1%，指數開低走低，盤中一度下跌近 150 點，壓抑期貨與選擇權結算表現，尾盤靠著電子次族群點火，跌幅收斂，終場下跌 100.95 點，以 11152.16 點作收，成交值 1143.43 億元。<BR> 以中小型股為主的櫃買市場走勢反而相對抗跌，全場均在平盤上下狹幅震盪，午盤過後力守平盤以上，終場小漲 0.32 點，以 154.23 點作收，成交值 398.93 億元。<BR> 台股今日類股跌多於漲，其中跌幅最重是半導體類股，跌幅達 2.3%，汽車、電機機械、塑膠、食品、油電燃氣、金融、其他電子、生醫、化學生醫、貿易百貨、建材營造、化學、通信網路、資訊服務、觀光、紡纖、水泥、光電、電器電纜、橡膠、造紙、電子通路等也均收黑。<BR> 至於上漲類股則有玻陶、航運、電腦設備、其他類、電子零組件、鋼鐵等。<BR> 台積電今天賣壓沉重，股價開低走低，不但中止日 K 連 8 紅，也跌破 5 日線，拖累聯電走跌，另外聯發科、旺宏、嘉晶、辛耘、華邦電、聯傑、綠能、京元電子、愛普、矽創等半導體股均收黑。<BR> 股王大立光也離 4000 元大關越來越遠，儘管早盤一路衝到 3980 元，不過受到盤勢走跌影響，大立光也隨之翻黑。鴻海雖然受到小摩調降評等影響，但是跌幅相對小，下跌 1%。<BR> 至於電子次族群則相對抗跌，其中台北國際電玩展明天將開展，電競概念股包括微星、技嘉、曜越等都收紅。另外比特幣概念股也同樣吸金，其中智原亮燈漲停，麗臺及撼訊也收紅。<BR> 另外二線光學廠走勢則不同於大立光，其中揚明光及亞光亮燈漲停，今國光、先進光、聯一光、光燿科、佳能、玉晶光、新鉅科、華晶科等也均收紅。<BR> 分析師林孟漢表示，台股今天主要是因為台積電走跌拖累，加上外資前兩天已經在台指期進行多單獲利了結，因此今天趁勢讓空單也跟著獲利，不過指數仍在多方格局，緩漲急跌屬合理狀況，尤其台積電之前連續 8 天紅 K 棒，只要明天不要再出現台積電帶頭下殺，指數仍有機會重回?5 日線之上。<BR> ? ?
82993,2018/1/25 08:06:00,【盤前焦點】費半大跌2.3% 台股恐震盪整理,（中央社記者張建中台北2018年1月25日電）美股漲跌互見，其中，費城半導體指數表現疲弱，重挫2.3%，恐將不利台股表現，法人預期，台股短線將震盪整理。<BR>道瓊工業指數收盤再創歷史新高，漲41.31點，漲幅0.2%；標準普爾500指數則跌1.59點，跌幅0.1%；那斯達克指數跌45.23點，跌幅0.6%；費城半導體指數跌32.19點，跌幅達2.3%。<BR>國內外產業訊息方面，宏達電 (2498) 宣布，VR一體機Vive Focus正式在中國大陸出貨，全球首家Vive旗艦店也將於第2季在大陸深圳開幕。<BR>晶圓代工廠聯電 (2303) 去年歸屬母公司淨利新台幣96.29億元，年增15.8%，每股純益0.79元。聯電預估，今年第1季產能利用率將約9成，出貨量將增加2%至4%。<BR>封測廠矽品 (2325) 與日月光 (2311) 結合案，規劃4月30日新投資控股公司擬掛牌上市交易。<BR>光學檢測設備廠牧德 (3563) 去年賺進超過一個股本，每股純益10.86元，董事會並決議每股將配發10元現金股息。<BR>興富發 (2542) 總裁鄭欽天表示，過去一年是房地產界很辛苦的一年，不過，今年將會是興富發營業最好的一年。
82994,2018/1/25 08:06:00,【盤前焦點】費半大跌2.3% 台股恐震盪整理,（中央社記者張建中台北2018年1月25日電）美股漲跌互見，其中，費城半導體指數表現疲弱，重挫2.3%，恐將不利台股表現，法人預期，台股短線將震盪整理。<BR>道瓊工業指數收盤再創歷史新高，漲41.31點，漲幅0.2%；標準普爾500指數則跌1.59點，跌幅0.1%；那斯達克指數跌45.23點，跌幅0.6%；費城半導體指數跌32.19點，跌幅達2.3%。<BR>國內外產業訊息方面，宏達電 (2498) 宣布，VR一體機Vive Focus正式在中國大陸出貨，全球首家Vive旗艦店也將於第2季在大陸深圳開幕。<BR>晶圓代工廠聯電 (2303) 去年歸屬母公司淨利新台幣96.29億元，年增15.8%，每股純益0.79元。聯電預估，今年第1季產能利用率將約9成，出貨量將增加2%至4%。<BR>封測廠矽品 (2325) 與日月光 (2311) 結合案，規劃4月30日新投資控股公司擬掛牌上市交易。<BR>光學檢測設備廠牧德 (3563) 去年賺進超過一個股本，每股純益10.86元，董事會並決議每股將配發10元現金股息。<BR>興富發 (2542) 總裁鄭欽天表示，過去一年是房地產界很辛苦的一年，不過，今年將會是興富發營業最好的一年。
83601,2018/2/12 14:51:00,上週外資在集中市場賣超835.15億元，賣超鴻海最多,"上週外資在集中市場賣超835.15億元，賣超鴻海14.80萬張最多，另買超新光金2.67萬張最多。<BR>根據台灣證券交易所統計，上週（2018/2/5~2018/2/9）外資在集中市場總買進金額為1,962.18億元，總賣出金額為2,797.33億元，累計賣超為835.15億元，另統計自2018年年初至2月9日止，外資總買進金額為1兆220.85億元，總賣出金額為1兆291.30億元，累計賣超為70.45億元。外資總持有股票（包括原始股東持股及自集中市場買進之持股）市值為12兆8,514.82億元新台幣，占全體上市股票市值的41.43%，較2月2日的14兆325.53億元新台幣減少11,810.71億元。<BR>就個股部分比較：<BR>上週外資自集中市場買超最多的前三名上市公司為：<BR>第一名：新光金：買進114,985千股，賣出88,271千股，買超26,714千股。<BR>第二名：中石化：買進39,586千股，賣出17,893千股，買超21,693千股。<BR>第三名：聯電：買進210,172千股，賣出189,244千股，買超20,928千股。<BR>上週外資自集中市場賣超最多的前三名上市公司為：<BR>第一名：鴻海：買進92,035千股，賣出240,035千股，賣超148,000千股。<BR>第二名：台積電：買進132,525千股，賣出253,778千股，賣超121,253千股。<BR>第三名：群創：買進111,695千股，賣出184,778千股，賣超73,083千股。"
83620,2018/2/12 12:26:00,《證交所》外資上周賣超台股835.15億元，鴻海成提款機,"國際股市崩落，外資竄逃，根據台灣證券交易所統計，上周外資在集中市場總買進金額為1,962.18億元，總賣出金額為2,797.33億元，累計賣超達到835.15億元。今年以來買超台股的外資上周也轉為賣超，至2月9日止，累計賣超為70.45億元。外資總持有股票市值為12兆8,514.82億元新台幣，占全體上市股票市值的41.43％，較2月2日的14兆325.53億元新台幣減少11,810.71億元。<BR> 個股部分，外資自集中市場買超最多的前三名上市公司分別為：新光金 (2888) 、中石化 (1314) 及聯電 (2303) ，分別買超26,714張、21,693張及20,928張。<BR> 賣超部分，兩大權值股鴻海 (2317) 、台積電 (2330) 成為外資提款機，居上周賣超前兩大，分別賣超148,000張、121,253張，群創 (3481) 賣超73,083張排第三。"
83670,2018/2/12 08:51:00,統一證券：台股盤勢呈空方格局,：在美股三大指數再度重挫引發恐慌情緒延續下，上周五台股以大跌157點至10371點開出後，早盤迅速下挫一度跌至10189點；官股行庫進場承接，指數跌幅略微收斂，權值類股除台塑化、南亞科、和碩以外全線下挫，整日呈弱勢震盪格局，終場指數留長下影線作收。觀察盤面變化，電子、傳產與金融分別下跌1.77%、1.25%與0.86%。在次族群部份，強勢族群為電器電纜、油電燃氣與資訊服務類，分別上漲0.73%、0.4%、0.25%；光電、橡膠、水泥類分別下跌2.7%、2.69%與2.56%表現較弱。終場指數下跌156點，收在10371點，周線以黑K作收；成交量能為1508億元。<BR>：三大法人合計賣超191.02億元。其中外資賣超187.46億元，投信賣超3.7億元，自營商買超0.47億元。外資買超前五大為宏?痋B燿華、聯電、中石化、欣興；賣超前五大為友達、鴻海、台積電、群創、中信金。投信買超前五大為中鴻、旺宏、頎邦、國泰金、聯茂；賣超前五大為富喬、強茂、晶電、欣銓、京鼎。資券變化方面，融資減42.7億元，融資餘額為1621.13億元，融?減5.02萬張，融券餘額為41.76萬張。外資台指期部位，淨多單減少3375口，淨多單部位42564口，借券賣出金額為34.4億元。類股成交比重：電子73.65%、傳產20.04%、金融6.3%。<BR>：美國股市持續重挫，恐慌氣氛增溫，新興市場資金顯著外流，且上檔套牢賣壓層層堆疊，空方氣勢仍盛，本日為台股年節前封關日，雖然收紅機會高，但仍應持保守態度降低持股，靜待市場風暴平歇。對台股後市行情觀察，分析如下：第一、國際股市部分，美國十年期公債殖利率再度狂飆至2.8%以上的四年以來新高，引發市場擔憂，造成本波的美股重挫；此外，殖利率的大幅攀升，將使政府未來融資成本迅速墊高，加重美國聯邦赤字提高，華爾街機構並指出預期今年政府借債超越1兆美元，聯邦赤字將較GDP高出約5%，不利於經濟發展，進而傳導至美股市場的空頭格局。第二、上周五陸股延續重挫，上證指數一度跌破3100點關卡，並以大跌4.05%作收，創2016年初熔斷機制以來最大單日跌幅；經濟數據帶動去槓桿措施的力度加大，陸股市場已有多家公司公告大股東質押股票低於預警線並停牌，流動性危機易使陸股後市承受更深壓力。第三、技術面觀察。上周五台股跳空失守年線支撐，呈現跌破頸線的中空型態，上檔壓力重重，且籌碼面而言外資現貨持續大幅調節，短期技術面弱勢難以反轉，縱有短線反彈也應逢高調節。第四、上周五盤面觀察。全球股市的連續修正帶動避險情緒高漲，追蹤恐慌指數表現的富邦VIX ETF再度大漲15.1%；撼訊公布1月營收11.3億元續創歷史新高，股價不畏全球股災，仍帶量跳空終場漲停作收。<BR>：台股上周五呈現跳空重挫，年線失守，外資持續賣超，整體技術指標及籌碼面轉弱，且上檔累積套牢賣壓沉重，整體盤勢呈現空方格局。雖然過去歷史經驗，封關日上漲機會大，加上上周五美股走揚，今日可望收紅封關。但考量年假期間，國際股市波動性劇烈，本周美國將公布核心CPI、零售銷售等經濟數據恐使變數增加，建議保守觀望，降低持股過年。選股上以防禦型個股為主，如高殖利率股及電信股等。
