gram,TF,DF,TF_IDF
族群,668,331,1.703454872
則是,99,65,3.451835519
無線,38,33,3.732141356
線充,26,22,3.918968083
充電,34,26,3.924370392
規格,21,18,3.970830571
確定,78,64,3.352000481
後今,22,22,3.801234383
將有,49,43,3.582623557
更多,16,16,3.881635407
有機,169,135,2.6948591
機會,252,195,2.296513704
進入,176,141,2.648281827
終端,18,15,4.034931588
車用,73,52,3.576858214
通等,13,13,3.91345528
近年,62,52,3.488251112
價也,55,41,3.706115401
也強,17,17,3.869277466
勢表,40,35,3.69787503
表態,95,76,3.229008069
也有,86,78,3.149031118
有近,12,11,3.999947627
近漲,12,11,3.999947627
盤後,223,187,2.321580976
後分,22,22,3.801234383
分析,374,312,1.682990832
股王,264,188,2.364478357
立光,819,498,1.048651916
光領,26,23,3.872346648
領漲,126,95,3.061548002
漲台,103,85,3.120644902
股反,37,32,3.749707351
反彈,397,224,2.213089475
收復,190,126,2.835568267
年線,203,106,3.108701753
線日,12,12,3.92137836
翻紅,144,102,3.02129439
紅終,21,20,3.864571644
終結,22,19,3.95037428
中國,346,193,2.405313223
宣布,97,78,3.205125949
暫停,12,11,3.999947627
出大,26,25,3.784895216
大股,32,28,3.802927066
股東,115,66,3.506512249
個月,177,112,2.9750905
月減,19,13,4.218561628
數不,11,11,3.927249653
外傳,12,12,3.92137836
國家,41,35,3.713115076
進場,52,45,3.563367019
場買,13,13,3.91345528
買進,58,41,3.73730933
權值,630,367,1.521771286
動作,30,27,3.799502555
人民,75,42,3.858195393
國際,380,261,1.963730363
基金,72,49,3.643114994
法人,918,427,1.326656006
重新,55,47,3.543573525
穩定,64,62,3.291115968
場的,42,38,3.634297059
信心,65,59,3.359602194
陸股,75,45,3.77204929
股跌,57,45,3.615678012
跌深,64,51,3.5291404
深反,43,37,3.678955372
加上,455,329,1.638810333
上美,44,40,3.603400601
美股,608,371,1.497774197
股盤,249,196,2.285457508
期指,111,60,3.614952014
上漲,1627,557,0.923753145
漲亞,13,13,3.91345528
亞洲,89,74,3.23244291
洲股,29,28,3.738027693
股市,483,284,1.885751239
紛紛,35,32,3.714470931
紅台,37,35,3.649757907
股在,162,120,2.843695953
在金,12,12,3.92137836
提高,37,34,3.682089326
融券,78,62,3.391877504
保證,13,13,3.91345528
金成,35,35,3.615460723
國安,20,13,4.25980099
點火,54,46,3.558789501
股股,40,35,3.69787503
回神,48,40,3.654911764
領軍,204,152,2.592625643
蘋概,294,175,2.504714376
概股,245,157,2.607292412
反攻,44,35,3.756699568
金控,100,84,3.122767245
雙雄,53,45,3.574220484
富邦,430,302,1.762939848
金國,83,76,3.165413572
國泰,434,337,1.591662929
紅走,13,13,3.91345528
走揚,280,196,2.319749932
揚大,12,12,3.92137836
大盤,339,200,2.344658754
盤收,39,32,3.783088343
線之,104,81,3.18814946
之上,261,180,2.425572848
終場,636,370,1.509972387
場加,128,126,2.68721199
加權,524,412,1.302898431
數以,32,31,3.692190262
以點,202,141,2.697109166
作收,375,208,2.312892755
收上,30,29,3.722626995
漲點,1136,536,0.957218976
點成,288,275,1.819187293
成交,1247,572,0.851144282
量億,74,67,3.268419029
億元,2776,645,0.691582631
元年,56,39,3.776387109
年元,15,14,3.958470303
元月,67,44,3.735361614
月開,12,11,3.999947627
包括,325,214,2.229301161
北韓,13,11,4.06682328
四大,84,74,3.204922314
全球,249,169,2.504068709
勢美,11,11,3.927249653
美國,567,308,1.789149061
後續,152,121,2.807710744
觀察,308,201,2.309440262
油價,112,81,3.222159552
走穩,14,12,4.047641374
技術,303,214,2.209977751
面大,21,21,3.815365445
封關,39,17,4.494856529
關的,16,14,4.009456616
的點,47,31,3.938244726
反轉,15,15,3.893267594
點大,123,95,3.051213615
大關,210,159,2.537526302
最低,187,150,2.581844376
下挫,60,53,3.44747965
至點,145,87,3.242559673
大跌,89,72,3.267538361
跌點,267,157,2.636022133
點指,24,17,4.129078068
之後,69,60,3.369857092
終於,13,13,3.91345528
出現,258,178,2.438563329
政策,145,112,2.895761491
買盤,239,167,2.508410542
盤日,70,64,3.297530444
日值,219,116,3.008884031
以下,68,67,3.226587092
超賣,29,28,3.738027693
短線,315,212,2.234951111
線有,18,18,3.856356301
會上,17,15,3.990519456
上檔,60,55,3.402788031
日均,132,76,3.383913263
均線,278,171,2.521748854
在點,301,206,2.265710302
點日,25,25,3.758199516
及月,37,31,3.785118447
線反,36,30,3.803983766
反壓,69,51,3.570226111
壓在,15,13,4.028507111
附近,148,122,2.786158735
中期,38,32,3.766617484
止跌,56,47,3.553692499
向上,225,157,2.578840879
交叉,61,52,3.479429455
才有,14,13,3.973037443
有利,178,131,2.75612995
波段,230,146,2.692235855
行情,500,260,2.035278173
看點,15,12,4.104152626
點上,299,188,2.401841205
下點,15,15,3.893267594
電子,1054,496,1.085040668
蘋果,372,217,2.244950192
價跌,23,22,3.832562384
跌破,92,65,3.415138169
美元,371,168,2.640952697
元大,608,336,1.660613096
下半,173,115,2.928825201
半年,370,209,2.301687844
年的,47,37,3.732920646
需求,183,140,2.672187772
仍是,65,59,3.359602194
偏向,30,26,3.840103603
樂觀,148,117,2.843774973
人看,45,38,3.675808651
看好,265,178,2.446873501
好台,15,14,3.958470303
供應,198,153,2.573081038
第季,343,147,2.820755909
建議,152,122,2.79633737
股包,76,57,3.483845214
光可,34,33,3.662259567
可成,225,208,2.169325918
成鴻,20,20,3.829309012
鴻海,886,498,1.057803124
和碩,89,84,3.070086168
碩等,25,25,3.758199516
等蘋,16,16,3.881635407
透露,31,28,3.781995848
露出,17,17,3.869277466
訊息,51,42,3.633430325
科廣,14,14,3.903964992
廣達,62,56,3.398378869
晶電,88,71,3.279986899
也同,43,38,3.648454876
同步,335,218,2.209304939
步上,25,25,3.758199516
漲但,19,19,3.842999681
短期,151,121,2.805181173
關股,11,11,3.927249653
股的,157,112,2.927391919
的業,11,11,3.927249653
業績,266,173,2.490421854
籌碼,143,122,2.773041425
動向,52,43,3.616991947
近期,268,186,2.384914833
買超,1609,449,1.316464261
超股,33,33,3.643503293
太陽,71,53,3.538200137
光通,30,28,3.76037824
通訊,51,48,3.476413059
散熱,18,16,3.971719179
模組,41,28,3.966319994
遊戲,47,39,3.671828785
中美,109,84,3.161725326
穩懋,69,62,3.329430635
雙鴻,36,33,3.698171542
扮演,57,52,3.442634343
漲指,14,14,3.903964992
指標,289,188,2.391632176
傳產,371,253,2.006277898
股漲,284,207,2.242002547
漲跌,143,121,2.784320048
水泥,154,129,2.724093429
食品,112,94,3.025049455
塑化,317,259,1.932241388
觀光,95,81,3.146610209
光表,11,11,3.927249653
現較,57,51,3.465875097
較弱,14,14,3.903964992
台泥,113,101,2.933643014
統一,187,152,2.563023667
一台,29,29,3.70050083
台塑,567,331,1.671747202
寶等,16,16,3.881635407
等集,16,16,3.881635407
集團,196,128,2.824728487
熄火,32,25,3.926225595
紡織,108,83,3.173336206
車零,36,30,3.803983766
生技,184,123,2.857683906
技股,178,102,3.109356745
股領,83,72,3.233956724
的台,65,56,3.423354019
亮燈,95,80,3.162675122
漲停,457,242,2.127825266
車電,36,36,3.601572549
電的,11,11,3.927249653
同致,38,35,3.666217296
電等,83,77,3.148841578
的中,63,60,3.322958461
和康,12,12,3.92137836
聯合,74,68,3.249958077
業的,19,17,3.953074143
豐泰,27,25,3.810583288
百和,14,14,3.903964992
等重,15,14,3.958470303
獲買,34,30,3.767044277
青睞,44,40,3.603400601
晚報,24,24,3.772612109
護盤,23,17,4.097013928
盤成,15,11,4.186383984
成功,83,68,3.306418704
紅收,12,12,3.92137836
日出,60,58,3.338709128
跌跌,13,13,3.91345528
跌不,16,16,3.881635407
道瓊,162,117,2.878985804
昨天,50,32,3.940635804
看到,15,14,3.958470303
消息,126,109,2.876446912
起來,15,13,4.028507111
引發,39,34,3.714868362
效應,71,64,3.304670376
的變,29,29,3.70050083
變數,61,55,3.411580642
預料,46,42,3.573294291
展開,48,43,3.570698095
早盤,275,190,2.360923393
低點,201,180,2.345035321
點一,28,27,3.753543826
口氣,21,21,3.815365445
最高,402,315,1.682781237
高點,512,339,1.613539862
點台,78,72,3.204062547
股也,109,86,3.130685362
走高,361,239,2.087558745
高收,20,20,3.829309012
收盤,450,252,2.059685454
量仍,12,11,3.999947627
仍然,31,25,3.904615745
點雖,11,11,3.927249653
關注,95,76,3.229008069
光開,19,19,3.842999681
開低,140,98,3.064252021
拉高,47,41,3.613792825
高上,24,22,3.862556867
接近,36,34,3.665029138
於大,60,42,3.728146768
的指,14,14,3.903964992
也是,59,48,3.557664434
是台,29,29,3.70050083
的股,138,42,4.213568309
高價,113,78,3.276280149
價股,73,50,3.625630163
順勢,16,14,4.009456616
碩禾,24,23,3.816606519
浩鼎,80,48,3.727452766
麗豐,14,13,3.973037443
力旺,12,12,3.92137836
譜瑞,34,34,3.629439001
科今,47,39,3.671828785
今天,492,275,1.941490023
形成,42,35,3.727987856
天台,19,14,4.145220665
股上,252,194,2.304108628
上攻,185,141,2.665955244
攻的,13,13,3.91345528
的主,20,20,3.829309012
主力,29,26,3.817279193
焦點,169,142,2.623992216
點是,11,11,3.927249653
營收,771,258,2.151803318
收成,103,81,3.183715356
成長,558,241,2.184979586
中以,43,41,3.561549732
較佳,26,22,3.918968083
昱晶,42,36,3.695893827
新日,43,40,3.589790693
光國,23,23,3.786968861
國碩,14,13,3.973037443
上櫃,41,35,3.713115076
股中,108,94,3.009380376
續成,16,16,3.881635407
也大,12,12,3.92137836
漲作,22,21,3.848559253
之外,27,25,3.810583288
股再,59,53,3.438421836
再次,35,32,3.714470931
數走,29,28,3.738027693
高指,17,16,3.928002819
標股,56,40,3.746169726
網龍,11,11,3.927249653
橘子,20,19,3.880567664
也上,18,17,3.912340247
漲逾,339,160,2.686770452
逾半,38,28,3.916224158
半根,76,58,3.462086031
根停,64,46,3.654891903
停板,138,100,3.030616635
旺季,155,118,2.849986135
連假,28,22,3.971196712
收可,36,32,3.73233387
可望,402,244,2.082564613
望再,16,14,4.009456616
再創,210,136,2.762966176
創高,114,81,3.230282352
鋼鐵,175,122,2.850117624
低價,48,39,3.684393042
位階,18,17,3.912340247
主因,19,18,3.896507313
中鴻,82,72,3.228124635
中鋼,223,163,2.521320762
股指,303,227,2.120810751
已經,108,78,3.255188564
低檔,43,38,3.648454876
回補,83,61,3.444138116
的多,17,17,3.869277466
多方,286,165,2.584386257
缺口,31,26,3.862179535
跌但,13,11,4.06682328
仍需,27,25,3.810583288
強弱,16,16,3.881635407
弱勢,176,132,2.741250127
研判,18,11,4.338713579
熱門,43,36,3.710291601
門股,32,30,3.727864698
上證,40,36,3.666040241
滬深,163,126,2.777999919
金台,202,161,2.506698572
積電,1302,629,0.685292803
電強,17,17,3.869277466
勢股,113,63,3.55946555
美律,95,86,3.069149397
股美,17,15,3.990519456
利達,22,18,4.005376931
達上,16,15,3.943414076
日月,185,158,2.504432892
三大,531,279,1.935549792
合計,163,129,2.745174043
計億,28,28,3.714892758
外資,1698,608,0.766879758
資億,71,69,3.211522284
投信,519,369,1.479288007
台幣,417,305,1.740930168
創近,38,29,3.876908342
月新,65,48,3.611669538
新高,972,374,1.5644815
高中,28,26,3.793653765
年營,108,79,3.238406182
創新,233,151,2.64749858
創年,97,69,3.364158139
年來,90,73,3.255217312
來最,34,30,3.767044277
最佳,24,20,3.961080201
金融,801,476,1.122664211
對中,15,12,4.104152626
兆元,54,49,3.483817403
銀行,46,37,3.71987263
元最,14,13,3.973037443
最多,39,28,3.933349224
上月,38,35,3.666217296
亮眼,121,97,3.016289587
逆勢,69,59,3.39057853
仲琦,20,16,4.052301859
高以,24,24,3.772612109
上內,56,56,3.344582408
內容,84,83,3.059157599
市與,57,56,3.353937383
寶聯,56,56,3.344582408
提供,92,82,3.116090508
去年,337,157,2.71381291
預期,457,284,1.873450205
央社,200,200,2.192450722
記者,145,143,2.560283395
張建,21,21,3.815365445
建中,23,22,3.832562384
中新,14,14,3.903964992
年月,364,300,1.738103953
月日,426,338,1.58345697
日電,222,221,2.077447474
手機,371,149,2.826999221
晶片,364,139,2.92789091
廠聯,32,30,3.727864698
年合,23,20,3.93032064
合併,136,64,3.631839677
新台,386,290,1.803349378
元較,38,23,4.136615575
優於,185,130,2.781207211
創歷,96,75,3.251094467
歷史,218,158,2.559075844
紀錄,61,48,3.576253386
新興,85,67,3.336979895
一度,393,261,1.971744268
匯率,63,52,3.496931616
波動,85,60,3.477368056
劇烈,13,11,4.06682328
降溫,21,15,4.154706789
科將,19,17,3.953074143
全年,98,60,3.550736261
出貨,221,122,2.939191961
目標,145,102,3.024169466
調降,39,31,3.818814679
降至,55,42,3.677436317
至億,114,99,2.963872557
營運,267,182,2.416136958
展望,186,148,2.599066573
保守,98,75,3.260856503
預估,282,185,2.408377291
恐將,26,25,3.784895216
衰退,32,26,3.883554525
過在,16,15,3.943414076
在高,24,24,3.772612109
高階,42,26,4.066635427
暢旺,12,12,3.92137836
季營,158,107,2.993360633
單季,76,45,3.779596284
季合,42,31,3.866249753
達億,123,84,3.216351491
超越,21,19,3.916302318
季增,84,47,3.781396783
攀高,16,16,3.881635407
高聯,22,20,3.898193547
續創,115,91,3.079552684
科月,33,23,4.038371281
鉅亨,29,29,3.70050083
台北,314,281,1.806148011
日公,38,28,3.916224158
公布,211,152,2.604103632
布月,54,40,3.724639901
年增,137,82,3.297909889
片市,13,12,3.986940403
高推,11,11,3.927249653
推升,184,148,2.595334233
升下,19,19,3.842999681
法說,190,114,2.978081567
高標,14,11,4.128740464
年全,41,31,3.850825378
期的,45,42,3.560484929
小幅,81,66,3.332128448
時也,14,12,4.047641374
收為,20,16,4.052301859
為億,189,121,2.891203403
原先,21,16,4.089617946
的億,21,17,4.028476376
元區,18,18,3.856356301
區間,73,58,3.441066129
年下,32,29,3.764748664
於美,47,45,3.505763497
勢走,25,24,3.800712036
走強,96,66,3.416662197
景氣,92,76,3.213896277
下滑,66,56,3.431423524
降到,24,17,4.129078068
僅億,14,13,3.973037443
調整,80,56,3.533100211
估成,23,23,3.786968861
擔憂,30,26,3.840103603
市占,37,28,3.89864237
提升,50,38,3.739201907
貨成,12,12,3.92137836
元高,13,12,3.986940403
在第,21,20,3.864571644
情況,63,48,3.59424259
表示,557,374,1.469611739
工作,17,14,4.057350895
天數,14,12,4.047641374
不足,63,50,3.544613734
因素,99,80,3.181699231
較第,21,18,3.970830571
修正,111,86,3.138824291
都會,11,11,3.927249653
年成,47,33,3.865691268
正面,41,34,3.746007745
看待,54,47,3.533268872
失守,58,42,3.708388858
守點,28,27,3.753543826
政府,94,62,3.486914112
豪台,31,31,3.671868537
電台,185,168,2.417355594
今早,18,15,4.034931588
盤一,31,29,3.744027579
度跌,26,22,3.918968083
跌逾,69,43,3.780589713
逾點,45,35,3.770569602
點在,24,24,3.772612109
在國,45,43,3.533371312
金與,15,15,3.893267594
與大,11,11,3.927249653
場下,48,44,3.54392799
下跌,607,318,1.750763562
跌幅,330,174,2.549699757
幅收,77,67,3.288079227
收斂,86,72,3.251040465
但仍,29,26,3.817279193
本週,49,39,3.696698224
回測,58,47,3.573399359
點的,71,51,3.585832385
的機,39,37,3.619717196
機率,59,51,3.484710841
率不,28,26,3.793653765
不高,18,16,3.971719179
期將,19,18,3.896507313
到點,164,119,2.860101067
點之,104,83,3.156189804
之間,32,30,3.727864698
震盪,570,323,1.712675849
整理,503,299,1.812030474
執行,39,36,3.650548853
示上,27,27,3.72931798
上週,116,59,3.660034448
股大,139,117,2.819334059
導致,58,49,3.523386225
亞股,144,120,2.798373772
普遍,76,64,3.338925545
不佳,24,22,3.862556867
盤勢,238,161,2.560714335
今開,16,14,4.009456616
一路,65,57,3.401731636
下殺,36,31,3.767580896
點最,137,131,2.659720742
來到,299,156,2.683486141
點失,14,13,3.973037443
關卡,278,196,2.317654894
後在,29,27,3.776919465
在政,11,11,3.927249653
百點,100,72,3.323607614
左右,96,71,3.322081215
場台,68,67,3.226587092
股加,86,81,3.100933467
價指,96,73,3.28610157
數收,152,101,3.057370908
收在,422,224,2.229399243
點下,33,31,3.711886603
點跌,104,40,4.112643984
幅成,77,76,3.130076218
金額,253,145,2.735542956
擴大,99,90,3.028464935
到新,20,20,3.829309012
元電,157,128,2.742055476
跌金,26,23,3.872346648
科技,222,125,2.905610473
現相,60,53,3.44747965
勢台,47,42,3.585828162
電收,19,18,3.896507313
在元,164,65,3.704427095
元跌,69,27,4.354334432
收元,154,37,4.452966374
科收,22,18,4.005376931
投顧,150,103,3.024796489
策略,68,60,3.362330981
指出,280,218,2.160489775
明顯,154,123,2.790026016
股本,42,34,3.761012276
的可,20,17,3.991718181
可能,170,124,2.816240812
產業,277,166,2.564969689
方面,445,271,1.941775442
週四,96,53,3.700777409
四台,19,16,4.013071307
電法,21,17,4.028476376
可觀,27,25,3.810583288
年上,46,34,3.817656572
上半,116,81,3.238263879
復甦,31,26,3.862179535
尤其,63,60,3.322958461
其是,22,21,3.848559253
是中,18,17,3.912340247
國大,74,55,3.514346943
大陸,233,131,2.855283471
庫存,57,35,3.916466511
過去,47,36,3.764716535
已在,11,11,3.927249653
年底,120,82,3.237413746
消化,20,20,3.829309012
出的,38,36,3.634655046
首季,69,45,3.724539311
季展,18,18,3.856356301
及生,15,15,3.893267594
股回,45,40,3.616704642
點中,134,131,2.651567239
歐美,87,67,3.348485449
全面,132,103,2.971923758
日韓,24,23,3.816606519
韓股,34,26,3.924370392
跟進,56,49,3.503955182
進台,11,11,3.927249653
呈現,265,170,2.515239421
開高,351,224,2.180199668
高震,45,40,3.616704642
點元,16,16,3.881635407
收大,19,18,3.896507313
漲元,81,44,3.844287237
動台,75,66,3.293836263
股終,18,17,3.912340247
重回,63,53,3.473773999
回點,20,19,3.880567664
尾盤,213,153,2.597834464
盤拉,21,19,3.916302318
拉升,42,39,3.604704157
盤開,47,42,3.585828162
高一,34,33,3.662259567
度上,25,22,3.891326738
港股,14,14,3.903964992
突破,198,146,2.640130511
及日,24,20,3.961080201
線點,60,42,3.728146768
點後,31,28,3.781995848
盤進,27,26,3.769169044
股及,68,50,3.586612566
績優,27,25,3.810583288
較強,30,24,3.926213555
時分,20,19,3.880567664
逼近,87,71,3.27445793
近百,21,16,4.089617946
點可,26,20,4.018930315
追價,72,66,3.273525163
價力,12,12,3.92137836
力道,110,99,2.94883248
股由,32,32,3.657648541
由紅,26,24,3.827709716
黑台,16,16,3.881635407
壓回,46,35,3.784134774
盤整,40,36,3.666040241
值新,32,32,3.657648541
元台,121,111,2.835788667
光與,15,12,4.104152626
回元,18,16,3.971719179
元及,17,13,4.129137187
及元,18,14,4.102506822
元整,12,12,3.92137836
整數,55,45,3.595326218
元為,27,24,3.853688369
為多,26,25,3.784895216
股聯,41,39,3.590323216
的生,17,16,3.928002819
中裕,35,31,3.749549265
東洋,16,16,3.881635407
智擎,19,18,3.896507313
也出,11,11,3.927249653
現強,61,58,3.347336162
勢反,26,24,3.827709716
總統,93,58,3.567444759
統大,15,13,4.028507111
大選,40,32,3.799142173
三天,19,16,4.013071307
部分,174,139,2.664337143
散戶,12,11,3.999947627
等待,21,19,3.916302318
選舉,30,19,4.177536434
承接,22,19,3.95037428
乖離,115,111,2.815470819
較大,40,33,3.764368343
大的,53,47,3.522771597
的個,66,55,3.453487407
示台,110,100,2.935557393
電及,44,38,3.662287196
及大,34,31,3.730994905
日的,123,71,3.441979258
人說,17,16,3.928002819
說明,38,33,3.732141356
會是,13,13,3.91345528
股國,37,37,3.587777749
的重,23,21,3.880277283
重要,72,59,3.41265418
後電,11,11,3.927249653
電金,54,42,3.666742393
攻上,99,85,3.102827336
上中,19,17,3.953074143
鍾榮,28,28,3.714892758
電電,16,16,3.881635407
彈台,28,26,3.793653765
在今,56,49,3.503955182
日最,46,43,3.546083129
點收,469,243,2.127794993
選後,23,13,4.372168374
後台,35,30,3.785777911
股行,23,21,3.880277283
情不,13,11,4.06682328
悲觀,44,41,3.57505257
股仍,76,68,3.26307678
仍有,135,113,2.855250234
有表,44,37,3.692903328
勢盤,20,18,3.93459837
官方,19,15,4.076941862
國內,95,74,3.263495684
生產,43,34,3.775663726
來首,16,16,3.881635407
午盤,72,54,3.522542192
盤電,21,16,4.089617946
日線,231,135,2.808171779
線約,20,15,4.116796793
約點,43,33,3.809806584
近整,23,23,3.786968861
股收,48,45,3.517759512
點漲,230,114,3.053446803
漲主,17,17,3.869277466
主要,194,166,2.44972007
要電,32,30,3.727864698
有漲,17,16,3.928002819
跌台,27,26,3.769169044
元漲,155,65,3.676182031
漲股,38,35,3.666217296
漲鴻,28,28,3.714892758
漲日,25,25,3.758199516
光收,24,17,4.129078068
南亞,321,275,1.84396232
亞科,195,150,2.596200666
控股,52,48,3.487240912
金收,44,17,4.585736878
信金,261,234,2.036269375
台新,97,87,3.063479345
股票,289,90,3.498826485
投資,364,217,2.239013889
協理,28,28,3.714892758
經驗,16,15,3.943414076
顯示,177,145,2.610830364
走弱,74,63,3.345125797
農曆,30,20,4.122355103
年後,27,20,4.046206782
年台,32,23,4.016942518
月台,19,17,3.953074143
股有,70,56,3.462523219
晶圓,163,107,3.006022733
代工,68,54,3.491939481
龍頭,159,131,2.714561961
財報,215,137,2.760862394
春節,18,14,4.102506822
長假,41,30,3.888032568
假前,18,17,3.912340247
觀望,103,80,3.199969709
數大,68,55,3.469367417
部位,166,89,3.271023453
資金,346,190,2.429392064
幣匯,31,29,3.744027579
數將,23,23,3.786968861
頭台,35,33,3.680472103
釋出,46,44,3.519497567
面訊,22,21,3.848559253
資在,39,37,3.619717196
在台,158,131,2.7122386
股持,68,61,3.341997576
未平,86,34,4.207257289
平倉,86,34,4.207257289
多單,331,144,2.839935234
仍在,40,35,3.69787503
會預,12,12,3.92137836
情可,28,24,3.878722132
轉佳,11,11,3.927249653
網通,95,79,3.178942116
昨日,278,136,2.864283913
交出,17,11,4.290957744
收創,50,42,3.621889304
高達,103,88,3.075260286
獲利,326,205,2.295704452
上季,42,35,3.727987856
季財,86,74,3.216122213
報表,16,14,4.009456616
看法,47,44,3.531842737
也超,32,27,3.842494074
期待,55,48,3.518517349
要的,17,15,3.990519456
的國,25,25,3.758199516
競爭,33,30,3.747751348
為美,52,35,3.859803763
博通,23,16,4.159195716
年以,46,42,3.573294291
以億,17,14,4.057350895
新加,26,15,4.320654034
高至,30,26,3.840103603
場上,88,80,3.127369538
不斷,33,30,3.747751348
傳出,91,80,3.142832525
有意,22,18,4.005376931
併購,33,26,3.904271717
雙方,25,19,4.044001372
日在,73,67,3.261688089
在法,17,17,3.869277466
則表,13,13,3.91345528
特定,20,20,3.829309012
進行,83,65,3.363619662
回應,15,13,4.028507111
趨勢,118,86,3.166198768
來看,193,142,2.670873421
都是,28,26,3.793653765
開放,22,18,4.005376931
的態,19,19,3.842999681
受惠,325,218,2.201056066
電腦,104,86,3.109666068
等產,13,12,3.986940403
轉強,84,63,3.409303616
淡季,47,33,3.865691268
勢成,11,11,3.927249653
佳績,11,11,3.927249653
元季,32,22,4.065304827
季成,28,22,3.971196712
改寫,69,59,3.39057853
毛利,127,65,3.576476851
利率,277,161,2.610693435
升至,74,64,3.325501903
稅後,57,30,4.100963485
淨利,56,27,4.215275053
率達,19,16,4.013071307
每股,153,91,3.204310113
為元,95,75,3.246136914
較前,32,26,3.883554525
前一,48,40,3.654911764
一年,26,18,4.129433435
年度,33,24,3.991820566
度下,23,23,3.786968861
百分,31,21,4.093263431
於年,20,17,3.991718181
年進,13,12,3.986940403
認列,16,12,4.157015373
業外,19,15,4.076941862
收益,23,19,3.982931422
墊高,31,25,3.904615745
利基,23,22,3.832562384
基期,45,34,3.803971232
減少,103,72,3.33782958
年每,29,23,3.948390835
低於,44,40,3.603400601
的元,19,15,4.076941862
客戶,118,81,3.246108963
動能,108,96,2.981644632
能可,15,11,4.186383984
到今,12,12,3.92137836
假期,31,21,4.093263431
各項,29,28,3.738027693
認為,164,127,2.769259997
於今,28,23,3.923953947
個人,19,15,4.076941862
較為,53,45,3.574220484
期今,17,17,3.869277466
則有,43,39,3.618746691
會在,16,16,3.881635407
年會,14,13,3.973037443
會有,38,33,3.732141356
較多,18,13,4.175092054
多的,45,42,3.560484929
的成,41,35,3.713115076
空間,99,78,3.214637391
續看,15,15,3.893267594
網路,89,71,3.285453391
品的,14,13,3.973037443
的表,37,32,3.749707351
新聞,119,95,3.037035257
來源,85,85,3.034241665
工商,163,100,3.10040894
時報,229,106,3.157895379
報導,103,85,3.120644902
趨緩,37,36,3.618337355
