gram,TF,DF,TF_IDF
集中,1366,681,2.973530597
易市,44,44,5.045633891
發行,80,53,5.306574065
行量,22,22,5.1761888
量加,21,21,5.178460885
股價,3752,1445,1.794545023
數收,805,549,3.173884863
收盤,1249,784,2.69498618
盤為,202,186,4.239669735
點與,86,81,4.823424305
與前,25,24,5.208253994
前一,430,374,3.558291036
一年,109,93,4.810367455
年度,116,76,5.121836244
度的,44,43,5.072026707
點相,51,46,5.115746738
相較,192,182,4.242386189
幅約,312,133,4.990804776
年全,90,72,5.006994497
全年,218,149,4.603715048
年最,52,47,5.10631302
最高,527,465,3.292791498
高收,41,40,5.095245575
數為,88,66,5.101720811
為月,106,85,4.909352646
日的,219,193,4.231086786
點最,302,276,3.867235169
最低,799,647,2.892868396
低收,102,98,4.696290273
點高,21,21,5.178460885
高低,63,62,4.926250524
相差,13,13,5.154296983
差點,323,159,4.740175373
底台,17,17,5.178505566
點較,47,29,5.584105589
較前,337,299,3.797529396
相比,62,51,5.150876881
寶島,34,34,5.115365578
較年,39,20,5.83287857
點下,928,497,3.395526549
產業,714,442,3.494375805
別指,32,32,5.128120568
年漲,20,17,5.342375934
幅以,102,55,5.4510379
油電,118,112,4.616925969
燃氣,85,83,4.784043558
氣類,31,27,5.283723665
類指,214,86,5.38755337
數上,507,357,3.703204075
漲最,36,34,5.165526654
最大,989,589,3.124507359
大跌,1779,968,2.406900062
以玻,17,17,5.178505566
數下,1095,751,2.732830891
跌最,42,42,5.060069627
共有,21,17,5.391571817
有個,41,38,5.15344898
營業,93,50,5.501226247
業日,26,11,6.063487681
日集,67,55,5.120335032
累計,387,226,4.298339279
計總,12,11,5.220384682
總成,84,50,5.419307518
金額,1840,1001,2.353101554
額為,219,110,5.046705067
為兆,36,26,5.463350132
兆億,84,42,5.640736033
年的,177,147,4.498001263
的兆,14,12,5.307374831
元減,56,35,5.518672913
減少,664,382,3.707953961
少億,44,43,5.072026707
減幅,29,27,5.22229695
幅為,59,54,5.042362074
場日,51,45,5.141591356
日平,69,39,5.567314451
平均,492,319,3.870621715
均成,74,45,5.448581588
額也,13,13,5.154296983
也由,28,26,5.2300857
的億,81,69,4.983201176
減為,17,17,5.178505566
為億,572,381,3.649394802
元年,193,121,4.827784664
元大,1021,627,3.026468849
大幅,510,425,3.425025184
幅成,219,213,4.088041305
成長,951,563,3.189199687
占大,33,31,5.190203004
盤成,80,75,4.868830498
比重,165,140,4.523953928
的成,90,86,4.779027553
長至,16,14,5.303230165
至年,78,75,4.850389918
底的,75,68,4.944163578
的上,111,106,4.649828965
上市,1488,782,2.749639288
市股,790,316,4.102230126
股票,2036,840,2.705490409
市值,355,250,4.097820297
值為,733,399,3.676519534
幅達,152,136,4.513898321
資及,336,298,3.801270583
及陸,329,293,3.817260959
陸資,339,295,3.820944555
資總,17,17,5.178505566
買入,30,20,5.57637484
元總,17,16,5.237230919
賣出,1991,640,3.207113028
買超,1536,838,2.632977673
跌上,104,100,4.682982848
兆元,127,79,5.13541163
度加,25,24,5.208253994
資買,676,420,3.55776023
臺灣,64,25,6.04518888
年月,1281,947,2.365255601
與年,51,48,5.06570162
約為,212,66,5.763333929
為年,127,100,4.817666215
為產,42,42,5.060069627
漲為,53,51,5.025229679
為最,88,53,5.382235981
跌為,100,83,4.899309739
的增,19,18,5.234089276
增長,144,89,5.062196026
元以,158,133,4.568736911
上資,30,27,5.253522292
資料,931,876,2.419778258
初步,41,37,5.18370991
且不,11,11,5.125505592
包含,88,77,4.904597149
本日,12,12,5.141815414
鉅額,26,21,5.385298904
額交,18,15,5.358730627
股盤,769,633,2.917466563
盤中,2721,1412,1.784298138
中紅,12,12,5.141815414
盤日,203,197,4.159887752
殺盤,138,118,4.647960913
日急,16,16,5.175408956
急殺,94,77,4.952311159
跳水,93,79,4.911516071
重挫,1861,989,2.378184885
挫逾,291,221,4.183652075
逾點,231,192,4.268020339
點市,54,52,5.017161296
場投,43,41,5.107342092
待台,24,24,5.169747642
股今,1463,924,2.442954816
今日,4447,1328,1.993943008
日紅,18,18,5.180155339
情不,23,22,5.218848534
的歐,18,17,5.236139285
歐美,201,168,4.382918548
美股,2647,1408,1.784929215
股市,2570,1369,1.833552692
紛紛,177,163,4.352263827
衝擊,621,487,3.279705671
信心,544,413,3.497384566
心中,15,15,5.170588853
中東,29,23,5.39376832
緊張,203,167,4.397199782
情勢,160,135,4.555770212
勢加,75,73,4.855571592
加劇,189,168,4.347445614
導致,415,348,3.656406986
亞洲,329,269,3.947802881
場今,33,30,5.226067748
日全,444,441,3.310885445
全面,533,439,3.39026642
面走,114,106,4.667513043
走弱,662,494,3.280032314
弱而,31,31,5.134247121
而國,14,14,5.163698449
國內,243,196,4.26561089
將於,179,157,4.411784995
於月,201,178,4.299972915
日登,22,22,5.1761888
登場,117,103,4.722993847
場也,47,47,5.023767042
增添,34,32,5.182016732
確定,293,237,4.082004318
定性,113,101,4.725737893
早盤,1258,812,2.634558541
盤加,44,44,5.045633891
以下,270,245,3.990728401
點開,310,291,3.799608257
開出,521,436,3.392338647
出後,143,129,4.548706017
後出,38,37,5.118238066
勢盤,49,47,5.05779321
中重,38,33,5.246421797
重跌,75,70,4.907969066
跌超,222,155,4.557229596
超過,1204,717,2.842818157
過點,142,127,4.565703883
點預,46,44,5.082482194
預估,634,478,3.318286487
量逾,14,14,5.163698449
逾億,85,77,4.879505608
元除,23,21,5.266563433
了台,21,21,5.178460885
中跌,248,193,4.299494067
跌逾,1118,560,3.254920133
幅超,183,147,4.518051079
主要,866,672,2.853960477
亞股,738,546,3.152422211
股日,155,133,4.556845511
日股,430,326,3.775041971
跌韓,18,14,5.42630586
韓股,276,167,4.574567738
跌而,52,49,5.057158189
而陸,12,12,5.141815414
陸股,700,449,3.460338296
股更,36,36,5.102070065
更是,148,135,4.507628917
場的,204,174,4.341017135
的壓,149,134,4.52203331
壓力,1046,739,2.747498229
來源,254,247,3.94785153
上海,114,91,4.870077231
綜合,244,180,4.393135789
合指,42,41,5.087523069
港股,481,257,4.205923643
股有,153,137,4.50780579
有跌,33,33,5.121819693
寶投,15,15,5.170588853
投顧,530,385,3.600334238
總監,20,20,5.179966765
蔡明,76,38,5.682110225
指出,1295,952,2.358569258
日最,150,127,4.600179492
最後,199,173,4.335139065
後一,191,174,4.303508655
一盤,52,48,5.081479571
政府,367,260,4.053766733
拉抬,206,184,4.266151756
被打,32,29,5.235220691
牽動,115,102,4.724435544
動市,34,34,5.115365578
恐慌,234,190,4.290452928
情緒,277,228,4.111169387
是因,82,71,4.95617297
為國,47,47,5.023767042
國際,1514,964,2.374747505
際金,38,36,5.148935487
場不,54,50,5.063703086
不佳,211,183,4.287427639
現在,134,119,4.617590447
在外,146,131,4.540561693
資是,23,23,5.173255011
是不,52,49,5.057158189
是要,44,37,5.244556223
頭大,37,37,5.095259867
大預,23,22,5.218848534
預料,178,168,4.312891475
本月,132,88,5.016942549
上半,424,260,4.125069438
半月,29,21,5.491054073
必須,111,96,4.78088332
盤由,35,35,5.108776862
於美,140,130,4.524880851
是年,39,32,5.303990508
來首,88,81,4.839835332
首度,79,74,4.87656041
度收,56,49,5.117085595
黑加,30,30,5.140175439
加上,1549,1072,2.187150498
上美,166,160,4.340903276
認為,762,550,3.151443442
為今,126,117,4.600935866
反映,151,145,4.421363535
的是,218,173,4.387183311
是美,77,71,4.909698435
的資,91,83,4.832420104
資金,1242,718,2.849741564
動能,324,253,4.03382972
能減,16,15,5.237187625
期今,62,59,4.97416921
年美,20,18,5.285256124
股可,161,151,4.403627376
可能,1073,728,2.781315175
普通,18,16,5.295518217
通通,18,18,5.180155339
排除,132,118,4.619383504
場期,36,36,5.102070065
待的,12,12,5.141815414
的一,113,108,4.636886039
變成,20,20,5.179966765
成一,26,25,5.202435397
另一,168,153,4.410577893
一方,113,99,4.752257479
提醒,64,57,5.04075928
烏地,36,27,5.42145127
拉伯,26,21,5.385298904
伊朗,26,20,5.436470496
斷交,18,14,5.42630586
緊繃,11,11,5.125505592
的局,14,13,5.232770901
局勢,110,89,4.874717834
勢進,19,19,5.180581644
一步,336,297,3.806418385
惡化,54,46,5.162649001
油價,496,310,3.92023956
價可,28,28,5.151324693
能反,17,17,5.178505566
彈不,30,29,5.176646732
除此,17,17,5.178505566
此事,12,12,5.141815414
事件,183,140,4.587180131
件是,12,12,5.141815414
是今,65,60,4.990192931
年第,228,170,4.438291343
黑天,80,50,5.380039269
密切,72,70,4.877704584
注意,150,128,4.589360935
意後,11,11,5.125505592
後續,480,370,3.622266335
續發,84,78,4.854557256
發展,361,288,3.887604208
題材,683,500,3.271571206
面來,283,265,3.896844124
來看,952,708,2.793592299
看美,22,20,5.273147964
國消,19,18,5.234089276
消費,285,210,4.249328046
展將,19,18,5.234089276
日至,21,20,5.227667084
至日,52,47,5.10631302
日在,230,211,4.127861857
在美,261,212,4.188273316
開展,17,16,5.237230919
無線,35,28,5.355322529
充電,47,35,5.365875233
技術,1181,910,2.415414086
在經,22,22,5.1761888
過去,189,151,4.499251738
規格,43,41,5.107342092
階段,251,208,4.195598547
後預,12,12,5.141815414
期在,91,87,4.771933865
在此,85,80,4.830879416
展中,16,15,5.237187625
宣示,15,14,5.235791562
示全,13,13,5.154296983
商用,15,11,5.463705243
用化,25,24,5.208253994
化相,16,14,5.303230165
供應,558,377,3.656115474
日大,304,281,3.843263994
大漲,956,634,2.985709944
漲超,98,77,4.982457198
漲逾,756,370,3.816386382
也有,207,178,4.316601989
有漲,27,27,5.156479001
幅但,26,26,5.161300337
近期,1109,766,2.701822419
虛擬,54,39,5.35854312
實境,32,24,5.441110842
實際,73,65,4.980085773
際上,26,23,5.289886829
目前,1478,973,2.351981998
有不,77,74,4.857818466
不到,156,130,4.592473093
到的,26,26,5.161300337
的可,105,101,4.676377963
支援,22,19,5.325328696
自行,391,376,3.509533321
採購,54,45,5.188730568
近萬,50,39,5.292995234
萬元,4710,637,3.495615469
元的,212,179,4.322002346
的高,95,90,4.758220172
高效,16,15,5.237187625
效能,16,15,5.237187625
顯示,1511,1266,1.879614301
業者,178,143,4.540333908
暫時,113,102,4.712674387
沒有,300,240,4.075082135
實質,67,59,5.034169927
業績,521,386,3.588956332
支撐,1141,794,2.646814257
於全,29,27,5.22229695
需求,554,448,3.372540394
在年,135,115,4.66884116
攀升,101,93,4.757938924
趨勢,471,353,3.689206564
勢今,59,58,4.956370805
年可,55,50,5.078471197
望延,24,24,5.169747642
延續,342,282,3.89425727
尤其,192,172,4.322968058
終端,37,31,5.292600565
德國,75,63,5.039524654
大利,178,129,4.685778265
歐洲,256,164,4.557967083
能重,23,23,5.173255011
轉向,139,128,4.541566399
向美,20,18,5.285256124
國與,64,57,5.04075928
與亞,29,28,5.183405178
能相,14,14,5.163698449
茂矽,16,15,5.237187625
過半,32,28,5.273399093
半根,109,86,4.913592868
停板,259,202,4.25580444
昇陽,39,37,5.140619361
科中,32,32,5.128120568
中美,608,414,3.538634725
美晶,89,77,4.91277125
合晶,111,93,4.822873099
維持,1010,708,2.811626569
持平,284,277,3.832152783
平盤,705,506,3.26338298
盤上,233,209,4.14870053
上元,62,54,5.081559712
大投,87,79,4.863594065
月美,26,25,5.202435397
股上,440,352,3.663996923
上演,90,87,4.764194888
效應,224,190,4.266298755
並帶,30,30,5.140175439
帶動,1024,734,2.753011884
動全,22,22,5.1761888
球金,40,37,5.162433979
現但,29,28,5.183405178
但由,35,35,5.108776862
面觀,268,255,3.927412317
道瓊,857,596,3.055670766
和標,15,13,5.30582837
標普,219,156,4.53985309
線上,354,264,4.012422923
下的,102,95,4.736913808
高檔,565,427,3.458463653
上周,504,248,4.286413639
周五,328,203,4.376156493
五大,199,106,5.036937853
點美,117,114,4.587786178
股月,126,107,4.721236705
月的,132,106,4.764727799
的多,93,85,4.817142553
多空,255,223,4.101053587
空方,359,259,4.048831564
不明,42,40,5.115654441
明朗,63,60,4.966114363
非國,13,12,5.227782106
強彈,151,125,4.626273997
數將,71,67,4.921575672
線之,372,286,3.912655603
之下,429,353,3.6484642
的區,27,26,5.196330065
區間,484,367,3.638841079
間盤,24,23,5.213742052
盤整,225,198,4.208719284
機會,652,491,3.28444802
會較,26,26,5.161300337
較大,258,236,4.023218505
作帳,111,91,4.851625688
拉高,93,87,4.787159905
高的,164,147,4.452121524
的部,24,20,5.358215734
部分,1763,1065,2.228567952
個股,1941,1045,2.28579654
股宜,19,19,5.180581644
觀望,552,421,3.472142438
農曆,80,55,5.259872579
年前,81,69,4.983201176
前進,23,22,5.218848534
進入,482,389,3.543944751
旺季,376,286,3.917745561
季的,85,69,5.019067914
食品,502,428,3.407376947
品股,145,141,4.43527989
股第,63,60,4.966114363
第季,730,383,3.743492494
季將,38,37,5.118238066
谷底,17,16,5.237230919
底翻,14,13,5.232770901
翻揚,57,52,5.060276768
揚的,29,29,5.145878315
的工,23,21,5.266563433
工業,469,374,3.59521531
業電,45,42,5.117866649
電腦,735,715,2.698186425
及第,39,38,5.110609981
淡季,90,83,4.824583033
季不,54,50,5.063703086
不淡,22,22,5.1761888
櫃公,90,74,4.971841306
公司,1529,810,2.6934877
都有,99,89,4.801378124
而出,35,35,5.108776862
是近,51,49,5.041455755
期可,38,36,5.148935487
意的,84,83,4.775649996
盤後,721,620,2.931219282
後分,50,50,5.001761804
分析,2033,1478,1.647892294
析國,19,19,5.180581644
經濟,1212,682,2.933575885
及政,12,11,5.220384682
政治,244,193,4.290549352
動盪,121,96,4.839695907
盪不,34,33,5.148186145
不安,69,62,4.995777246
股殺,25,22,5.298868696
殺聲,31,30,5.169725206
隆隆,24,24,5.169747642
股大,630,508,3.215448876
點或,1655,599,3.268532803
期國,41,41,5.067226433
引發,319,275,3.899188714
國產,43,37,5.224747732
產油,26,23,5.289886829
為主,429,373,3.561524508
於今,86,81,4.823424305
早上,17,17,5.178505566
上也,25,23,5.252576092
未來,570,450,3.376414406
令人,41,40,5.095245575
人擔,46,42,5.136278919
擔憂,276,251,3.965673928
增加,761,488,3.352590699
復甦,69,56,5.121264773
的不,97,88,4.801828935
上週,597,311,4.000346312
週五,666,382,3.70922108
五美,98,89,4.794311227
國股,286,228,4.12775301
市盤,31,31,5.134247121
盪大,12,11,5.220384682
跌美,145,107,4.814123484
心不,73,67,4.942400304
不足,248,210,4.175046728
大指,714,556,3.110345058
於平,69,64,4.956634387
盤下,358,316,3.740441473
午盤,309,235,4.122036993
向下,393,334,3.696598643
下殺,287,238,4.065101109
場下,299,261,3.946766551
點收,738,459,3.443996134
達克,250,207,4.200570794
收跌,732,459,3.440839527
幅標,14,14,5.163698449
標準,99,84,4.876600683
連帶,136,109,4.746543231
日亞,30,29,5.176646732
洲指,43,30,5.464605275
一片,95,88,4.78728227
中國,1731,799,2.753344249
市上,56,52,5.046162382
上証,203,134,4.713435011
成指,412,244,4.210601596
指跌,131,97,4.879806426
跌近,218,181,4.321641158
近日,305,268,3.916515196
日經,213,145,4.629154742
過台,79,77,4.826550248
股受,280,250,3.978852271
到中,58,55,5.006830375
勢不,153,145,4.429311315
不穩,41,39,5.123974138
跌亞,44,44,5.045633891
股跳,30,30,5.140175439
等利,31,31,5.134247121
利空,631,432,3.483477763
影響,1830,1155,2.086893303
下開,69,68,4.881890503
開紅,46,33,5.415163794
希望,70,55,5.154801688
開低,1254,828,2.598939489
走低,1173,807,2.625949764
低盤,196,174,4.318228714
中最,328,302,3.769629914
點隨,55,55,4.965040227
止穩,153,108,4.836774261
力守,356,291,3.865001658
守點,413,332,3.728200912
盤跌,381,344,3.636869395
跌以,96,88,4.794593485
面上,577,497,3.218908103
上來,22,21,5.223513669
上個,44,34,5.341631225
攻高,56,49,5.117085595
失敗,31,26,5.32455812
自高,16,16,5.175408956
三角,16,16,5.175408956
角收,17,17,5.178505566
收斂,591,458,3.361675742
整理,1537,937,2.430120298
理的,51,50,5.017699739
下跳,21,21,5.178460885
殺破,25,24,5.208253994
破月,203,158,4.4767761
線未,24,22,5.259692399
來上,14,14,5.163698449
上方,166,136,4.568181964
方壓,50,47,5.074288921
力仍,57,57,4.95039587
仍然,95,72,5.046791405
巨大,60,55,5.033506246
大短,16,16,5.175408956
短期,677,529,3.174507149
期上,83,65,5.077059064
已經,256,213,4.171009984
不高,51,48,5.06570162
等待,85,78,4.863089503
待選,12,12,5.141815414
選舉,177,109,4.919883228
後不,30,27,5.253522292
定因,97,91,4.758345361
因素,476,379,3.580305302
消失,16,14,5.303230165
及新,64,63,4.918786721
新政,72,52,5.246571055
府政,12,12,5.141815414
決定,115,104,4.698624167
日權,30,29,5.176646732
權值,1642,1046,2.245317053
大多,100,94,4.737160456
多呈,17,17,5.178505566
呈現,965,664,2.908757771
現下,94,84,4.839960936
格局,812,594,3.04317845
局以,16,16,5.175408956
以國,12,12,5.141815414
幅最,137,114,4.690264512
幣中,16,15,5.237187625
中間,42,28,5.522000898
報價,167,134,4.59261764
價創,62,54,5.081559712
創近,125,117,4.595800452
近四,27,22,5.372727129
四年,33,28,5.301530544
新低,903,487,3.420294818
低台,80,77,4.835649742
對中,156,132,4.571300829
國的,112,90,4.872463878
曝險,18,11,5.662512617
目標,385,264,4.053640912
契約,38,20,5.807483309
違約,21,15,5.517802229
風險,676,521,3.19932152
飆升,70,64,4.967545061
股近,160,139,4.515138665
期股,109,100,4.714636728
皆不,19,19,5.180581644
永豐,499,289,4.035676092
豐金,304,221,4.20657663
金開,76,74,4.848264138
開發,253,212,4.171699902
發金,176,155,4.41990026
金中,184,166,4.348976491
中信,355,314,3.746384472
金等,220,199,4.189152811
等跌,101,76,5.021325844
幅也,161,124,4.677988204
也超,60,41,5.38793954
過而,16,16,5.175408956
而上,22,21,5.223513669
週四,708,384,3.726255129
四大,372,333,3.676720551
漲的,117,114,4.587786178
的塑,16,14,5.303230165
塑化,725,540,3.164657149
化股,179,166,4.333038511
日也,80,79,4.803319869
也大,53,53,4.979718762
跌台,371,322,3.727588076
群也,50,50,5.001761804
也收,51,47,5.090457961
收到,13,11,5.307664983
到美,191,172,4.319982072
銷售,331,237,4.144361609
售不,35,30,5.27909405
股王,703,534,3.172353554
儒鴻,111,87,4.911076908
遠東,113,88,4.908430143
新跌,14,12,5.307374831
過其,20,20,5.179966765
廣達,71,57,5.121733857
達光,11,11,5.125505592
光寶,51,48,5.06570162
寶科,47,45,5.07423053
科台,51,50,5.017699739
台泥,220,174,4.384028848
亞泥,153,116,4.737939803
也都,96,84,4.854845462
都大,17,15,5.299747556
跌今,49,48,5.033195727
全市,18,16,5.295518217
家數,239,167,4.491461318
