gram,TF,DF,TF_IDF
差為,25,25,5.102843513
為生,19,19,5.120809943
生醫,433,249,4.108329453
跌就,32,31,5.096952211
技術,1004,741,2.625670079
面來,176,165,4.246647512
來看,759,600,2.901645153
看今,27,27,5.092704336
天台,106,91,4.740381859
股受,274,254,3.854122745
年月,1290,918,2.314708664
月日,1772,1092,2.072097698
日美,128,118,4.518098731
美股,2764,1424,1.654212432
挫收,54,37,5.349342837
收低,297,182,4.396092772
勢因,13,12,5.172333377
再起,78,71,4.843370565
及陸,149,122,4.568092013
股等,121,118,4.48258367
等亞,49,42,5.118641599
拖累,1019,717,2.687208978
低後,117,99,4.695294365
後一,210,194,4.113404528
一路,246,211,4.074781212
殺低,145,118,4.596848265
低盤,179,159,4.308580199
中大,132,126,4.448630269
盤時,175,162,4.269253096
於大,110,106,4.564052174
股無,45,43,5.021159274
無力,216,184,4.205191391
力回,15,15,5.113509985
天終,27,24,5.217074725
場大,134,116,4.570242874
點以,712,526,3.101113858
以點,937,673,2.772021143
點台,321,284,3.761193017
上週,562,281,4.039384777
緩步,85,77,4.802666957
步走,256,213,4.081611858
走低,967,686,2.748458602
低受,16,16,5.117594894
年終,16,15,5.179373564
市場,4542,1939,1.110164449
場交,12,12,5.087278495
交投,50,43,5.107754542
清淡,37,33,5.155504195
的影,159,140,4.417362363
影響,1844,1121,2.031976992
買賣,449,374,3.48088199
力道,436,379,3.447729703
同樣,240,194,4.185207235
欠缺,17,17,5.120000896
震盪,1951,1129,2.030395998
幅度,304,247,3.946981771
明顯,630,506,3.122301196
縮窄,13,13,5.098848254
大致,38,37,5.050570349
致上,18,18,5.120999547
上指,56,55,4.907133354
數未,36,36,5.035018257
未脫,28,23,5.296196932
去年,830,445,3.439348957
月下,84,75,4.827663658
下旬,61,55,4.973453345
旬以,30,28,5.149423092
來的,261,202,4.170351307
的區,31,27,5.218375254
區間,424,323,3.68811995
格局,773,554,3.042273293
維持,870,629,2.865215094
持在,135,118,4.551722338
在點,1455,829,2.528509706
點上,180,156,4.33871425
百點,589,403,3.470942678
點間,42,37,5.135665294
盪不,32,32,5.062410491
目前,1366,903,2.358296966
前台,187,172,4.222059316
股中,348,300,3.714514865
中長,161,140,4.424853081
長期,208,180,4.216192857
均線,881,542,3.124231776
線都,22,22,5.114747058
都已,18,18,5.120999547
向下,316,259,3.893932352
線型,82,79,4.744633756
偏弱,206,173,4.267946952
弱的,80,76,4.775982926
的情,180,146,4.432374113
情況,298,244,3.955608933
況下,132,119,4.526094097
對多,26,26,5.097955592
多方,537,402,3.438011623
較為,177,145,4.432130205
為不,30,30,5.075200555
不利,269,235,3.960964245
而近,13,13,5.098848254
近期,995,710,2.697303218
主要,778,613,2.873452895
要的,73,69,4.830718441
的壓,148,136,4.414311828
壓力,990,710,2.695827066
力仍,42,40,5.046846618
自於,21,20,5.166755278
半年,1125,638,2.921410303
年線,1469,599,3.119117985
線在,64,61,4.884497213
在未,30,28,5.149423092
未能,206,173,4.267946952
能有,59,58,4.883691363
有效,98,90,4.701336441
帶量,152,125,4.546985987
越過,32,30,5.132626647
前將,18,18,5.120999547
將使,36,36,5.035018257
向上,379,314,3.682497379
尋求,55,48,5.055174742
突破,293,249,3.916700608
相當,265,217,4.071922237
尤其,264,223,4.029439814
是今,84,78,4.777853417
股同,138,133,4.402423526
同步,979,675,2.780169058
步重,32,31,5.096952211
更加,47,47,4.953677922
利台,58,56,4.912720909
股後,171,144,4.42140943
後市,436,354,3.555589335
前指,90,84,4.731727672
指標,1008,713,2.693775705
依舊,179,140,4.488362422
在中,116,104,4.624015826
附近,500,405,3.397490329
徘徊,14,14,5.107405516
後續,492,380,3.493218295
續盤,20,20,5.119610754
盤勢,851,625,2.869128877
勢發,19,19,5.120809943
發展,350,272,3.86793362
仍須,68,64,4.871267726
須觀,17,17,5.120000896
觀察,1121,760,2.612553449
年後,30,25,5.271342102
後的,119,108,4.590338681
的量,17,15,5.241242886
量價,63,60,4.892687667
變化,254,201,4.163278418
國際,1394,856,2.459527028
股市,2137,1148,2.017729838
市未,26,25,5.139090652
未見,97,89,4.708828832
連續,907,559,3.08115373
續重,35,31,5.176134505
挫台,210,181,4.213480255
股或,39,35,5.135187666
或有,52,44,5.112872668
機會,621,481,3.200634455
近一,69,56,5.046801768
個月,683,427,3.43381372
點到,54,45,5.117059886
到點,520,405,3.413135389
間盤,29,26,5.198067984
盤整,215,181,4.226440944
能回,38,34,5.145307244
回穩,282,214,4.124902428
穩台,63,59,4.913120722
股不,153,137,4.424271342
排除,139,132,4.417122
一步,273,238,3.949437326
測試,121,95,4.772853814
試點,11,11,5.071959866
支撐,1113,766,2.596727283
數位,43,39,5.09546318
基金,482,264,4.067363474
金經,126,111,4.590496563
經理,247,209,4.090931137
表示,1946,1357,1.687226524
示受,19,19,5.120809943
受美,112,105,4.588347539
封關,109,56,5.399825398
關日,34,22,5.527556769
日回,23,23,5.111306896
回跌,78,62,5.013618512
跌加,66,66,4.811290652
加上,1674,1130,1.997299481
上亞,16,16,5.117594894
股週,243,217,4.027150248
週一,395,217,4.27812206
普遍,343,297,3.723353709
股走,619,486,3.18242311
走勢,1418,929,2.316368082
亦疲,12,12,5.087278495
疲弱,394,323,3.655716537
新興,316,215,4.176921614
場及,11,11,5.071959866
股評,15,13,5.248749502
評價,50,47,5.003494944
中性,242,164,4.436545682
性偏,75,67,4.887249189
偏低,53,50,4.97720117
低水,35,35,5.042045963
水準,237,181,4.280101421
但要,17,16,5.178726249
要能,12,12,5.087278495
能提,17,17,5.120000896
提升,162,131,4.521179757
升台,60,59,4.875931397
景氣,284,193,4.28347546
動能,302,241,3.980899302
能出,44,43,5.002688949
出現,1456,909,2.36212555
好轉,56,54,4.929033471
預估,721,497,3.200523623
導體,1196,786,2.571126928
庫存,153,102,4.832295267
調整,222,167,4.361083884
至上,38,36,5.08126777
上半,263,196,4.21918323
結束,146,127,4.500176884
恢復,89,85,4.708796752
能將,39,39,5.013416536
將有,137,125,4.482503326
有助,108,92,4.738703913
助台,22,20,5.211706223
指出,1108,807,2.503884803
出隨,23,23,5.111306896
取消,17,14,5.308074325
退場,62,47,5.17668506
房地,31,14,5.929000622
合一,62,47,5.17668506
上路,23,18,5.362725414
路等,30,30,5.075200555
整體,806,644,2.801097988
政策,511,359,3.600345992
仍偏,82,79,4.744633756
對台,275,236,3.965685893
股有,145,132,4.442915175
有利,349,285,3.794743277
方向,129,118,4.523013108
過近,17,16,5.178726249
期國,38,38,5.020691624
波動,414,290,3.846872806
動盤,12,12,5.087278495
盤面,886,636,2.85199807
主流,166,144,4.403783914
流股,40,37,5.094181952
股可,181,160,4.306101696
可能,984,718,2.674615517
能使,13,13,5.098848254
使盤,51,44,5.096997241
概念,681,467,3.283605909
相對,1361,874,2.415991665
較有,38,38,5.020691624
題材,677,495,3.184545113
或可,17,14,5.308074325
留意,757,543,3.068952569
雲端,46,36,5.244697876
聯網,113,87,4.843501612
帶動,1059,744,2.633805001
動之,18,17,5.176983493
網通,203,165,4.327750731
產業,721,450,3.366969899
商機,81,72,4.853152912
股盤,938,798,2.478449804
後國,17,17,5.120000896
倒台,13,12,5.172333377
台灣,1504,898,2.392205424
華亞,61,45,5.216195329
亞科,482,392,3.435050076
科收,49,43,5.091150041
收紅,531,350,3.65760809
數重,162,140,4.428563617
挫點,263,207,4.138081462
點歐,16,16,5.117594894
歐美,239,198,4.153017752
市在,45,45,4.968774092
在年,150,124,4.549844919
年最,64,57,4.967153186
最後,232,193,4.174531212
日呈,50,48,4.978817237
呈現,1092,720,2.700031756
現大,107,102,4.596639018
股跟,41,40,5.026712261
跟跌,32,32,5.062410491
衝擊,607,479,3.199124237
低權,20,20,5.119610754
股成,196,178,4.199375795
成為,701,549,3.024191877
為重,67,65,4.841173484
重災,106,90,4.754899947
災區,109,93,4.730695766
區國,13,13,5.098848254
金大,115,103,4.631185109
逾台,69,65,4.863056325
成分,110,74,5.038734938
分股,117,81,4.962687302
中僅,44,43,5.002688949
一檔,37,35,5.0898761
力撐,120,110,4.571225172
紅終,52,51,4.938729325
場重,33,33,5.055759079
收成,422,321,3.695811397
值億,362,249,4.020458104
櫃檯,30,24,5.315258408
數則,123,118,4.492936267
則是,590,327,3.813853257
是受,63,60,4.892687667
生技,605,392,3.527111914
技股,789,506,3.202621094
股王,853,658,2.782032663
浩鼎,162,104,4.842894983
收季,27,24,5.217074725
季線,1078,584,3.062929181
線點,411,288,3.85437499
宣告,62,60,4.880542449
守成,23,23,5.111306896
元台,532,476,3.160856225
股今,1859,1066,2.126929959
各大,87,84,4.708145843
面重,62,56,4.964211505
挫其,24,23,5.151309117
中以,168,156,4.298778465
以塑,13,13,5.098848254
膠股,32,28,5.207689015
幅超,195,162,4.331121079
超過,1300,718,2.75562991
過最,15,15,5.113509985
最為,131,116,4.555871275
弱勢,969,690,2.739012038
玻陶,210,197,4.091263611
光電,523,418,3.364407587
汽車,518,423,3.341451812
運等,28,28,5.087135744
等跌,206,143,4.542037127
幅也,327,208,4.245180078
也超,172,122,4.657839284
紡纖,181,160,4.306101696
電腦,311,263,3.862977597
設備,349,283,3.805578741
油電,255,243,3.884631293
建材,162,162,4.225122156
營造,170,163,4.244046647
貿易,1525,786,2.637672095
百貨,240,229,3.941717935
橡膠,263,236,3.943343513
膠電,42,39,5.075690253
組件,421,366,3.488263716
鋼鐵,617,434,3.367522866
也下,121,108,4.601142206
跌超,208,134,4.641461425
過今,49,48,4.96263189
天是,15,15,5.113509985
是台,162,145,4.379650715
的第,61,56,4.951657199
原本,112,99,4.666267575
舊制,27,26,5.1325554
興櫃,25,17,5.504477093
課徵,76,62,4.994062208
天開,226,214,4.009962646
就不,17,16,5.178726249
不需,17,16,5.178726249
需要,96,82,4.807831257
過生,11,11,5.071959866
技類,117,97,4.722489109
股卻,30,27,5.188547407
現弱,120,109,4.583437782
勢其,23,23,5.111306896
度下,230,195,4.154815674
下探,241,208,4.085097823
探元,12,12,5.087278495
元整,72,70,4.802756759
整數,249,218,4.032969226
數大,287,254,3.876692338
大關,699,523,3.104221759
關終,30,28,5.149423092
跌元,384,208,4.329470696
元以,240,188,4.231326434
以元,261,139,4.724997005
收中,13,13,5.098848254
中裕,106,99,4.629674414
智擎,44,42,5.029702829
股在,492,407,3.383157815
日成,88,85,4.700962033
為台,596,453,3.28390981
股撐,103,94,4.678404407
撐盤,430,345,3.590347346
盤要,67,64,4.860202527
要角,70,67,4.836315408
中國,1340,716,2.769445466
更是,212,184,4.194953647
是大,74,66,4.896078255
大漲,1052,660,2.841181704
漲逾,492,305,3.845740994
逾不,11,11,5.071959866
天反,16,15,5.179373564
反倒,75,67,4.887249189
倒成,11,11,5.071959866
挫指,18,18,5.120999547
標大,20,18,5.224900112
逾也,14,14,5.107405516
銀新,19,19,5.120809943
新光,562,460,3.23674805
光金,471,392,3.425699052
金國,298,266,3.825354276
國票,93,91,4.651345465
金群,50,50,4.930967827
群益,82,75,4.810386378
金開,138,133,4.402423526
開發,484,395,3.424526681
金中,374,306,3.716607922
信金,636,524,3.067944785
永豐,474,334,3.683882971
豐金,645,443,3.350689161
金元,204,193,4.105245509
元大,1918,1030,2.197590077
過電,53,49,5.001103761
天全,13,13,5.098848254
電下,116,111,4.537323414
收跌,485,324,3.742525496
跌破,1872,1019,2.212102375
破年,255,154,4.559417687
線元,35,30,5.212363151
光更,50,47,5.003494944
元跌,611,262,4.193608736
破元,188,150,4.419654984
場以,151,136,4.426447025
收鴻,22,22,5.114747058
收和,15,15,5.113509985
和碩,334,300,3.695811312
收至,14,14,5.107405516
於中,135,133,4.389040039
中小,645,458,3.295596254
小型,654,461,3.2899835
型股,553,376,3.558446432
股則,370,276,3.87164966
股多,128,116,4.541166714
方指,23,22,5.156900418
標台,49,48,4.96263189
矽力,33,32,5.089416402
茂矽,29,26,5.198067984
亮燈,235,195,4.166359169
漲停,925,547,3.125176963
投顧,510,398,3.433463096
分析,1759,1369,1.653734363
示今,79,74,4.800555658
股因,137,127,4.46087969
市大,52,51,4.938729325
上陸,21,20,5.166755278
股更,45,45,4.968774092
更因,14,14,5.107405516
為大,81,77,4.768346641
跌使,24,24,5.107314707
數出,39,37,5.072655742
現重,52,48,5.01023881
前的,155,139,4.412026283
的盤,36,36,5.035018257
果出,29,28,5.118816484
現上,91,89,4.665110247
無量,23,21,5.204615317
量下,53,47,5.05040831
跌有,23,23,5.111306896
有量,17,15,5.241242886
量的,38,34,5.145307244
的狀,64,58,4.945957722
狀況,242,194,4.18966968
況不,35,33,5.107057344
除台,40,38,5.064045225
股將,124,111,4.580207884
將下,27,27,5.092704336
前波,242,191,4.21257257
波低,118,92,4.798781991
點點,294,238,3.986429577
點因,19,18,5.174317574
市後,20,20,5.119610754
續走,161,143,4.395324622
勢若,14,14,5.107405516
若能,59,50,5.062294913
能止,28,28,5.087135744
止穩,197,140,4.545781278
則台,30,29,5.111671847
則有,108,104,4.577187712
會出,63,60,4.892687667
現急,22,22,5.114747058
急跌,72,54,5.124790362
跌後,68,62,4.910323164
的反,92,83,4.762431375
反彈,1719,816,2.601565568
集中,1225,709,2.760739175
三大,1870,981,2.282369503
人同,87,61,5.116590429
賣超,5434,1432,1.752033676
超億,3172,915,2.541138732
元美,171,166,4.221786158
股年,21,19,5.218485952
日重,92,81,4.793826997
遍野,22,22,5.114747058
日跳,41,38,5.084915666
空大,45,44,4.994669015
跌在,58,57,4.891478911
寶台,46,42,5.066434787
低連,33,31,5.124142389
摜破,421,311,3.74457547
破點,587,452,3.281778698
點整,147,129,4.482899429
關卡,1033,743,2.629085292
線全,27,25,5.173969644
數下,938,621,2.911067544
點為,374,355,3.486132956
點跌,635,434,3.378618473
幅達,215,171,4.308693738
達成,154,135,4.448559932
值為,753,429,3.463893241
外資,5706,1934,1.139117065
資賣,813,607,2.904269216
元投,631,622,2.782233131
投信,1248,875,2.391957014
營商,1330,782,2.609344808
元電,251,238,3.90749789
股方,444,325,3.698694282
方面,1231,750,2.662308383
面蘋,26,25,5.139090652
蘋概,1352,755,2.67689103
股大,558,443,3.295343174
晶光,368,314,3.66933476
瑞儀,107,97,4.662765732
高本,22,20,5.211706223
本周,387,280,3.870398587
登場,126,112,4.578420484
設計,227,170,4.347739619
股的,535,416,3.381087494
迅杰,16,14,5.245416103
凌通,14,13,5.176477967
通股,81,62,5.042032276
的智,28,26,5.16589675
智易,50,48,4.978817237
仲琦,40,36,5.125144445
對抗,261,211,4.105670592
抗跌,610,406,3.472757389
跌傳,64,64,4.825987971
羅斯,65,47,5.214729224
繼續,197,162,4.336955017
續提,15,12,5.324395017
提高,154,134,4.458852341
石油,141,106,4.725861414
油產,13,12,5.172333377
產量,47,36,5.263094448
對國,21,18,5.273014205
油價,532,333,3.738978806
上加,29,28,5.118816484
塑化,794,595,2.930459184
化股,114,102,4.638398151
重摔,56,47,5.094737947
尤以,18,18,5.120999547
以台,87,81,4.754573395
台化,374,340,3.553122284
化台,192,176,4.20406587
化跌,31,28,5.179026022
勢最,82,77,4.777083054
最重,233,220,3.985362242
成空,32,27,5.247256023
空方,390,266,3.954012446
箭靶,23,23,5.111306896
鼎中,17,16,5.178726249
賣壓,1226,835,2.470531145
湧現,138,132,4.412715138
齊挫,13,13,5.098848254
挫逾,318,237,4.032004591
明基,12,12,5.087278495
幅均,91,79,4.818278856
均逾,24,21,5.245347791
逾金,23,23,5.111306896
股由,61,60,4.868199739
由國,20,15,5.407098535
金領,21,20,5.166755278
領軍,302,252,3.913444593
守五,21,20,5.166755278
五日,301,231,4.043274759
焦點,316,274,3.808362208
點股,102,99,4.604109422
發酵,85,81,4.738236456
無線,47,31,5.436622639
線充,26,21,5.321954158
充電,39,30,5.308651123
電產,15,14,5.178712693
產品,452,296,3.85492695
今年,1585,869,2.46512975
年可,41,39,5.055440824
可望,798,539,3.099605069
數成,84,75,4.827663658
成長,1056,568,3.104671173
長股,30,27,5.188547407
價漲,208,173,4.27335115
出售,33,32,5.089416402
股權,180,140,4.491700869
貢獻,78,69,4.879259313
約元,118,67,5.221820153
價量,38,34,5.145307244
量齊,12,12,5.087278495
齊揚,55,51,4.9830239
揚漲,11,11,5.071959866
布局,361,309,3.685552067
有成,43,41,5.038266221
估年,30,24,5.315258408
年將,71,63,4.923013435
在元,510,228,4.330503119
元之,81,76,4.784858497
之上,778,566,3.008252161
上今,61,59,4.888530526
受惠,606,447,3.312098771
事業,125,77,5.077261998
投資,1754,958,2.311238385
規畫,23,15,5.549729967
營運,532,363,3.599397245
運將,17,17,5.120000896
將延,30,30,5.075200555
延續,310,259,3.884669095
續成,41,39,5.055440824
日放,12,12,5.087278495
放量,88,83,4.731410438
量上,41,38,5.084915666
上攻,273,220,4.066796975
達電,640,468,3.256969093
電智,28,28,5.087135744
智慧,302,192,4.324431019
手機,387,245,4.078456931
年在,33,32,5.089416402
破萬,123,97,4.755918935
萬支,49,22,5.874120243
日獲,17,15,5.241242886
獲買,88,62,5.104436356
買盤,707,521,3.114617669
盤追,15,15,5.113509985
追捧,23,23,5.111306896
勢收,151,130,4.488740846
收高,239,172,4.359561998
健策,29,27,5.157708256
產線,71,48,5.259745085
線日,57,51,5.011230931
日發,33,31,5.124142389
發生,84,68,4.952098616
總經,89,83,4.739295902
永昌,14,12,5.251081898
日表,120,113,4.535242605
損失,175,131,4.568402986
有限,273,237,3.955720731
線後,90,80,4.794326
應可,28,26,5.16589675
完全,80,71,4.861784458
價仍,55,53,4.937244241
仍下,41,40,5.026712261
晶睿,28,24,5.250965118
業績,564,391,3.502849084
績可,34,33,5.081785459
步成,12,12,5.087278495
價連,55,55,4.89316052
連兩,79,71,4.852635785
兩天,70,61,4.952238836
天大,67,61,4.91912658
漲盤,23,23,5.111306896
觸及,135,110,4.647164092
及元,54,49,5.01600622
元外,270,250,3.870617212
資今,202,166,4.316270785
日賣,171,133,4.532982877
元日,165,163,4.22701373
日為,573,306,3.909344862
為日,1071,289,4.291941374
日值,589,316,3.869134578
乖離,306,292,3.696846309
率為,325,315,3.608954583
為美,262,218,4.059215171
年持,12,12,5.087278495
持續,2671,1398,1.684102272
續升,53,52,4.930797655
升息,653,395,3.545405762
趨勢,351,284,3.802813413
勢明,36,36,5.035018257
明朗,60,56,4.938895374
上中,68,67,4.814915446
地區,118,82,4.952296145
國與,42,36,5.166879923
緊張,188,148,4.43874183
勢升,18,15,5.299574834
升溫,197,161,4.345814293
使國,12,12,5.087278495
變數,255,208,4.114719027
風險,544,407,3.423141947
大幅,418,351,3.551085608
幅上,32,30,5.132626647
上升,210,174,4.270387635
亞洲,341,271,3.861237125
洲股,170,145,4.408216776
股匯,139,118,4.570161437
匯市,127,107,4.645051972
市周,13,13,5.098848254
周一,202,146,4.500561419
開紅,31,28,5.179026022
盤多,22,21,5.162071928
多上,26,26,5.097955592
上演,93,88,4.694562778
雙殺,38,32,5.213230208
窘境,43,40,5.066507182
使台,142,126,4.493841728
日開,282,247,3.910009942
低殺,35,32,5.141056171
續跌,183,146,4.442148463
點月,68,64,4.871267726
線與,152,127,4.525051287
與日,64,62,4.864680378
線等,52,48,5.01023881
等關,40,35,5.156979234
示台,471,436,3.256003935
日下,134,126,4.457940548
單日,147,116,4.629013228
未破,27,20,5.409593138
破千,27,25,5.173969644
千億,113,93,4.755073176
元顯,18,18,5.120999547
顯示,836,646,2.807196861
逢低,170,151,4.351331978
低接,128,117,4.529583431
接手,28,24,5.250965118
手買,17,17,5.120000896
盤不,86,84,4.700104165
想像,25,24,5.145356033
中強,26,24,5.181905152
強勁,307,260,3.874133995
總統,522,348,3.65957111
統大,107,77,4.966555394
大選,229,146,4.574746904
令人,44,39,5.114781516
人擔,32,31,5.096952211
擔憂,252,227,3.979385174
下短,65,65,4.818627427
短期,515,416,3.36608212
期投,25,22,5.235970735
資仍,58,54,4.956367229
仍保,19,19,5.120809943
保守,603,453,3.288320881
守為,14,14,5.107405516
為宜,82,76,4.793625162
金管,77,47,5.351130885
管會,72,43,5.407452848
會主,51,46,5.044727179
主委,30,26,5.229148455
日指,119,110,4.565829864
出台,234,217,4.007653986
總體,28,20,5.44473414
有好,22,22,5.114747058
轉而,11,11,5.071959866
而國,23,23,5.111306896
國內,267,203,4.175050818
內資,230,184,4.239587653
資金,1154,723,2.708731821
充沛,15,14,5.178712693
以美,45,39,5.133665696
美國,2805,1257,1.89755961
確定,263,213,4.095642349
並沒,53,48,5.025499222
沒有,319,257,3.910294234
有大,63,60,4.892687667
幅回,39,36,5.103487399
回流,92,80,4.809816727
流美,25,20,5.335227911
場因,14,13,5.176477967
此台,26,25,5.139090652
將較,34,29,5.223841783
年下,53,50,4.97720117
下半,328,247,3.984379461
年有,24,23,5.151309117
穩健,97,89,4.708828832
展望,528,400,3.43930928
望年,16,16,5.117594894
年看,12,12,5.087278495
看好,403,318,3.69011704
車電,100,94,4.658470463
車零,102,85,4.8033277
價電,17,17,5.120000896
及獲,31,28,5.179026022
獲利,967,601,2.977419933
利將,27,24,5.217074725
增長,120,75,5.083389767
長的,83,76,4.802285562
的生,34,32,5.115616046
編輯,317,316,3.593011988
整理,1495,910,2.366645625
中台,198,183,4.165337297
股止,64,54,5.033045367
止跌,523,362,3.596693876
未定,13,12,5.172333377
彈不,32,30,5.132626647
不足,231,193,4.172204227
中央,591,564,2.921744112
記者,628,609,2.815556799
台北,1048,868,2.361687325
日電,634,627,2.77052085
電國,123,116,4.515875779
跌亞,54,54,4.900705543
股率,14,13,5.176477967
率先,111,104,4.595142664
先翻,13,12,5.172333377
翻紅,431,320,3.710079351
紅台,71,62,4.94282643
股開,362,309,3.686796676
點盤,248,240,3.889159407
翻揚,44,42,5.029702829
可惜,46,41,5.094301703
平盤,792,539,3.097001379
盤電,33,33,5.055759079
子大,23,21,5.204615317
大型,381,301,3.750606553
股未,71,64,4.903512469
股零,18,15,5.299574834
零星,45,39,5.133665696
